query_gene,partner_gene,query_uniprot,partner_uniprot,class,U_stratum,original_tuna_prior_pair,prior_train_development_pair,query_training_accession_positive_degree,query_training_accession_sampled_negative_degree,query_training_exact_sequence_positive_degree,query_training_exact_sequence_sampled_negative_degree,query_validation_accession_positive_degree,query_validation_accession_sampled_negative_degree,query_validation_exact_sequence_positive_degree,query_validation_exact_sequence_sampled_negative_degree,partner_training_accession_positive_degree,partner_training_accession_sampled_negative_degree,partner_training_exact_sequence_positive_degree,partner_training_exact_sequence_sampled_negative_degree,partner_validation_accession_positive_degree,partner_validation_accession_sampled_negative_degree,partner_validation_exact_sequence_positive_degree,partner_validation_exact_sequence_sampled_negative_degree,partner_training_seen,partner_positive_degree,partner_positive_degree_fraction
KRAS,MAN2B2,P01116,Q9Y2E5,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,19,22,19,22,0,0,0.5
KRAS,EMILIN1,P01116,Q9Y6C2,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,16,18,16,18,0,0,0.5
KRAS,GREP1,P01116,A0A0J9YXV3,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,ANGPT2,P01116,O15123,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,COCH,P01116,O43405,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,18,11,18,11,0,0,0.5
KRAS,ENTPD5,P01116,O75356,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,ANGPTL1,P01116,O95841,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,PLAU,P01116,P00749,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,20,35,20,35,0,0,0.5
KRAS,GC,P01116,P02774,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,7,16,7,16,0,0,0,0,1,7,0.32
KRAS,HRG,P01116,P04196,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,0,0,0.5
KRAS,SERPINA5,P01116,P05154,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,CFI,P01116,P05156,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0.5
KRAS,BCHE,P01116,P06276,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,PSAP,P01116,P07602,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,18,19,18,19,0,0,0.5
KRAS,INHBA,P01116,P08476,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,12,4,12,4,0,0,0.5
KRAS,SPP1,P01116,P10451,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,30,28,30,28,0,0,0.5
KRAS,LIPC,P01116,P11150,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,CETP,P01116,P11597,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,1,2,0.42857142857142855
KRAS,ETFA,P01116,P13804,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,53,51,53,51,0,0,0.5
KRAS,PNLIP,P01116,P16233,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,LOX,P01116,P28300,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,LRPAP1,P01116,P30533,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,36,45,36,45,0,0,0.5
KRAS,SERPINF1,P01116,P36955,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,10,0,0,0.5
KRAS,MMP13,P01116,P45452,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,TUFM,P01116,P49411,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,PPT1,P01116,P50897,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,56,69,56,69,0,0,0,0,1,56,0.44881889763779526
KRAS,PNLIPRP1,P01116,P54315,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,LGALS3BP,P01116,Q08380,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,LOXL1,P01116,Q08397,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0,0.5
KRAS,PLA2G7,P01116,Q13093,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
KRAS,HABP2,P01116,Q14520,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,6,0,0,0.5
KRAS,PRSS53,P01116,Q2L4Q9,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,CEACAM16,P01116,Q2WEN9,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.5
KRAS,ARSI,P01116,Q5FYB1,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0.5
KRAS,MRM1,P01116,Q6IN84,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,91,78,91,78,0,0,0.5
KRAS,PYROXD2,P01116,Q8N2H3,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5
KRAS,CPA6,P01116,Q8N4T0,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0.5
KRAS,ABHD11,P01116,Q8NFV4,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,0,0.5
KRAS,HPSE2,P01116,Q8WWQ2,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,1,3,0.5714285714285714
KRAS,GGH,P01116,Q92820,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,62,74,62,74,0,0,0.5
KRAS,RCN3,P01116,Q96D15,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,TEFM,P01116,Q96QE5,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,68,62,68,62,0,0,0.5
KRAS,GDF15,P01116,Q99988,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,14,17,14,17,0,0,0.5
KRAS,PECR,P01116,Q9BY49,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,TINAGL1,P01116,Q9GZM7,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,SIL1,P01116,Q9H173,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,6,7,6,7,0,0,0,0,1,6,0.4666666666666667
KRAS,MEPE,P01116,Q9NQ76,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,1,3,0.4444444444444444
KRAS,OLFML3,P01116,Q9NRN5,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,0,1,4,0.5555555555555556
KRAS,TMLHE,P01116,Q9NVH6,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,ADA2,P01116,Q9NZK5,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,DNAJB11,P01116,Q9UBS4,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
KRAS,CPQ,P01116,Q9Y646,U,low_plausibility,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CCNA2,P24941,P20248,P,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CCNE1,P24941,P24864,P,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CDKN1B,P24941,P46527,P,,False,False,0,0,0,0,0,0,0,0,0,0,0,0,14,21,14,21,0,0,0.5
CDK2,ZNF525,P24941,Q8N782,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,PSMB10,P24941,P40306,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZFP92,P24941,A6NM28,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CDKN2AIP,P24941,Q9NXV6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZNF780B,P24941,Q9Y6R6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZSCAN31,P24941,Q96LW9,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZNF514,P24941,Q96K75,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,DXO,P24941,O77932,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,DMRT2,P24941,Q9Y5R5,U,context,False,False,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0.6666666666666666
CDK2,PSMA1,P24941,P25786,U,context,False,False,0,0,0,0,0,0,0,0,134,132,134,132,0,0,0,0,1,134,0.503731343283582
CDK2,CACYBP,P24941,Q9HB71,U,context,False,False,0,0,0,0,0,0,0,0,87,98,87,98,0,0,0,0,1,87,0.47058823529411764
CDK2,STYX,P24941,Q8WUJ0,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,18,21,18,21,0,0,0.5
CDK2,SPAG7,P24941,O75391,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZFP64,P24941,Q9NTW7,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CRTC1,P24941,Q6UUV9,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0.5
CDK2,CGRRF1,P24941,Q99675,U,context,False,False,0,0,0,0,0,0,0,0,17,18,17,18,0,0,0,0,1,17,0.4864864864864865
CDK2,AURKC,P24941,Q9UQB9,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,LPIN3,P24941,Q9BQK8,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,10,0,0,0.5
CDK2,GATA3,P24941,P23771,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZSCAN22,P24941,P10073,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ARPC1A,P24941,Q92747,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,POLM,P24941,Q9NP87,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZSCAN1,P24941,Q8NBB4,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CENPL,P24941,Q8N0S6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZFP90,P24941,Q8TF47,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,DDX59,P24941,Q5T1V6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,RPS6KA5,P24941,O75582,U,context,False,False,0,0,0,0,0,0,0,0,28,42,28,42,0,0,0,0,1,28,0.4027777777777778
CDK2,ZC3H12A,P24941,Q5D1E8,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,PSMA5,P24941,P28066,U,context,False,False,0,0,0,0,0,0,0,0,73,77,73,77,0,0,0,0,1,73,0.4868421052631579
CDK2,PAFAH1B1,P24941,P43034,U,context,False,False,0,0,0,0,0,0,0,0,40,33,40,33,0,0,0,0,1,40,0.5466666666666666
CDK2,DUSP11,P24941,O75319,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,0,0,0,0.5
CDK2,CDCA7L,P24941,Q96GN5,U,context,False,False,0,0,0,0,0,0,0,0,29,19,29,19,0,0,0,0,1,29,0.6
CDK2,OSR1,P24941,Q8TAX0,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SP8,P24941,Q8IXZ3,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,DCAF16,P24941,Q9NXF7,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,PAPOLG,P24941,Q9BWT3,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,INO80B,P24941,Q9C086,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,POLA2,P24941,Q14181,U,context,False,False,0,0,0,0,0,0,0,0,30,36,30,36,0,0,0,0,1,30,0.45588235294117646
CDK2,MAP3K20,P24941,Q9NYL2,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZBTB12,P24941,Q9Y330,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZNF426,P24941,Q9BUY5,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,LCORL,P24941,Q8N3X6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.5
CDK2,HSF2,P24941,Q03933,U,context,False,False,0,0,0,0,0,0,0,0,41,42,41,42,0,0,0,0,1,41,0.49411764705882355
CDK2,DDX19B,P24941,Q9UMR2,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,FRG1,P24941,Q14331,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0.5
CDK2,DSCC1,P24941,Q9BVC3,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,9,0,0,0.5
CDK2,GABPB1,P24941,Q06547,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,MPG,P24941,P29372,U,context,False,False,0,0,0,0,0,0,0,0,30,32,30,32,0,0,0,0,1,30,0.484375
CDK2,TRIM41,P24941,Q8WV44,U,context,False,False,0,0,0,0,0,0,0,0,49,38,49,38,0,0,0,0,1,49,0.5617977528089888
CDK2,NFKBIB,P24941,Q15653,U,context,False,False,0,0,0,0,0,0,0,0,40,40,40,40,0,0,0,0,1,40,0.5
CDK2,STARD6,P24941,P59095,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,POGK,P24941,Q9P215,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,AOC1,P24941,P19801,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,FAM76B,P24941,Q5HYJ3,U,background,False,False,0,0,0,0,0,0,0,0,24,23,24,23,0,0,0,0,1,24,0.5102040816326531
CDK2,RIMOC1,P24941,A6NDU8,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,RND1,P24941,Q92730,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,TMEM201,P24941,Q5SNT2,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,20,17,20,17,0,0,0.5
CDK2,TTC39A,P24941,Q5SRH9,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SELENBP1,P24941,Q13228,U,background,False,False,0,0,0,0,0,0,0,0,30,33,30,33,0,0,0,0,1,30,0.47692307692307695
CDK2,TRIM13,P24941,O60858,U,background,False,False,0,0,0,0,0,0,0,0,4,6,4,6,0,0,0,0,1,4,0.4166666666666667
CDK2,SPINT1,P24941,O43278,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,12,18,12,18,0,0,0.5
CDK2,FOXL1,P24941,Q12952,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,TMEM45B,P24941,Q96B21,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,DEK,P24941,P35659,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,FZD4,P24941,Q9ULV1,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0.5
CDK2,XKR8,P24941,Q9H6D3,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,UMOD,P24941,P07911,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0.5
CDK2,RCE1,P24941,Q9Y256,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0.5
CDK2,CALD1,P24941,Q05682,U,background,False,False,0,0,0,0,0,0,0,0,41,40,41,40,0,0,0,0,1,41,0.5060240963855421
CDK2,TLCD2,P24941,A6NGC4,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,HOXB8,P24941,P17481,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,GLS2,P24941,Q9UI32,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,HSD17B12,P24941,Q53GQ0,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SMAD4,P24941,Q13485,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CD2,P24941,P06729,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0.5
CDK2,SETSIP,P24941,P0DME0,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,WFDC1,P24941,Q9HC57,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0.5
CDK2,PARP8,P24941,Q8N3A8,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZBTB33,P24941,Q86T24,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,IL1B,P24941,P01584,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,QTGAL,P24941,Q67FW5,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5
CDK2,ASB14,P24941,A6NK59,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CPVL,P24941,Q9H3G5,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,19,16,19,16,0,0,0.5
CDK2,MAGEB2,P24941,O15479,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SAMD15,P24941,Q9P1V8,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CTIF,P24941,O43310,U,background,False,False,0,0,0,0,0,0,0,0,20,30,20,30,0,0,0,0,1,20,0.40384615384615385
CDK2,GEMIN8,P24941,Q9NWZ8,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,FCN1,P24941,O00602,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,22,20,22,20,0,0,0.5
CDK2,DHRS7B,P24941,Q6IAN0,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,AGPAT1,P24941,Q99943,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,81,93,81,93,0,0,0.5
CDK2,FASTKD5,P24941,Q7L8L6,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,80,68,80,68,0,0,0.5
CDK2,LRCH4,P24941,O75427,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,PIP4P2,P24941,Q8N4L2,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ESS2,P24941,Q96DF8,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,C1R,P24941,P00736,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0.5
CDK2,ORC5,P24941,O43913,U,background,False,False,0,0,0,0,0,0,0,0,23,16,23,16,0,0,0,0,1,23,0.5853658536585366
CDK2,C2CD2,P24941,Q9Y426,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SLC25A22,P24941,Q9H936,U,background,False,False,0,0,0,0,0,0,0,0,0,0,0,0,11,17,11,17,0,0,0.5
CDK2,ATPAF1,P24941,Q5TC12,U,background,False,False,0,0,0,0,0,0,0,0,34,30,34,30,0,0,0,0,1,34,0.5303030303030303
CDK2,IRF2BP1,P24941,Q8IU81,U,background,False,False,0,0,0,0,0,0,0,0,20,17,20,17,0,0,0,0,1,20,0.5384615384615384
CDK2,TRMT1L,P24941,Q7Z2T5,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,PDCD2L,P24941,Q9BRP1,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,RBM7,P24941,Q9Y580,U,context,False,False,0,0,0,0,0,0,0,0,35,50,35,50,0,0,0,0,1,35,0.41379310344827586
CDK2,RNF2,P24941,Q99496,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,HOXC5,P24941,Q00444,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,RDM1,P24941,Q8NG50,U,context,False,False,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,1,5,0.6
CDK2,ZNF691,P24941,Q5VV52,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,GTF2H4,P24941,Q92759,U,context,False,False,0,0,0,0,0,0,0,0,11,12,11,12,0,0,0,0,1,11,0.48
CDK2,RPSA,P24941,P08865,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,87,79,87,79,0,0,0.5
CDK2,KIF22,P24941,Q14807,U,context,False,False,0,0,0,0,0,0,0,0,18,25,18,25,0,0,0,0,1,18,0.4222222222222222
CDK2,ZNF205,P24941,O95201,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CCDC89,P24941,Q8N998,U,context,False,False,0,0,0,0,0,0,0,0,6,11,6,11,0,0,0,0,1,6,0.3684210526315789
CDK2,TEX55,P24941,Q96M34,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SSUH2,P24941,Q9Y2M2,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,TRIM55,P24941,Q9BYV6,U,context,False,False,0,0,0,0,0,0,0,0,84,94,84,94,0,0,0,0,1,84,0.4722222222222222
CDK2,PPP2R3B,P24941,Q9Y5P8,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,NAA10,P24941,P41227,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,WAC,P24941,Q9BTA9,U,context,False,False,0,0,0,0,0,0,0,0,24,28,24,28,0,0,0,0,1,24,0.46296296296296297
CDK2,EAPP,P24941,Q56P03,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CUL2,P24941,Q13617,U,context,False,False,0,0,0,0,0,0,0,0,135,134,135,134,0,0,0,0,1,135,0.5018450184501845
CDK2,NGDN,P24941,Q8NEJ9,U,context,False,False,0,0,0,0,0,0,0,0,23,13,23,13,0,0,0,0,1,23,0.631578947368421
CDK2,ZNF148,P24941,Q9UQR1,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,CDK8,P24941,P49336,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,NSUN2,P24941,Q08J23,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,26,25,26,25,0,0,0.5
CDK2,TATDN1,P24941,Q6P1N9,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,MAF1,P24941,Q9H063,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,DBP,P24941,Q10586,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ZNF101,P24941,Q8IZC7,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,ESR2,P24941,Q92731,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,SRSF8,P24941,Q9BRL6,U,context,False,False,0,0,0,0,0,0,0,0,32,35,32,35,0,0,0,0,1,32,0.4782608695652174
CDK2,EXOSC4,P24941,Q9NPD3,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,28,22,28,22,0,0,0.5
CDK2,MKNK1,P24941,Q9BUB5,U,context,False,False,0,0,0,0,0,0,0,0,20,21,20,21,0,0,0,0,1,20,0.4883720930232558
CDK2,GCFC2,P24941,P16383,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,BRIX1,P24941,Q8TDN6,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,49,33,49,33,0,0,0.5
CDK2,ZNF630,P24941,Q2M218,U,context,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
CDK2,NEK11,P24941,Q8NG66,U,context,False,False,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,1,6,0.5
