query_gene,partner_gene,query_uniprot,partner_uniprot,class,panel_row,training_accession_labels,training_exact_sequence_labels,validation_accession_labels,validation_exact_sequence_labels
EGFR,MPP2,P00533,Q14168,U,252,,,,
EGFR,LARP6,P00533,Q9BRS8,U,253,,,,
EGFR,ASIC2,P00533,Q16515,U,254,,,,
EGFR,DOT1L,P00533,Q8TEK3,U,255,,,,
EGFR,NRXN1,P00533,P58400,U,256,,,,
EGFR,MAK,P00533,P20794,U,257,,,,
EGFR,RESF1,P00533,Q9HCM1,U,258,,,,
EGFR,KIR3DL2,P00533,P43630,U,259,,,,
EGFR,RASIP1,P00533,Q5U651,U,260,,,,
EGFR,PNPT1,P00533,Q8TCS8,U,261,,,,
EGFR,KIF9,P00533,Q9HAQ2,U,262,,,,
EGFR,GCC1,P00533,Q96CN9,U,263,,,,
EGFR,KLF11,P00533,O14901,U,264,,,,
EGFR,FZD7,P00533,O75084,U,265,,,,
EGFR,UGT2B7,P00533,P16662,U,266,,,,
EGFR,MAPKAPK5,P00533,Q8IW41,U,267,,,,
EGFR,SELENOO,P00533,Q9BVL4,U,268,,,,
EGFR,PLCH2,P00533,O75038,U,269,,,,
EGFR,SLC35F5,P00533,Q8WV83,U,270,,,,
EGFR,IL2RB,P00533,P14784,U,271,,,,
EGFR,STPG2,P00533,Q8N412,U,272,,,,
EGFR,POFUT3,P00533,Q6P4F1,U,273,,,,
EGFR,TBX5,P00533,Q99593,U,274,,,,
EGFR,CCAR1,P00533,Q8IX12,U,275,,,,
EGFR,SMPD3,P00533,Q9NY59,U,276,,,,
EGFR,ATP1A2,P00533,P50993,U,277,,,,
EGFR,SERGEF,P00533,Q9UGK8,U,278,,,,
EGFR,NLN,P00533,Q9BYT8,U,279,,,,
EGFR,WDSUB1,P00533,Q8N9V3,U,280,,,,
EGFR,ENTPD8,P00533,Q5MY95,U,281,,,,
EGFR,TACR3,P00533,P29371,U,282,,,,
EGFR,IGF2BP2,P00533,Q9Y6M1,U,283,,,,
EGFR,CHADL,P00533,Q6NUI6,U,284,,,,
EGFR,ADCY5,P00533,O95622,U,285,,,,
EGFR,MMS22L,P00533,Q6ZRQ5,U,286,,,,
EGFR,COL16A1,P00533,Q07092,U,287,,,,
EGFR,IRX1,P00533,P78414,U,288,,,,
EGFR,ANKRD26,P00533,Q9UPS8,U,289,,,,
EGFR,LENG9,P00533,Q96B70,U,290,,,,
EGFR,CNR1,P00533,P21554,U,291,,,,
EGFR,DDX11L8,P00533,A8MPP1,U,292,,,,
EGFR,MATCAP2,P00533,Q8NCT3,U,293,,,,
EGFR,CCDC185,P00533,Q8N715,U,294,,,,
EGFR,PODXL2,P00533,Q9NZ53,U,295,,,,
EGFR,COG2,P00533,Q14746,U,296,,,,
EGFR,FCRL5,P00533,Q96RD9,U,297,,,,
EGFR,SNRK,P00533,Q9NRH2,U,298,,,,
EGFR,MYBPH,P00533,Q13203,U,299,,,,
EGFR,MSL2,P00533,Q9HCI7,U,300,,,,
EGFR,MAOA,P00533,P21397,U,301,,,,
EGFR,TRPC4,P00533,Q9UBN4,U,302,,,,
EGFR,LIN54,P00533,Q6MZP7,U,303,,,,
BCL2,BCL2L11,P10415,O43521,P,1,,,1,1
BCL2,BAD,P10415,Q92934,P,2,,,1,1
BCL2,BBC3,P10415,Q9BXH1,P,3,,,1,1
BCL2,NIPSNAP1,P10415,Q9BPW8,U,4,,,,
BCL2,AKR1B15,P10415,C9JRZ8,U,5,,,,
BCL2,MRPS11,P10415,P82912,U,6,,,,
BCL2,MRRF,P10415,Q96E11,U,7,,,,
BCL2,KLK6,P10415,Q92876,U,8,,,,
BCL2,RPS3,P10415,P23396,U,9,,,,
BCL2,MRPS12,P10415,O15235,U,10,,,,
BCL2,ECHDC2,P10415,Q86YB7,U,11,,,,
BCL2,CCN6,P10415,O95389,U,12,,,,
BCL2,NDUFA8,P10415,P51970,U,13,,,,
BCL2,PPP3R2,P10415,Q96LZ3,U,14,,,,
BCL2,COQ10B,P10415,Q9H8M1,U,15,,,,
BCL2,PDHA2,P10415,P29803,U,16,,,,
BCL2,GADD45GIP1,P10415,Q8TAE8,U,17,,,,
BCL2,NUDT13,P10415,Q86X67,U,18,,,,
BCL2,NDUFAB1,P10415,O14561,U,19,,,,
BCL2,TACO1,P10415,Q9BSH4,U,20,,,,
BCL2,MSRB2,P10415,Q9Y3D2,U,21,,,,
BCL2,PFDN4,P10415,Q9NQP4,U,22,,,,
BCL2,SIRT4,P10415,Q9Y6E7,U,23,,,,
BCL2,DUT,P10415,P33316,U,24,,,,
BCL2,MRPS34,P10415,P82930,U,25,,,,
BCL2,MPG,P10415,P29372,U,26,,,,
BCL2,RIDA,P10415,P52758,U,27,,,,
BCL2,PARK7,P10415,Q99497,U,28,,,,
BCL2,RBFA,P10415,Q8N0V3,U,29,,,,
BCL2,PUSL1,P10415,Q8N0Z8,U,30,,,,
BCL2,MRPL1,P10415,Q9BYD6,U,31,,,,
BCL2,COQ7,P10415,Q99807,U,32,,,,
BCL2,RPUSD3,P10415,Q6P087,U,33,,,,
BCL2,MRPS31,P10415,Q92665,U,34,,,,
BCL2,TRUB2,P10415,O95900,U,35,,,,
BCL2,SLIRP,P10415,Q9GZT3,U,36,,,,
BCL2,IBA57,P10415,Q5T440,U,37,,,,
BCL2,RAB32,P10415,Q13637,U,38,,,,
BCL2,NDUFA2,P10415,O43678,U,39,,,,
BCL2,MRPL36,P10415,Q9P0J6,U,40,,,,
BCL2,MTHFD2,P10415,P13995,U,41,,,,
BCL2,ATPAF1,P10415,Q5TC12,U,42,,,,
BCL2,UBB,P10415,P0CG47,U,43,,,,
BCL2,GSTP1,P10415,P09211,U,44,,,,
BCL2,PFDN2,P10415,Q9UHV9,U,45,,,,
BCL2,NDUFS4,P10415,O43181,U,46,,,,
BCL2,ATCAY,P10415,Q86WG3,U,47,,,,
BCL2,ALKBH1,P10415,Q13686,U,48,,,,
BCL2,TYMS,P10415,P04818,U,49,,,,
BCL2,CCDC127,P10415,Q96BQ5,U,50,,,,
BCL2,CHCHD6,P10415,Q9BRQ6,U,51,,,,
BCL2,DDAH2,P10415,O95865,U,52,,,,
BCL2,MRPS24,P10415,Q96EL2,U,53,,,,
BCL2,ANP32B,P10415,Q92688,U,54,,,,
BCL2,UTP11,P10415,Q9Y3A2,U,55,,,,
BCL2,GUCA2B,P10415,Q16661,U,56,,,,
BCL2,CD82,P10415,P27701,U,57,,,,
BCL2,TGIF2LY,P10415,Q8IUE0,U,58,,,,
BCL2,C9orf78,P10415,Q9NZ63,U,59,,,,
BCL2,UBE2QL1,P10415,A1L167,U,60,,,,
BCL2,SIAH3,P10415,Q8IW03,U,61,,,,
BCL2,CMTM3,P10415,Q96MX0,U,62,,,,
BCL2,PARD6A,P10415,Q9NPB6,U,63,,,,
BCL2,ELAC1,P10415,Q9H777,U,64,,,,
BCL2,LYZL4,P10415,Q96KX0,U,65,,,,
BCL2,METTL1,P10415,Q9UBP6,U,66,,,,
BCL2,RFPL4AL1,P10415,F8VTS6,U,67,,,,
BCL2,SPAG7,P10415,O75391,U,68,,,,
BCL2,CRYGC,P10415,P07315,U,69,,,,
BCL2,TM2D2,P10415,Q9BX73,U,70,,,,
BCL2,LAPTM5,P10415,Q13571,U,71,,,,
BCL2,KRTAP10-3,P10415,P60369,U,72,,,,
BCL2,TIPIN,P10415,Q9BVW5,U,73,,,,
BCL2,PSTK,P10415,Q8IV42,U,74,,,,
BCL2,TDP2,P10415,O95551,U,75,,,,
BCL2,NCR3,P10415,O14931,U,76,,,,
BCL2,CEBPE,P10415,Q15744,U,77,,,,
BCL2,TPK1,P10415,Q9H3S4,U,78,,,,
BCL2,DTWD1,P10415,Q8N5C7,U,79,,,,
BCL2,PRSS57,P10415,Q6UWY2,U,80,,,,
BCL2,CBX3,P10415,Q13185,U,81,,,,
BCL2,ARC,P10415,Q7LC44,U,82,,,,
BCL2,IGLV5-45,P10415,A0A087WSX0,U,83,,,,
BCL2,NIPAL2,P10415,Q9H841,U,84,,,,
BCL2,AIM2,P10415,O14862,U,85,,,,
BCL2,VASP,P10415,P50552,U,86,,,,
BCL2,SNRPD2,P10415,P62316,U,87,,,,
BCL2,EURL,P10415,Q9NYK6,U,88,,,,
BCL2,HSF2BP,P10415,O75031,U,89,,,,
BCL2,NAPA,P10415,P54920,U,90,,,,
BCL2,EIF5AL1,P10415,Q6IS14,U,91,,,,
BCL2,DNASE2,P10415,O00115,U,92,,,,
BCL2,APOA2,P10415,P02652,U,93,,,,
BCL2,MEOX2,P10415,P50222,U,94,,,0,0
BCL2,PDLIM4,P10415,P50479,U,95,,,,
BCL2,RCN2,P10415,Q14257,U,96,,,,
BCL2,POLR2D,P10415,O15514,U,97,,,,
BCL2,GPD1L,P10415,Q8N335,U,98,,,,
BCL2,EIF1AD,P10415,Q8N9N8,U,99,,,,
BCL2,CHAC2,P10415,Q8WUX2,U,100,,,,
BCL2,KLF6,P10415,Q99612,U,101,,,,
BCL2,CFAP68,P10415,Q9H5F2,U,102,,,,
BCL2,TMEM178B,P10415,H3BS89,U,103,,,,
BCL2,RAB40AL,P10415,P0C0E4,U,104,,,,
BCL2,METAP1D,P10415,Q6UB28,U,105,,,,
BCL2,MRPL10,P10415,Q7Z7H8,U,106,,,,
BCL2,HMGCL,P10415,P35914,U,107,,,,
BCL2,MRPL55,P10415,Q7Z7F7,U,108,,,,
BCL2,MRPL46,P10415,Q9H2W6,U,109,,,,
BCL2,MRPL24,P10415,Q96A35,U,110,,,0,0
BCL2,TFAM,P10415,Q00059,U,111,,,,
BCL2,COQ4,P10415,Q9Y3A0,U,112,,,,
BCL2,GPX1,P10415,P07203,U,113,,,,
BCL2,NME6,P10415,O75414,U,114,,,,
BCL2,TANGO2,P10415,Q6ICL3,U,115,,,,
BCL2,METTL8,P10415,Q9H825,U,116,,,,
BCL2,DGUOK,P10415,Q16854,U,117,,,,
BCL2,LDHB,P10415,P07195,U,118,,,,
BCL2,OPA3,P10415,Q9H6K4,U,119,,,,
BCL2,ATP5MG,P10415,O75964,U,120,,,,
BCL2,MTIF3,P10415,Q9H2K0,U,121,,,,
BCL2,MRPL35,P10415,Q9NZE8,U,122,,,,
BCL2,CHCHD2,P10415,Q9Y6H1,U,123,,,,
BCL2,NIPSNAP2,P10415,O75323,U,124,,,,
BCL2,CISD3,P10415,P0C7P0,U,125,,,,
BCL2,NDUFS7,P10415,O75251,U,126,,,,
BCL2,HOGA1,P10415,Q86XE5,U,127,,,,
BCL2,TIMM10,P10415,P62072,U,128,,,,
BCL2,PYURF,P10415,Q96I23,U,129,,,,
BCL2,NDUFV2,P10415,P19404,U,130,,,,
BCL2,CHCHD5,P10415,Q9BSY4,U,131,,,,
BCL2,NGB,P10415,Q9NPG2,U,132,,,,
BCL2,MTG1,P10415,Q9BT17,U,133,,,,
BCL2,LYRM4,P10415,Q9HD34,U,134,,,,
BCL2,NDUFA7,P10415,O95182,U,135,,,,
BCL2,NENF,P10415,Q9UMX5,U,136,,,,
BCL2,STYXL1,P10415,Q9Y6J8,U,137,,,,
BCL2,COX6B2,P10415,Q6YFQ2,U,138,,,,
BCL2,EFHD1,P10415,Q9BUP0,U,139,,,,
BCL2,MRPS25,P10415,P82663,U,140,,,,
BCL2,CA5B,P10415,Q9Y2D0,U,141,,,,
BCL2,MRPS18A,P10415,Q9NVS2,U,142,,,,
BCL2,MRPS35,P10415,P82673,U,143,,,,
BCL2,PRDX3,P10415,P30048,U,144,,,,
BCL2,ARL2BP,P10415,Q9Y2Y0,U,145,,,,
BCL2,ATP5IF1,P10415,Q9UII2,U,146,,,,
BCL2,NIT1,P10415,Q86X76,U,147,,,,
BCL2,MRPL32,P10415,Q9BYC8,U,148,,,,
BCL2,ARL2,P10415,P36404,U,149,,,,
BCL2,DCTPP1,P10415,Q9H773,U,150,,,,
BCL2,HSD17B8,P10415,Q92506,U,151,,,,
BCL2,ETFB,P10415,P38117,U,152,,,,
BCL2,MRPL28,P10415,Q13084,U,153,,,,
BCL2,RBM7,P10415,Q9Y580,U,154,,,,
BCL2,RAB40A,P10415,Q8WXH6,U,155,,,,
BCL2,DPH5,P10415,Q9H2P9,U,156,,,,
BCL2,RSRP1,P10415,Q9BUV0,U,157,,,,
BCL2,RWDD2A,P10415,Q9UIY3,U,158,,,,
BCL2,GRAP2,P10415,O75791,U,159,,,,
BCL2,SLC39A1,P10415,Q9NY26,U,160,,,,
BCL2,ZFAND2A,P10415,Q8N6M9,U,161,,,,
BCL2,CEP20,P10415,Q96NB1,U,162,,,,
BCL2,GSX1,P10415,Q9H4S2,U,163,,,,
BCL2,C1GALT1C1L,P10415,P0DN25,U,164,,,,
BCL2,ETFRF1,P10415,Q6IPR1,U,165,,,,
BCL2,HAND1,P10415,O96004,U,166,,,,
BCL2,GJD2,P10415,Q9UKL4,U,167,,,,
BCL2,DNAJC9,P10415,Q8WXX5,U,168,,,,
BCL2,NRN1,P10415,Q9NPD7,U,169,,,,
BCL2,CFAP20,P10415,Q9Y6A4,U,170,,,,
BCL2,RACK1,P10415,P63244,U,171,,,,
BCL2,VHL,P10415,P40337,U,172,,,,
BCL2,RHOA,P10415,P61586,U,173,,,,
BCL2,TRAV5,P10415,A0A0B4J249,U,174,,,,
BCL2,C1orf74,P10415,Q96LT6,U,175,,,,
BCL2,TAC4,P10415,Q86UU9,U,176,,,,
BCL2,HLA-DRB4,P10415,P13762,U,177,,,,
BCL2,FDX1,P10415,P10109,U,178,,,,
BCL2,SPATA4,P10415,Q8NEY3,U,179,,,,
BCL2,APOBEC1,P10415,P41238,U,180,,,,
BCL2,ERG28,P10415,Q9UKR5,U,181,,,,
BCL2,RAMP1,P10415,O60894,U,182,,,,
BCL2,GATD1,P10415,Q8NB37,U,183,,,,
BCL2,OR7D4,P10415,Q8NG98,U,184,,,,
BCL2,GPX4,P10415,P36969,U,185,,,,
BCL2,DUSP26,P10415,Q9BV47,U,186,,,,
BCL2,RIMOC1,P10415,A6NDU8,U,187,,,,
BCL2,CBLN1,P10415,P23435,U,188,,,,
BCL2,RAB21,P10415,Q9UL25,U,189,,,,
BCL2,OCIAD1,P10415,Q9NX40,U,190,,,,
BCL2,MCEE,P10415,Q96PE7,U,191,,,,
BCL2,RNASEH2C,P10415,Q8TDP1,U,192,,,,
BCL2,PEX39,P10415,Q5I0X4,U,193,,,,
BCL2,VAX2,P10415,Q9UIW0,U,194,,,,
BCL2,POLR2J3,P10415,Q9H1A7,U,195,,,,
BCL2,ALX1,P10415,Q15699,U,196,,,,
BCL2,LY6D,P10415,Q14210,U,197,,,,
BCL2,KHDC3L,P10415,Q587J8,U,198,,,,
BCL2,GFER,P10415,P55789,U,199,,,,
BCL2,MRM2,P10415,Q9UI43,U,200,,,,
BCL2,SLC39A2,P10415,Q9NP94,U,201,,,,
BCL2,RHOQ,P10415,P17081,U,202,,,,
BCL2,MPZL3,P10415,Q6UWV2,U,203,,,,
BCL2,AK2,P10415,P54819,U,204,,,,
BCL2,PPTC7,P10415,Q8NI37,U,205,,,,
BCL2,AMACR,P10415,Q9UHK6,U,206,,,,
BCL2,METTL9,P10415,Q9H1A3,U,207,,,,
BCL2,NDUFAF5,P10415,Q5TEU4,U,208,,,,
BCL2,DUSP18,P10415,Q8NEJ0,U,209,,,,
BCL2,TFB1M,P10415,Q8WVM0,U,210,,,,
BCL2,CKB,P10415,P12277,U,211,,,,
BCL2,PPM1K,P10415,Q8N3J5,U,212,,,,
BCL2,AK4,P10415,P27144,U,213,,,,
BCL2,ARMC1,P10415,Q9NVT9,U,214,,,,
BCL2,EXOG,P10415,Q9Y2C4,U,215,,,,
BCL2,PNPLA4,P10415,P41247,U,216,,,,
BCL2,MRPL50,P10415,Q8N5N7,U,217,,,,
BCL2,BDH1,P10415,Q02338,U,218,,,,
BCL2,SMCP,P10415,P49901,U,219,,,,
BCL2,MRPL45,P10415,Q9BRJ2,U,220,,,,
BCL2,MRPS16,P10415,Q9Y3D3,U,221,,,,
BCL2,KGD4,P10415,P82909,U,222,,,,
BCL2,HADH,P10415,Q16836,U,223,,,,
BCL2,PPP6C,P10415,O00743,U,224,,,,
BCL2,UNG,P10415,P13051,U,225,,,,
BCL2,PNKD,P10415,Q8N490,U,226,,,,
BCL2,TOMM34,P10415,Q15785,U,227,,,,
BCL2,NUDT1,P10415,P36639,U,228,,,,
BCL2,TK2,P10415,O00142,U,229,,,,
BCL2,BOLA3,P10415,Q53S33,U,230,,,,
BCL2,CBR4,P10415,Q8N4T8,U,231,,,,
BCL2,PDHB,P10415,P11177,U,232,,,,
BCL2,FHIT,P10415,P49789,U,233,,,,
BCL2,MRPL47,P10415,Q9HD33,U,234,,,,
BCL2,MRPL44,P10415,Q9H9J2,U,235,,,,
BCL2,YWHAG,P10415,P61981,U,236,,,,
BCL2,GOLPH3,P10415,Q9H4A6,U,237,,,,
BCL2,MMADHC,P10415,Q9H3L0,U,238,,,,
BCL2,MRPL52,P10415,Q86TS9,U,239,,,,
BCL2,PAM16,P10415,Q9Y3D7,U,240,,,,
BCL2,CDK1,P10415,P06493,U,241,,,,
BCL2,PABPC5,P10415,Q96DU9,U,242,,,,
BCL2,RSAD2,P10415,Q8WXG1,U,243,,,,
BCL2,CLYBL,P10415,Q8N0X4,U,244,,,,
BCL2,HAGH,P10415,Q16775,U,245,,,,
BCL2,FDX2,P10415,Q6P4F2,U,246,,,,
BCL2,ALKBH7,P10415,Q9BT30,U,247,,,,
BCL2,RAD51,P10415,Q06609,U,248,,,,
BCL2,MRPS18C,P10415,Q9Y3D5,U,249,,,,
BCL2,HINT2,P10415,Q9BX68,U,250,,,,
BCL2,MRPL13,P10415,Q9BYD1,U,251,,,,
BCL2,CHCHD1,P10415,Q96BP2,U,252,,,,
BCL2,SULT1C2,P10415,O00338,U,253,,,,
BCL2,MDH2,P10415,P40926,U,254,,,,
BCL2,MORF4L1,P10415,Q9UBU8,U,255,,,,
BCL2,GAMT,P10415,Q14353,U,256,,,,
BCL2,CMTM6,P10415,Q9NX76,U,257,,,,
BCL2,SPOUT1,P10415,Q5T280,U,258,,,,
BCL2,CAAP1,P10415,Q9H8G2,U,259,,,,
BCL2,POLR2I,P10415,P36954,U,260,,,,
BCL2,IGFBP4,P10415,P22692,U,261,,,,
BCL2,UBE2M,P10415,P61081,U,262,,,,
BCL2,C20orf204,P10415,A0A1B0GTL2,U,263,,,,
BCL2,NMNAT2,P10415,Q9BZQ4,U,264,,,,
BCL2,SDCBP2,P10415,Q9H190,U,265,,,,
BCL2,VAMP1,P10415,P23763,U,266,,,,
BCL2,PSMA4,P10415,P25789,U,267,,,,
BCL2,BPNT2,P10415,Q9NX62,U,268,,,,
BCL2,TEX38,P10415,Q6PEX7,U,269,,,,
BCL2,HSPB6,P10415,O14558,U,270,,,,
BCL2,ING4,P10415,Q9UNL4,U,271,,,,
BCL2,CD300LF,P10415,Q8TDQ1,U,272,,,,
BCL2,IFNGR2,P10415,P38484,U,273,,,,
BCL2,KHK,P10415,P50053,U,274,,,,
BCL2,RFFL,P10415,Q8WZ73,U,275,,,,
BCL2,APOM,P10415,O95445,U,276,,,,
BCL2,RAB40B,P10415,Q12829,U,277,,,,
BCL2,SST,P10415,P61278,U,278,,,,
BCL2,MDFIC,P10415,Q9P1T7,U,279,,,,
BCL2,GTF2A1,P10415,P52655,U,280,,,,
BCL2,SPARC,P10415,P09486,U,281,,,,
BCL2,GDAP1,P10415,Q8TB36,U,282,,,,
BCL2,SCG5,P10415,P05408,U,283,,,,
BCL2,MAGEB1,P10415,P43366,U,284,,,,
BCL2,HSPB2,P10415,Q16082,U,285,,,,
BCL2,CST11,P10415,Q9H112,U,286,,,,
BCL2,ING5,P10415,Q8WYH8,U,287,,,,
BCL2,YBX1,P10415,P67809,U,288,,,,
BCL2,UBALD2,P10415,Q8IYN6,U,289,,,,
BCL2,RFC5,P10415,P40937,U,290,,,,
BCL2,AASDHPPT,P10415,Q9NRN7,U,291,,,,
BCL2,CLEC6A,P10415,Q6EIG7,U,292,,,,
BCL2,SIKE1,P10415,Q9BRV8,U,293,,,,
BCL2,FN3K,P10415,Q9H479,U,294,,,,
BCL2,MYOZ2,P10415,Q9NPC6,U,295,,,,
BCL2,IGLV5-37,P10415,A0A075B6J1,U,296,,,,
BCL2,SPIN1,P10415,Q9Y657,U,297,,,,
BCL2,ZSCAN16,P10415,Q9H4T2,U,298,,,,
BCL2,NAPG,P10415,Q99747,U,299,,,,
BCL2,CLMP,P10415,Q9H6B4,U,300,,,,
BCL2,TARM1,P10415,B6A8C7,U,301,,,,
BCL2,POPDC3,P10415,Q9HBV1,U,302,,,,
BCL2,TRBV27,P10415,A0A0K0K1C4,U,303,,,,
KEAP1,NFE2L2,Q14145,Q16236,P,1,,,,
KEAP1,CUL3,Q14145,Q13618,P,2,,,,
KEAP1,SQSTM1,Q14145,Q13501,P,3,,,,
KEAP1,KRT82,Q14145,Q9NSB4,U,4,,,,
KEAP1,KLC3,Q14145,Q6P597,U,5,,,,
KEAP1,USP49,Q14145,Q70CQ1,U,6,,,,
KEAP1,XIAP,Q14145,P98170,U,7,,,,
KEAP1,DTX3L,Q14145,Q8TDB6,U,8,,,,
KEAP1,GDI1,Q14145,P31150,U,9,,,,
KEAP1,TUBA1C,Q14145,Q9BQE3,U,10,,,,
KEAP1,SERPINB1,Q14145,P30740,U,11,,,,
KEAP1,DCLRE1B,Q14145,Q9H816,U,12,,,,
KEAP1,SH3BP1,Q14145,Q9Y3L3,U,13,,,,
KEAP1,LYN,Q14145,P07948,U,14,,,,
KEAP1,PER3,Q14145,P56645,U,15,,,,
KEAP1,RNF14,Q14145,Q9UBS8,U,16,,,,
KEAP1,POC5,Q14145,Q8NA72,U,17,,,,
KEAP1,AP5M1,Q14145,Q9H0R1,U,18,,,,
KEAP1,NR1H3,Q14145,Q13133,U,19,,,,
KEAP1,ATN1,Q14145,P54259,U,20,,,,
KEAP1,ASZ1,Q14145,Q8WWH4,U,21,,,,
KEAP1,NUDT12,Q14145,Q9BQG2,U,22,,,,
KEAP1,CCDC14,Q14145,Q49A88,U,23,,,,
KEAP1,SH3PXD2B,Q14145,A1X283,U,24,,,,
KEAP1,XPNPEP1,Q14145,Q9NQW7,U,25,,,,
KEAP1,BRAP,Q14145,Q7Z569,U,26,,,,
KEAP1,ASB2,Q14145,Q96Q27,U,27,,,,
KEAP1,SULT2B1,Q14145,O00204,U,28,,,,
KEAP1,RNF6,Q14145,Q9Y252,U,29,,,,
KEAP1,PAFAH2,Q14145,Q99487,U,30,,,,
KEAP1,MSI1,Q14145,O43347,U,31,,,,
KEAP1,AP1B1,Q14145,Q10567,U,32,,,,
KEAP1,INVS,Q14145,Q9Y283,U,33,,,,
KEAP1,COG5,Q14145,Q9UP83,U,34,,,,
KEAP1,PLEKHA5,Q14145,Q9HAU0,U,35,,,,
KEAP1,GMPPA,Q14145,Q96IJ6,U,36,,,,
KEAP1,IREB2,Q14145,P48200,U,37,,,,
KEAP1,FEM1B,Q14145,Q9UK73,U,38,,,,
KEAP1,CORO1B,Q14145,Q9BR76,U,39,,,,
KEAP1,SNCAIP,Q14145,Q9Y6H5,U,40,,,,
KEAP1,NLRP12,Q14145,P59046,U,41,,,,
KEAP1,CPSF7,Q14145,Q8N684,U,42,,,,
KEAP1,TTLL7,Q14145,Q6ZT98,U,43,,,,
KEAP1,KSR1,Q14145,Q8IVT5,U,44,,,,
KEAP1,XPOT,Q14145,O43592,U,45,,,,
KEAP1,PTPN6,Q14145,P29350,U,46,,,,
KEAP1,PCSK1,Q14145,P29120,U,47,,,,
KEAP1,DCX,Q14145,O43602,U,48,,,,
KEAP1,CARNMT1,Q14145,Q8N4J0,U,49,,,,
KEAP1,IQUB,Q14145,Q8NA54,U,50,,,,
KEAP1,ARHGAP1,Q14145,Q07960,U,51,,,,
KEAP1,NRBP1,Q14145,Q9UHY1,U,52,,,,
KEAP1,TBC1D31,Q14145,Q96DN5,U,53,,,,
KEAP1,PDE1A,Q14145,P54750,U,54,,,,
KEAP1,VNN1,Q14145,O95497,U,55,,,,
KEAP1,ZNF221,Q14145,Q9UK13,U,56,,,,
KEAP1,U2AF2,Q14145,P26368,U,57,,,,
KEAP1,DRG2,Q14145,P55039,U,58,,,,
KEAP1,SLC25A29,Q14145,Q8N8R3,U,59,,,,
KEAP1,CSGALNACT1,Q14145,Q8TDX6,U,60,,,,
KEAP1,PATL1,Q14145,Q86TB9,U,61,,,,
KEAP1,CYP39A1,Q14145,Q9NYL5,U,62,,,,
KEAP1,KIF18A,Q14145,Q8NI77,U,63,,,,
KEAP1,SDE2,Q14145,Q6IQ49,U,64,,,,
KEAP1,MAVS,Q14145,Q7Z434,U,65,,,,
KEAP1,TGM7,Q14145,Q96PF1,U,66,,,,
KEAP1,JPH1,Q14145,Q9HDC5,U,67,,,,
KEAP1,HDAC3,Q14145,O15379,U,68,,,,
KEAP1,TRAF3IP2,Q14145,O43734,U,69,,,,
KEAP1,DRC5,Q14145,Q5JU00,U,70,,,,
KEAP1,WASF3,Q14145,Q9UPY6,U,71,,,,
KEAP1,LMOD1,Q14145,P29536,U,72,,,,
KEAP1,OR51B2,Q14145,Q9Y5P1,U,73,,,,
KEAP1,ACP7,Q14145,Q6ZNF0,U,74,,,,
KEAP1,SH3BP2,Q14145,P78314,U,75,,,,
KEAP1,DNAJC1,Q14145,Q96KC8,U,76,,,,
KEAP1,SPATA31F3,Q14145,A6NFA0,U,77,,,,
KEAP1,BFAR,Q14145,Q9NZS9,U,78,,,,
KEAP1,ZNF892,Q14145,A0A087WUV0,U,79,,,,
KEAP1,CPA1,Q14145,P15085,U,80,,,,
KEAP1,GFRA2,Q14145,O00451,U,81,,,,
KEAP1,TYW5,Q14145,A2RUC4,U,82,,,,
KEAP1,TM6SF2,Q14145,Q9BZW4,U,83,,,,
KEAP1,GPANK1,Q14145,O95872,U,84,,,,
KEAP1,CCDC185,Q14145,Q8N715,U,85,,,,
KEAP1,CNN2,Q14145,Q99439,U,86,,,,
KEAP1,NCLN,Q14145,Q969V3,U,87,,,,
KEAP1,COQ3,Q14145,Q9NZJ6,U,88,,,,
KEAP1,ZNF324B,Q14145,Q6AW86,U,89,,,,
KEAP1,OSCP1,Q14145,Q8WVF1,U,90,,,,
KEAP1,CAPN9,Q14145,O14815,U,91,,,,
KEAP1,MSL3B,Q14145,P0C860,U,92,,,,
KEAP1,ATF2,Q14145,P15336,U,93,,,,
KEAP1,GORASP2,Q14145,Q9H8Y8,U,94,,,,
KEAP1,SORD,Q14145,Q00796,U,95,,,,
KEAP1,TTYH1,Q14145,Q9H313,U,96,,,,
KEAP1,YTHDF3,Q14145,Q7Z739,U,97,,,,
KEAP1,PLIN2,Q14145,Q99541,U,98,,,,
KEAP1,CCDC149,Q14145,Q6ZUS6,U,99,,,,
KEAP1,KCNU1,Q14145,A8MYU2,U,100,,,,
KEAP1,ATF4,Q14145,P18848,U,101,,,,
KEAP1,LRRN2,Q14145,O75325,U,102,,,,
KEAP1,SMAD6,Q14145,O43541,U,103,,,,
KEAP1,PLEKHA4,Q14145,Q9H4M7,U,104,,,,
KEAP1,RRAGC,Q14145,Q9HB90,U,105,,,,
KEAP1,DCLK2,Q14145,Q8N568,U,106,,,,
KEAP1,PTPN9,Q14145,P43378,U,107,,,,
KEAP1,KATNB1,Q14145,Q9BVA0,U,108,,,,
KEAP1,KAT5,Q14145,Q92993,U,109,,,,
KEAP1,PLEKHM3,Q14145,Q6ZWE6,U,110,,,,
KEAP1,LRWD1,Q14145,Q9UFC0,U,111,,,,
KEAP1,PUM2,Q14145,Q8TB72,U,112,,,,
KEAP1,BLTP3B,Q14145,A0JNW5,U,113,,,,
KEAP1,MAGED1,Q14145,Q9Y5V3,U,114,,,,
