target,partner_uniprot,partner_sequence_sha256,anchor_positive_uniprot,U_stratum,partner_length,anchor_compartment,anchor_transmembrane,partner_transmembrane,partner_subcellular_location,meets_anchor_context_rule
KRAS,Q8WZ73,7a7dfa7c4b452bc74013ca88fc0403093a52f36ce90bb3145a20ece2fb03ca2e,P10398,context,363,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytosol. Cell membrane; Peripheral membrane protein. Recycling endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=The FYVE-type zinc finger may mediate phosphatidylinositol phosphate-binding and control subcellular localization.",True
KRAS,Q92750,37e606c8768efbc023c7b8107155edc4894518af9e641495168b0f2ea17029db,P10398,context,862,cytoplasm,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11567023, ECO:0000269|PubMed:16088961}. Cytoplasm {ECO:0000269|PubMed:11567023, ECO:0000269|PubMed:16088961}. Note=Export into the cytoplasm is mediated by a CRM1-independent nuclear export pathway and not by phosphorylation. {ECO:0000269|PubMed:11567023}.",True
KRAS,Q13117,1fbbb1f99649c54806bedcd458e618e55dd81f4555e31916cc7348cc69b5bbd2,P10398,context,558,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11058556, ECO:0000269|PubMed:31429579}. Nucleus {ECO:0000269|PubMed:11058556}. Note=Predominantly cytoplasmic. Nuclear at some stages of spermatozoide development. Localizes both to the nuclei and cytoplasm of spermatozoide differentiation. Nuclear in fetal gonocytes and in spermatogonial nuclei. It then relocates to the cytoplasm during male meiosis.",True
KRAS,O76003,fd99e8994b93e64c557adcaccd43218f66131ee9feaf934637d6a49f2d352ab6,P10398,context,335,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:27519415}. Cytoplasm, cell cortex {ECO:0000269|PubMed:10636891}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250|UniProtKB:Q9CQM9}. Note=Under the plasma membrane (By similarity). After PMA stimulation, GLRX3 and PRKCQ/PKC-theta translocate to a more extended submembrane area (By similarity). In the Z line, found associated with CSRP3 (By similarity). {ECO:0000250|UniProtKB:Q9CQM9}.",True
KRAS,Q99932,a310fcab1f1308bcdf8ea5542d1e5dde06a2184cc66ddc594db82c5dfeacdcc2,P10398,context,485,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q3V0Q6}. Nucleus {ECO:0000250|UniProtKB:Q3V0Q6}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:15014887, ECO:0000269|PubMed:17187156, ECO:0000269|PubMed:8788182}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000269|PubMed:19548270}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19548270}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:36191189}. Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000250|UniProtKB:Q3V0Q6}. Note=In mature sperm cells, detected in the acrosomal region of the head and in the middle piece of the tail (By similarity). Localized to the nucleus and cytoplasm of spermatocytes and round spermatids while, in elongating spermatids, expressed in the cytoplasm but not in the nucleus (By similarity). During the cell cycle, localized on the microtubule-organizing center (MTOC) during prophase. In metaphase, extends along spindle microtubules. In anaphase, detected on the astral microtubules and mid-zone. In telophase, remains at the mid-zone. After cytokinesis, returns to the MTOC (PubMed:19548270). Microtubule inner protein (MIP) part of the dynein-decorated doublet microtubules (DMTs) in cilia axoneme (By similarity). {ECO:0000250|UniProtKB:E1BNS6, ECO:0000250|UniProtKB:Q3V0Q6, ECO:0000269|PubMed:19548270}.",True
KRAS,Q06787,69706cd52d6f574832f2271bd3f5f0f142bbfa0b0078f9e7134f9efd8aea867b,P10398,context,632,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, Cytoplasmic ribonucleoprotein granule {ECO:0000269|PubMed:12417734, ECO:0000269|PubMed:14532325, ECO:0000269|PubMed:15380484, ECO:0000269|PubMed:16636078, ECO:0000269|PubMed:18093976, ECO:0000269|PubMed:30765518, ECO:0000269|PubMed:31439799, ECO:0000269|PubMed:39106863, ECO:0000269|PubMed:9659908}. Cytoplasm, Stress granule {ECO:0000269|PubMed:12417522, ECO:0000269|PubMed:16636078, ECO:0000269|PubMed:18632687, ECO:0000269|PubMed:18664458}. Cytoplasm {ECO:0000269|PubMed:10196376, ECO:0000269|PubMed:12837692, ECO:0000269|PubMed:18664458, ECO:0000269|PubMed:18936162, ECO:0000269|PubMed:7781595, ECO:0000269|PubMed:8401578, ECO:0000269|PubMed:8515814, ECO:0000269|PubMed:9259278}. Perikaryon {ECO:0000269|PubMed:12417734, ECO:0000269|PubMed:15380484, ECO:0000269|PubMed:18093976}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:24658146}. Cell projection, neuron projection {ECO:0000269|PubMed:12417734, ECO:0000269|PubMed:15380484, ECO:0000269|PubMed:18093976}. Cell projection, axon {ECO:0000250|UniProtKB:P35922}. Cell projection, dendrite {ECO:0000250|UniProtKB:P35922}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:P35922}. Synapse, synaptosome {ECO:0000250|UniProtKB:P35922}. Cell projection, growth cone {ECO:0000269|PubMed:15380484}. Cell projection, filopodium tip {ECO:0000250|UniProtKB:P35922}. Synapse {ECO:0000250|UniProtKB:P35922}. Postsynaptic cell membrane {ECO:0000250|UniProtKB:P35922}. Presynaptic cell membrane {ECO:0000250|UniProtKB:P35922}. Nucleus {ECO:0000269|PubMed:10196376, ECO:0000269|PubMed:16571602, ECO:0000269|PubMed:18936162, ECO:0000269|PubMed:31753916}. Nucleus, nucleolus {ECO:0000269|PubMed:12837692, ECO:0000269|PubMed:16407062, ECO:0000269|PubMed:16571602, ECO:0000269|PubMed:24658146}. Chromosome, centromere {ECO:0000250|UniProtKB:P35922}. Chromosome {ECO:0000250|UniProtKB:P35922}. Cell membrane {ECO:0000250|UniProtKB:P35922}. Note=Mediates formation and localizes to cytoplasmic ribonucleoprotein membraneless compartments (PubMed:30765518, PubMed:31439799). Localizes to cytoplasmic ribonucleoprotein granules, also referred to as messenger ribonucleoprotein particles or mRNPs, along dendrites and dendritic spines (PubMed:14532325, PubMed:9659908). FMR1-containing cytoplasmic granules colocalize to F-actin-rich structures, including filopodium, spines and growth cone during the development of hippocampal neurons (By similarity). FMR1-containing cytoplasmic granules are transported out of the soma along axon and dendrite to synaptic contacts in a microtubule- and kinesin-dependent manner (PubMed:12417734, PubMed:15380484). Colocalizes with FXR1 and FXR2 in discrete granules, called fragile X granules (FXGs), along axon and presynaptic compartments (By similarity). Colocalizes with TDRD3 in cytoplasmic stress granules (SGs) in response to various cellular stress (PubMed:16636078, PubMed:18632687, PubMed:18664458). Colocalizes with FXR1, kinesin, 60S acidic ribosomal protein RPLP0 and SMN in cytoplasmic granules in the soma and neurite cell processes (PubMed:12417734, PubMed:16636078, PubMed:18093976). Colocalizes with H2AX/H2A.x in pericentromeric heterochromatin in response to DNA damaging agents (By similarity). Localizes on meiotic pachytene-stage chromosomes (By similarity). Forms nuclear foci representing sites of ongoing DNA replication in response to DNA damaging agents (By similarity). Shuttles between nucleus and cytoplasm in a XPO1/CRM1-dependent manner (PubMed:10196376). Colocalizes with CACNA1B in the cytoplasm and at the cell membrane of neurons (By similarity). Colocalizes with CYFIP1, CYFIP2, NXF2 and ribosomes in the perinuclear region (By similarity). Colocalizes with CYFIP1 and EIF4E in dendrites and probably at synapses (By similarity). {ECO:0000250|UniProtKB:P35922, ECO:0000250|UniProtKB:Q80WE1, ECO:0000269|PubMed:10196376, ECO:0000269|PubMed:12417734, ECO:0000269|PubMed:14532325, ECO:0000269|PubMed:15380484, ECO:0000269|PubMed:16636078, ECO:0000269|PubMed:18093976, ECO:0000269|PubMed:18632687, ECO:0000269|PubMed:18664458, ECO:0000269|PubMed:30765518, ECO:0000269|PubMed:31439799, ECO:0000269|PubMed:9659908}.; SUBCELLULAR LOCATION: [Isoform 6]: Cytoplasm {ECO:0000269|PubMed:24204304, ECO:0000269|PubMed:8789445}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:24204304}.; SUBCELLULAR LOCATION: [Isoform 9]: Cytoplasm {ECO:0000269|PubMed:24204304, ECO:0000269|PubMed:8789445}.; SUBCELLULAR LOCATION: [Isoform 10]: Nucleus {ECO:0000269|PubMed:8789445}. Nucleus, Cajal body {ECO:0000269|PubMed:24204304}. Note=Colocalizes with Colin and SMN in Cajal bodies (PubMed:24204304).; SUBCELLULAR LOCATION: [Isoform 11]: Nucleus {ECO:0000269|PubMed:8789445}. Nucleus, Cajal body {ECO:0000269|PubMed:24204304}.",True
KRAS,Q9C0D0,71faa2c022ba012b3c52436031448471b69831bf9de75aaecc535ec6670b38ea,P10398,context,580,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Synapse {ECO:0000250}. Nucleus {ECO:0000250}. Note=Enriched at synapses (By similarity). Cytoplasmic in resting cells, and is imported into the nucleus upon serum stimulation. Interaction with actin prevents nuclear import (By similarity). {ECO:0000250}.",True
KRAS,Q07343,a756ba3824908f2013383dca4223dc585181e067bfe5ccd3cf8fed3c15d9009c,P10398,context,736,cytoplasm,False,False,SUBCELLULAR LOCATION: [Isoform PDE4B5]: Cytoplasm {ECO:0000269|PubMed:17519386}. Cell membrane {ECO:0000269|PubMed:17519386}.,True
KRAS,Q6JEL2,28e5ef928dd12ce36edde8a58abee93f24052091d997ecec75c241d6e8222b55,P10398,context,608,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,True
KRAS,Q08431,d10e581cf79b1bc41ba9ceb248ea818d58d3b9ed39a9dd587e73f21ce9392aa4,P10398,context,387,cytoplasm,False,False,"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:19204935}; Peripheral membrane protein {ECO:0000269|PubMed:19204935}. Secreted {ECO:0000269|PubMed:19204935}. Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000250|UniProtKB:P79385}; Peripheral membrane protein {ECO:0000250|UniProtKB:P79385}. Note=Located in the acrosomal region of zona-pellucida bound sperm. {ECO:0000250|UniProtKB:P79385}.",True
KRAS,Q9Y679,8c26d24178b6cb35fae8db5e2071a71dbb9afcaf2afd0285d8549e92fc6e420f,P10398,context,410,cytoplasm,False,False,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12042322, ECO:0000269|PubMed:18711132, ECO:0000269|PubMed:21127063, ECO:0000269|PubMed:21857022, ECO:0000269|PubMed:23197321, ECO:0000269|PubMed:23223569}; Peripheral membrane protein {ECO:0000269|PubMed:21127063, ECO:0000269|PubMed:23197321}. Lipid droplet {ECO:0000269|PubMed:21127063, ECO:0000269|PubMed:21857022, ECO:0000269|PubMed:23197321, ECO:0000269|PubMed:23223569, ECO:0000269|PubMed:28183703, ECO:0000269|PubMed:29902443}.; SUBCELLULAR LOCATION: Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:29902443}. Note=(Microbial infection) Upon Dengue virus infection, relocates from lipid droplets to autophagosomes. {ECO:0000269|PubMed:29902443}.",True
KRAS,Q16236,850aba8ba2a5e1681e7e3dbc08958a52248c816c95be57b749d282e591253998,P10398,context,605,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11035812, ECO:0000269|PubMed:15601839, ECO:0000269|PubMed:21196497}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00978, ECO:0000269|PubMed:11035812, ECO:0000269|PubMed:15601839, ECO:0000269|PubMed:21196497, ECO:0000269|PubMed:29983246}. Note=Cytosolic under unstressed conditions: ubiquitinated and degraded by the BCR(KEAP1) E3 ubiquitin ligase complex (PubMed:15601839, PubMed:21196497). Translocates into the nucleus upon induction by electrophilic agents that inactivate the BCR(KEAP1) E3 ubiquitin ligase complex (PubMed:21196497). {ECO:0000269|PubMed:15601839, ECO:0000269|PubMed:21196497}.",True
KRAS,P34932,3b2738db2613269fe3b02af169ebdf167f141bda0fa98753846c97a5f58367e2,P10398,context,840,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.,True
KRAS,A2RTX5,14cf8c5117cdd3d1f5e594c521275a8b1cd846b708b4d6f5cad5c985be94a7c0,P10398,context,802,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8BLY2}. Nucleus {ECO:0000250|UniProtKB:Q8BLY2}. Note=Primarily cytoplasmic. Also detected at lower levels in the nucleus. {ECO:0000250|UniProtKB:Q8BLY2}.,True
KRAS,Q9Y5P4,17271b46fbc71300b16a3d88fae7ad122acb708c0f89a8900e9412ad27d96544,P10398,context,624,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16895911, ECO:0000269|PubMed:18184806}. Golgi apparatus {ECO:0000269|PubMed:16895911, ECO:0000269|PubMed:18184806, ECO:0000269|PubMed:29858488}. Endoplasmic reticulum {ECO:0000269|PubMed:16895911, ECO:0000269|PubMed:18184806}. Note=Preferentially localized to the Golgi apparatus. {ECO:0000305|PubMed:16895911}.",True
KRAS,Q8WWM7,0e27fd701522051ec910ac8988a742487a1672cd89d8b4b25f9b03d305b0cfee,P10398,context,1075,cytoplasm,False,False,"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:11784712}; Peripheral membrane protein {ECO:0000269|PubMed:11784712}. Cytoplasm {ECO:0000269|PubMed:23209657}. Nucleus speckle {ECO:0000269|PubMed:23209657}. Cytoplasmic granule {ECO:0000269|PubMed:23209657}. Note=Predominantly cytoplasmic but is also detected in nuclear speckles (PubMed:23209657). Component of cytoplasmic stress granules (PubMed:23209657). Inhibition of methylation alters nuclear localization (PubMed:25748791). Methylation does not seem to be required for localization to stress granules under stress conditions (PubMed:25748791). {ECO:0000269|PubMed:23209657, ECO:0000269|PubMed:25748791}.",True
KRAS,O94921,ec0e3ef756a6745ca24093817016b4e88efcc588215c20315d5f7d7439b6e303,P10398,context,469,cytoplasm,False,False,SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cytoplasm. Nucleus. Note=Recruited to the cell membrane by CCNY.,True
KRAS,Q9UHP6,2b2695b705cb74ca85ee76dcece25e18d605833bad783248b9f4094ff2b84360,P10398,context,348,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000250|UniProtKB:Q9D3W1}.",True
KRAS,O95970,be2b5af00fb4e6787f690b9e7fd2b4974e3ac4140e48efeab537d24e474891e9,P10398,context,557,cytoplasm,False,False,"SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16787412, ECO:0000269|PubMed:17067999, ECO:0000269|PubMed:17296837, ECO:0000269|PubMed:40455867}. Synapse {ECO:0000250|UniProtKB:Q8K4Y5}. Cytoplasm {ECO:0000250|UniProtKB:Q9JIA1}.; SUBCELLULAR LOCATION: [Isoform 1]: Golgi apparatus {ECO:0000269|PubMed:17067999}. Secreted {ECO:0000269|PubMed:9879993}. Cytoplasm {ECO:0000250|UniProtKB:Q9JIA1}.; SUBCELLULAR LOCATION: [Isoform 2]: Endoplasmic reticulum {ECO:0000269|PubMed:17067999}. Cytoplasm {ECO:0000250|UniProtKB:Q9JIA1}.",True
KRAS,Q6SA08,4d24783ffe6d06562feabd301abb557afc5ade9f4814dba95f9a390dc8b44bd2,P10398,context,328,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q9D411}. Cell projection, cilium, flagellum {ECO:0000250|UniProtKB:Q9D411}. Note=In spermatozoa, present in the sperm head and in the flagellum. {ECO:0000250|UniProtKB:Q9D411}.",True
KRAS,Q8N7U6,c5b477f29ce2f7c8a4f6f2600f09e07541d9da6d4b8b3a5c88c52f1c6fad74fa,P10398,context,833,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000269|PubMed:36191189}. Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000250|UniProtKB:Q8CDU5}. Cytoplasm {ECO:0000305|PubMed:30481768}.",True
KRAS,P11586,748e6e336c8e454791e2a2194f2696526ca7e6d3fb0f2f41622807642cd56f85,P10398,context,935,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:3053686}.,True
KRAS,Q9NZU5,da94a810d76c74eb6f1a960dc7181215caa572f2ecae0db9821ac74c2212ecea,P10398,context,365,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=May shuttle between the cytoplasm and the nucleus. {ECO:0000250}.,True
KRAS,Q9NRH3,270a5167023eb1af3bb2f9ddc4269c819a9440d86e7501b43f9704a551923ea1,P10398,context,451,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000305}.",True
KRAS,Q9Y4F1,b4a5852dd18230b752bccbc6e35eaa4971795ba8687fde641d5b31a0e537b02f,P10398,context,1045,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Synapse. Synapse, synaptosome {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}. Cell projection, filopodium {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Cell projection, dendritic spine {ECO:0000250}. Note=Recruited to the cell membrane via interaction with CADM1. {ECO:0000250}.",True
KRAS,Q9BXT4,15e20922defe49d94b55fe3efe7a3f547b78edbdbd37b571abcf21d58fb4db1d,P10398,context,1180,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Note=Component of the meiotic nuage, also named P granule, a germ-cell-specific organelle required to repress transposon activity during meiosis. Also present in chromatoid body (By similarity). {ECO:0000250}.",True
KRAS,Q2TAL8,224df6b2f70a44884fd42d76009e26f46247c9bc11e49dd23e7805b2dcfe5f48,P10398,context,776,cytoplasm,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:30281152, ECO:0000269|PubMed:33384352, ECO:0000269|PubMed:40608935}. Chromosome {ECO:0000269|PubMed:40608935}. Cytoplasm {ECO:0000269|PubMed:30281152}. Cell membrane {ECO:0000269|PubMed:30281152}. Note=The zincore complex binds to a highly conserved promoter motif (5'-CTTTAAR-3'). {ECO:0000269|PubMed:40608935}.",True
KRAS,O43820,cb91d0170a7ca939a81de4ed14dbb8da32f7d4765d5a992ff70c71134725ec6a,P10398,context,417,cytoplasm,False,False,"SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q8VEI3}. Cell membrane {ECO:0000250|UniProtKB:Q8VEI3}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q8VEI3}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q8VEI3}. Early endosome {ECO:0000250|UniProtKB:Q8VEI3}. Note=Mostly present in low-density vesicles. Low levels in higher density vesicles of late endosomes and lysosomes. Localized in punctate cytoplasmic vesicles and in perinuclear structures, but does not colocalize with LAMP1. Localized on the plasma membrane over the acrosome and on the surface of the midpiece of the sperm tail. {ECO:0000250|UniProtKB:Q8VEI3}.",True
KRAS,O15151,fb619a5b2a22bab98d1ec43db4cd85b129d53b99bbc0c2ca00a44fdd421828ab,P10398,context,490,cytoplasm,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:36897777}. Cytoplasm {ECO:0000269|PubMed:36897777}.,True
KRAS,Q9Y2I8,fed1bfa25ac461d6fe82702ba98f2bbdadb3e2b68b382ea5e4b62ee27e2621b8,P10398,context,494,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:31327510, ECO:0000269|PubMed:34642815}. Nucleus {ECO:0000269|PubMed:31327510}. Note=Primarily localized in the cytoplasm with the highest concentration in the perinuclear region and in small clusters at the leading edge of the spreading cells. {ECO:0000269|PubMed:34642815}.",True
KRAS,Q9H091,d1aa18992e5b3d676d7044630fd5dd4a440a093bccec972137afa46a9720d4a3,P10398,context,742,cytoplasm,False,False,SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}.,True
KRAS,Q92624,b1ce72dc6f6416ac3369ad876085d55379052dd93b7e597a6d9df9e302542d85,P10398,context,585,cytoplasm,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11742091}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9843960}. Membrane {ECO:0000269|PubMed:9843960}; Peripheral membrane protein {ECO:0000269|PubMed:9843960}. Note=Associated with membranes and microtubules. {ECO:0000269|PubMed:9843960}.",True
KRAS,O75925,235f8104268abde6c616f0f833a734c566b1afbfd6f707deafe6fa45cad5a162,P10398,context,651,cytoplasm,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O88907}. Nucleus speckle {ECO:0000269|PubMed:12393906, ECO:0000269|PubMed:9177271}. Nucleus, PML body {ECO:0000250|UniProtKB:O88907}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11672422}. Note=Interaction with CSRP2 may induce a partial redistribution along the cytoskeleton (PubMed:11672422). Interaction with MSX1 is required for localization to the nuclear periphery (By similarity). {ECO:0000250|UniProtKB:O88907, ECO:0000269|PubMed:11672422}.",True
KRAS,Q9H0J9,329c99daef884eaf0673e00a50f84e800ca379ceb463558d5e26a91bb0a425b6,P10398,context,701,cytoplasm,False,False,"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:29070863, ECO:0000269|PubMed:39888989}. Cytoplasm, Stress granule {ECO:0000269|PubMed:29070863}. Note=Translocates from the Golgi complex to stress granules upon stress conditions. {ECO:0000269|PubMed:29070863}.",True
KRAS,P40394,6d1d909910705b15641b86622c773ef97594e883e9a988cfd55ff4fea5b37810,P10398,context,386,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm.,True
KRAS,Q16659,420762f293c0da767dd51507e32ed4e5fe2b62d02cf916bb42507e9cc8bcb461,P10398,context,721,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Translocates to the cytoplasm following interaction with MAPKAPK5. {ECO:0000250}.,True
KRAS,Q8WY91,5d84943ec34928044af423e64e36f48e351f2c9a48a87fab326359c28d0660c5,P10398,context,577,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Localizes mainly in the cytoplasm and partially in the nucleus. {ECO:0000269|PubMed:32295384}.,True
KRAS,Q86SH2,a1cdc886e14efc5518cec7bb0dfb812eae6c963bf7c39ffcf842c1cbbce9c2c8,P10398,context,424,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, Cytoplasmic ribonucleoprotein granule {ECO:0000250|UniProtKB:Q80SU3}. Cytoplasm {ECO:0000250|UniProtKB:Q80SU3}. Note=Specifically localizes to MARDO (mitochondria-associated ribonucleoprotein domain), a mitochondria-associated membraneless compartment that stores mRNAs in oocytes. {ECO:0000250|UniProtKB:Q80SU3}.",True
KRAS,A8MU46,9acfc1c80976ac506372b42c4bdfc137a4601b44765204399963677176f56a22,P10398,context,494,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, myofibril {ECO:0000269|PubMed:18310078}. Cytoplasm, myofibril, sarcomere, I band {ECO:0000250}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000250}. Nucleus {ECO:0000250}. Note=Colocalizes with MYH2. In its unphosphorylated state, localizes to the cytoplasm (By similarity). Phosphorylation at Ser-301 promotes translocation to the nucleus (By similarity). {ECO:0000250}.",True
KRAS,Q96QK1,56e89109f3d5e1fa92bba6804a0712b519b537004e19d3753b8fa3ad8afdaf28,P10398,context,796,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm. Membrane; Peripheral membrane protein. Endosome {ECO:0000269|PubMed:15078903, ECO:0000269|PubMed:28892079}. Early endosome {ECO:0000305}. Late endosome {ECO:0000305}. Note=Localizes to tubular profiles adjacent to endosomes. {ECO:0000269|PubMed:15078903}.",True
KRAS,Q6ZUM4,ebad7bb251483fccfe9927f9f7ef96af73430cb82d207aa79db103c1ffc6965a,P10398,context,889,cytoplasm,False,False,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.,True
KRAS,Q71RG4,f756d2ed3c6260b7290c9afad5ef586452f0413fc4ca2d98eee65fc11df218bc,P10398,background,321,cytoplasm,False,True,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,False
KRAS,Q674X7,37bc1c034d815504e08d7a1604b16f211148b3c2900abb423c5f3d97a82ad8bb,P10398,background,775,cytoplasm,False,False,"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm. Cell junction, desmosome. Nucleus. Note=Observed at the apical plasma membrane of keratinocytes. Partially colocalizes with PPL and DP at desmosomes, and with PP at the interdesmosomal plasma membrane. Colocalizes with cortical actin-based membrane structures.; SUBCELLULAR LOCATION: [Isoform 3]: Cytoplasm. Cell junction, desmosome. Nucleus. Note=Observed at the apical plasma membrane of keratinocytes. Partially colocalizes with PPL and DP at desmosomes, and with PP at the interdesmosomal plasma membrane. Colocalizes with cortical actin-based membrane structures.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm. Cell junction, desmosome. Nucleus. Note=Observed at the apical plasma membrane of keratinocytes. Partially colocalizes with PPL and DP at desmosomes, and with PP at the interdesmosomal plasma membrane. Colocalizes with cortical actin-based membrane structures.",True
KRAS,O43615,7aef5cbaaacc51a0180a88ea024da99990238a51150ee197e75061eff0d47944,P10398,background,452,cytoplasm,False,False,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10339406}; Peripheral membrane protein {ECO:0000269|PubMed:10339406}; Matrix side {ECO:0000269|PubMed:10339406}. Mitochondrion matrix {ECO:0000269|PubMed:10339406}.,False
