target,partner_gene,partner_uniprot,model,candidate_set,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
EGFR,GRB2,P62993,tuna_original,all_U,1,150,151,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,30.200000000000003,1.0,1.0,1.0,1.0,0.1,15.100000000000001,1.0,1.0,1.0,1.0,0.05,7.550000000000001,1.0,1.0
EGFR,SHC1,P29353,tuna_original,all_U,1,150,151,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,30.200000000000003,1.0,1.0,1.0,1.0,0.1,15.100000000000001,1.0,1.0,1.0,1.0,0.05,7.550000000000001,1.0,1.0
EGFR,CBL,P22681,tuna_original,all_U,1,150,151,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,30.200000000000003,1.0,1.0,1.0,1.0,0.1,15.100000000000001,1.0,1.0,1.0,1.0,0.05,7.550000000000001,1.0,1.0
BCL2,BCL2L11,O43521,ipin_baseline,context,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BAD,Q92934,ipin_baseline,context,1,50,51,0.92,0.2,5,5,5.0,0.2,1.0,1.0,0.2,10.200000000000001,0.38685280723454163,1.0,1.0,1.0,0.1,5.1000000000000005,0.38685280723454163,1.0,1.0,1.0,0.05,2.5500000000000003,0.38685280723454163,1.0
BCL2,BBC3,Q9BXH1,ipin_baseline,context,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
BCL2,BCL2L11,O43521,ipin_baseline,background,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
BCL2,BAD,Q92934,ipin_baseline,background,1,50,51,0.88,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3333333333333333,1.0,1.0,1.0,0.05,2.5500000000000003,0.3333333333333333,1.0
BCL2,BBC3,Q9BXH1,ipin_baseline,background,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BCL2L11,O43521,ipin_baseline,low_plausibility,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
BCL2,BAD,Q92934,ipin_baseline,low_plausibility,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
BCL2,BBC3,Q9BXH1,ipin_baseline,low_plausibility,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BCL2L11,O43521,ipin_baseline,context_background,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
BCL2,BAD,Q92934,ipin_baseline,context_background,1,100,101,0.9,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.27894294565112987,1.0
BCL2,BBC3,Q9BXH1,ipin_baseline,context_background,1,100,101,0.99,0.5,2,2,2.0,0.5,1.0,1.0,0.2,20.2,0.6309297535714575,1.0,1.0,1.0,0.1,10.1,0.6309297535714575,1.0,1.0,1.0,0.05,5.05,0.6309297535714575,1.0
BCL2,BCL2L11,O43521,ipin_baseline,all_U,1,150,151,0.9666666666666667,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.100000000000001,0.3562071871080222,1.0,1.0,1.0,0.05,7.550000000000001,0.3562071871080222,1.0
BCL2,BAD,Q92934,ipin_baseline,all_U,1,150,151,0.9133333333333333,0.07142857142857142,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,7.550000000000001,0.2559580248098155,1.0
BCL2,BBC3,Q9BXH1,ipin_baseline,all_U,1,150,151,0.9866666666666667,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,30.200000000000003,0.5,1.0,1.0,1.0,0.1,15.100000000000001,0.5,1.0,1.0,1.0,0.05,7.550000000000001,0.5,1.0
BCL2,BCL2L11,O43521,ipin_optimized,context,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BAD,Q92934,ipin_optimized,context,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
BCL2,BBC3,Q9BXH1,ipin_optimized,context,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BCL2L11,O43521,ipin_optimized,background,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BAD,Q92934,ipin_optimized,background,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BBC3,Q9BXH1,ipin_optimized,background,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
BCL2,BCL2L11,O43521,ipin_optimized,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
BCL2,BAD,Q92934,ipin_optimized,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
BCL2,BBC3,Q9BXH1,ipin_optimized,low_plausibility,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BCL2L11,O43521,ipin_optimized,context_background,1,100,101,0.98,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,20.2,0.5,1.0,1.0,1.0,0.1,10.1,0.5,1.0,1.0,1.0,0.05,5.05,0.5,1.0
BCL2,BAD,Q92934,ipin_optimized,context_background,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
BCL2,BBC3,Q9BXH1,ipin_optimized,context_background,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
BCL2,BCL2L11,O43521,ipin_optimized,all_U,1,150,151,0.9866666666666667,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,30.200000000000003,0.5,1.0,1.0,1.0,0.1,15.100000000000001,0.5,1.0,1.0,1.0,0.05,7.550000000000001,0.5,1.0
BCL2,BAD,Q92934,ipin_optimized,all_U,1,150,151,0.9733333333333334,0.2,5,5,5.0,0.2,1.0,1.0,0.2,30.200000000000003,0.38685280723454163,1.0,1.0,1.0,0.1,15.100000000000001,0.38685280723454163,1.0,1.0,1.0,0.05,7.550000000000001,0.38685280723454163,1.0
BCL2,BBC3,Q9BXH1,ipin_optimized,all_U,1,150,151,0.9666666666666667,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.100000000000001,0.3562071871080222,1.0,1.0,1.0,0.05,7.550000000000001,0.3562071871080222,1.0
BCL2,BCL2L11,O43521,tuna_retrained,context,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
BCL2,BAD,Q92934,tuna_retrained,context,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
BCL2,BBC3,Q9BXH1,tuna_retrained,context,1,50,51,0.7,0.0625,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.24465054211822604,1.0
BCL2,BCL2L11,O43521,tuna_retrained,background,1,50,51,0.92,0.2,5,5,5.0,0.2,1.0,1.0,0.2,10.200000000000001,0.38685280723454163,1.0,1.0,1.0,0.1,5.1000000000000005,0.38685280723454163,1.0,1.0,1.0,0.05,2.5500000000000003,0.38685280723454163,1.0
BCL2,BAD,Q92934,tuna_retrained,background,1,50,51,0.9,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3562071871080222,1.0,1.0,1.0,0.05,2.5500000000000003,0.3562071871080222,1.0
BCL2,BBC3,Q9BXH1,tuna_retrained,background,1,50,51,0.62,0.05,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.227670248696953,1.0
BCL2,BCL2L11,O43521,tuna_retrained,low_plausibility,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
BCL2,BAD,Q92934,tuna_retrained,low_plausibility,1,50,51,0.9,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3562071871080222,1.0,1.0,1.0,0.05,2.5500000000000003,0.3562071871080222,1.0
BCL2,BBC3,Q9BXH1,tuna_retrained,low_plausibility,1,50,51,0.56,0.043478260869565216,23,23,23.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BCL2L11,O43521,tuna_retrained,context_background,1,100,101,0.93,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.31546487678572877,1.0,1.0,1.0,0.05,5.05,0.31546487678572877,1.0
BCL2,BAD,Q92934,tuna_retrained,context_background,1,100,101,0.92,0.1111111111111111,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.3010299956639812,1.0,1.0,1.0,0.05,5.05,0.3010299956639812,1.0
BCL2,BBC3,Q9BXH1,tuna_retrained,context_background,1,100,101,0.66,0.02857142857142857,35,35,35.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BCL2L11,O43521,tuna_retrained,all_U,1,150,151,0.94,0.1,10,10,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.100000000000001,0.2890648263178879,1.0,1.0,1.0,0.05,7.550000000000001,0.2890648263178879,1.0
BCL2,BAD,Q92934,tuna_retrained,all_U,1,150,151,0.9133333333333333,0.07142857142857142,14,14,14.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,7.550000000000001,0.2559580248098155,1.0
BCL2,BBC3,Q9BXH1,tuna_retrained,all_U,1,150,151,0.6266666666666667,0.017543859649122806,57,57,57.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BCL2L11,O43521,tuna_original,context,1,50,51,0.92,0.2,5,5,5.0,0.2,1.0,1.0,0.2,10.200000000000001,0.38685280723454163,1.0,1.0,1.0,0.1,5.1000000000000005,0.38685280723454163,1.0,1.0,1.0,0.05,2.5500000000000003,0.38685280723454163,1.0
BCL2,BAD,Q92934,tuna_original,context,1,50,51,0.48,0.037037037037037035,27,27,27.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,context,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
BCL2,BCL2L11,O43521,tuna_original,background,1,50,51,0.88,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3333333333333333,1.0,1.0,1.0,0.05,2.5500000000000003,0.3333333333333333,1.0
BCL2,BAD,Q92934,tuna_original,background,1,50,51,0.42,0.03333333333333333,30,30,30.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,background,1,50,51,0.88,0.14285714285714285,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,5.1000000000000005,0.3333333333333333,1.0,1.0,1.0,0.05,2.5500000000000003,0.3333333333333333,1.0
BCL2,BCL2L11,O43521,tuna_original,low_plausibility,1,50,51,0.64,0.05263157894736842,19,19,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.23137821315975915,1.0
BCL2,BAD,Q92934,tuna_original,low_plausibility,1,50,51,0.04,0.02040816326530612,49,49,49.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,low_plausibility,1,50,51,0.94,0.25,4,4,4.0,0.25,1.0,1.0,0.2,10.200000000000001,0.43067655807339306,1.0,1.0,1.0,0.1,5.1000000000000005,0.43067655807339306,1.0,1.0,1.0,0.05,2.5500000000000003,0.43067655807339306,1.0
BCL2,BCL2L11,O43521,tuna_original,context_background,1,100,101,0.9,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,5.05,0.27894294565112987,1.0
BCL2,BAD,Q92934,tuna_original,context_background,1,100,101,0.45,0.017857142857142856,56,56,56.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,context_background,1,100,101,0.93,0.125,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,10.1,0.31546487678572877,1.0,1.0,1.0,0.05,5.05,0.31546487678572877,1.0
BCL2,BCL2L11,O43521,tuna_original,all_U,1,150,151,0.8133333333333334,0.034482758620689655,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BAD,Q92934,tuna_original,all_U,1,150,151,0.31333333333333335,0.009615384615384616,104,104,104.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL2,BBC3,Q9BXH1,tuna_original,all_U,1,150,151,0.9333333333333333,0.09090909090909091,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,7.550000000000001,0.27894294565112987,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,context,1,50,51,0.28,0.02702702702702703,37,37,37.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,context,1,50,51,0.3,0.027777777777777776,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,context,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,background,1,50,51,0.5,0.038461538461538464,26,26,26.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,background,1,50,51,0.48,0.037037037037037035,27,27,27.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,background,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,low_plausibility,1,50,51,0.7,0.0625,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.24465054211822604,1.0
KEAP1,CUL3,Q13618,ipin_baseline,low_plausibility,1,50,51,0.44,0.034482758620689655,29,29,29.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,low_plausibility,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,context_background,1,100,101,0.39,0.016129032258064516,62,62,62.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,context_background,1,100,101,0.39,0.016129032258064516,62,62,62.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,context_background,1,100,101,0.96,0.2,5,5,5.0,0.2,1.0,1.0,0.2,20.2,0.38685280723454163,1.0,1.0,1.0,0.1,10.1,0.38685280723454163,1.0,1.0,1.0,0.05,5.05,0.38685280723454163,1.0
KEAP1,NFE2L2,Q16236,ipin_baseline,all_U,1,150,151,0.49333333333333335,0.012987012987012988,77,77,77.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_baseline,all_U,1,150,151,0.4066666666666667,0.011111111111111112,90,90,90.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_baseline,all_U,1,150,151,0.9666666666666667,0.16666666666666666,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,15.100000000000001,0.3562071871080222,1.0,1.0,1.0,0.05,7.550000000000001,0.3562071871080222,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,context,1,50,51,0.1,0.021739130434782608,46,46,46.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,context,1,50,51,0.58,0.045454545454545456,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,context,1,50,51,0.96,0.3333333333333333,3,3,3.0,0.3333333333333333,1.0,1.0,0.2,10.200000000000001,0.5,1.0,1.0,1.0,0.1,5.1000000000000005,0.5,1.0,1.0,1.0,0.05,2.5500000000000003,0.5,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,background,1,50,51,0.54,0.041666666666666664,24,24,24.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,background,1,50,51,0.78,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.27023815442731974,1.0
KEAP1,SQSTM1,Q13501,ipin_optimized,background,1,50,51,0.98,0.5,2,2,2.0,0.5,1.0,1.0,0.2,10.200000000000001,0.6309297535714575,1.0,1.0,1.0,0.1,5.1000000000000005,0.6309297535714575,1.0,1.0,1.0,0.05,2.5500000000000003,0.6309297535714575,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,low_plausibility,1,50,51,0.48,0.037037037037037035,27,27,27.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,low_plausibility,1,50,51,0.78,0.08333333333333333,12,12,12.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,2.5500000000000003,0.27023815442731974,1.0
KEAP1,SQSTM1,Q13501,ipin_optimized,low_plausibility,1,50,51,1.0,1.0,1,1,1.0,1.0,1.0,1.0,0.2,10.200000000000001,1.0,1.0,1.0,1.0,0.1,5.1000000000000005,1.0,1.0,1.0,1.0,0.05,2.5500000000000003,1.0,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,context_background,1,100,101,0.32,0.014492753623188406,69,69,69.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,context_background,1,100,101,0.68,0.030303030303030304,33,33,33.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,context_background,1,100,101,0.97,0.25,4,4,4.0,0.25,1.0,1.0,0.2,20.2,0.43067655807339306,1.0,1.0,1.0,0.1,10.1,0.43067655807339306,1.0,1.0,1.0,0.05,5.05,0.43067655807339306,1.0
KEAP1,NFE2L2,Q16236,ipin_optimized,all_U,1,150,151,0.37333333333333335,0.010526315789473684,95,95,95.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,CUL3,Q13618,ipin_optimized,all_U,1,150,151,0.7133333333333334,0.022727272727272728,44,44,44.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,SQSTM1,Q13501,ipin_optimized,all_U,1,150,151,0.98,0.25,4,4,4.0,0.25,1.0,1.0,0.2,30.200000000000003,0.43067655807339306,1.0,1.0,1.0,0.1,15.100000000000001,0.43067655807339306,1.0,1.0,1.0,0.05,7.550000000000001,0.43067655807339306,1.0
KEAP1,NFE2L2,Q16236,tuna_retrained,context,1,50,51,0.2,0.024390243902439025,41,41,41.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
