query_gene,partner_gene,partner_uniprot,model,candidate_set,score,rank_min,rank_max,rank_mid,panel_size,top5_fractional_credit,top10_fractional_credit,top20_fractional_credit
CDK2,CCNA2,P20248,tuna_retrained,context_background,-4.972988764444987,37,37,37.0,303,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_retrained,context_background,-3.866285959879557,9,9,9.0,303,0.0,1.0,1.0
CDK2,CDKN1B,P46527,tuna_retrained,context_background,-4.926161924997966,34,34,34.0,303,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_retrained,all_U,-4.972988764444987,41,41,41.0,453,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_retrained,all_U,-3.866285959879557,10,10,10.0,453,0.0,1.0,1.0
CDK2,CDKN1B,P46527,tuna_retrained,all_U,-4.926161924997966,38,38,38.0,453,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_original,context,0.47382012009620667,99,99,99.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_original,context,0.5211957693099976,55,55,55.0,153,0.0,0.0,0.0
CDK2,CDKN1B,P46527,tuna_original,context,0.4708715081214905,103,103,103.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_original,background,0.47382012009620667,62,62,62.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_original,background,0.5211957693099976,33,33,33.0,153,0.0,0.0,0.0
CDK2,CDKN1B,P46527,tuna_original,background,0.4708715081214905,64,64,64.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_original,low_plausibility,0.47382012009620667,24,24,24.0,153,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_original,low_plausibility,0.5211957693099976,7,7,7.0,153,0.0,1.0,1.0
CDK2,CDKN1B,P46527,tuna_original,low_plausibility,0.4708715081214905,27,27,27.0,153,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_original,context_background,0.47382012009620667,159,159,159.0,303,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_original,context_background,0.5211957693099976,87,87,87.0,303,0.0,0.0,0.0
CDK2,CDKN1B,P46527,tuna_original,context_background,0.4708715081214905,164,164,164.0,303,0.0,0.0,0.0
CDK2,CCNA2,P20248,tuna_original,all_U,0.47382012009620667,181,181,181.0,453,0.0,0.0,0.0
CDK2,CCNE1,P24864,tuna_original,all_U,0.5211957693099976,93,93,93.0,453,0.0,0.0,0.0
CDK2,CDKN1B,P46527,tuna_original,all_U,0.4708715081214905,188,188,188.0,453,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_baseline,context,-1.4184089104334514,62,62,62.0,153,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_baseline,context,-0.6756925384203593,15,15,15.0,153,0.0,0.0,1.0
HIF1A,EP300,Q09472,ipin_baseline,context,-1.667292594909668,76,76,76.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_baseline,background,-1.4184089104334514,40,40,40.0,153,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_baseline,background,-0.6756925384203593,8,8,8.0,153,0.0,1.0,1.0
HIF1A,EP300,Q09472,ipin_baseline,background,-1.667292594909668,54,54,54.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_baseline,low_plausibility,-1.4184089104334514,7,7,7.0,153,0.0,1.0,1.0
HIF1A,VHL,P40337,ipin_baseline,low_plausibility,-0.6756925384203593,1,1,1.0,153,1.0,1.0,1.0
HIF1A,EP300,Q09472,ipin_baseline,low_plausibility,-1.667292594909668,16,16,16.0,153,0.0,0.0,1.0
HIF1A,ARNT,P27540,ipin_baseline,context_background,-1.4184089104334514,100,100,100.0,303,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_baseline,context_background,-0.6756925384203593,22,22,22.0,303,0.0,0.0,0.0
HIF1A,EP300,Q09472,ipin_baseline,context_background,-1.667292594909668,127,127,127.0,303,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_baseline,all_U,-1.4184089104334514,105,105,105.0,453,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_baseline,all_U,-0.6756925384203593,22,22,22.0,453,0.0,0.0,0.0
HIF1A,EP300,Q09472,ipin_baseline,all_U,-1.667292594909668,140,140,140.0,453,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_optimized,context,-1.1929535865783691,45,45,45.0,153,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_optimized,context,-0.24454685052235922,8,8,8.0,153,0.0,1.0,1.0
HIF1A,EP300,Q09472,ipin_optimized,context,-2.375386953353882,121,121,121.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_optimized,background,-1.1929535865783691,29,29,29.0,153,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_optimized,background,-0.24454685052235922,5,5,5.0,153,1.0,1.0,1.0
HIF1A,EP300,Q09472,ipin_optimized,background,-2.375386953353882,117,117,117.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_optimized,low_plausibility,-1.1929535865783691,16,16,16.0,153,0.0,0.0,1.0
HIF1A,VHL,P40337,ipin_optimized,low_plausibility,-0.24454685052235922,1,1,1.0,153,1.0,1.0,1.0
HIF1A,EP300,Q09472,ipin_optimized,low_plausibility,-2.375386953353882,96,96,96.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_optimized,context_background,-1.1929535865783691,72,72,72.0,303,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_optimized,context_background,-0.24454685052235922,12,12,12.0,303,0.0,0.0,1.0
HIF1A,EP300,Q09472,ipin_optimized,context_background,-2.375386953353882,235,235,235.0,303,0.0,0.0,0.0
HIF1A,ARNT,P27540,ipin_optimized,all_U,-1.1929535865783691,86,86,86.0,453,0.0,0.0,0.0
HIF1A,VHL,P40337,ipin_optimized,all_U,-0.24454685052235922,12,12,12.0,453,0.0,0.0,1.0
HIF1A,EP300,Q09472,ipin_optimized,all_U,-2.375386953353882,328,328,328.0,453,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_retrained,context,-6.356932322184245,5,5,5.0,153,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_retrained,context,-8.743435859680176,91,91,91.0,153,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_retrained,context,-8.289367198944092,73,73,73.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_retrained,background,-6.356932322184245,4,4,4.0,153,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_retrained,background,-8.743435859680176,65,65,65.0,153,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_retrained,background,-8.289367198944092,46,46,46.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_retrained,low_plausibility,-6.356932322184245,1,1,1.0,153,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_retrained,low_plausibility,-8.743435859680176,25,25,25.0,153,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_retrained,low_plausibility,-8.289367198944092,16,16,16.0,153,0.0,0.0,1.0
HIF1A,ARNT,P27540,tuna_retrained,context_background,-6.356932322184245,8,8,8.0,303,0.0,1.0,1.0
HIF1A,VHL,P40337,tuna_retrained,context_background,-8.743435859680176,153,153,153.0,303,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_retrained,context_background,-8.289367198944092,117,117,117.0,303,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_retrained,all_U,-6.356932322184245,8,8,8.0,453,0.0,1.0,1.0
HIF1A,VHL,P40337,tuna_retrained,all_U,-8.743435859680176,175,175,175.0,453,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_retrained,all_U,-8.289367198944092,131,131,131.0,453,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_original,context,0.6833146810531616,1,1,1.0,153,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_original,context,0.44908127188682556,118,118,118.0,153,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_original,context,0.518450140953064,73,73,73.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_original,background,0.6833146810531616,1,1,1.0,153,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_original,background,0.44908127188682556,65,65,65.0,153,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_original,background,0.518450140953064,29,29,29.0,153,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_original,low_plausibility,0.6833146810531616,1,1,1.0,153,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_original,low_plausibility,0.44908127188682556,21,21,21.0,153,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_original,low_plausibility,0.518450140953064,5,5,5.0,153,1.0,1.0,1.0
HIF1A,ARNT,P27540,tuna_original,context_background,0.6833146810531616,1,1,1.0,303,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_original,context_background,0.44908127188682556,180,180,180.0,303,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_original,context_background,0.518450140953064,100,100,100.0,303,0.0,0.0,0.0
HIF1A,ARNT,P27540,tuna_original,all_U,0.6833146810531616,1,1,1.0,453,1.0,1.0,1.0
HIF1A,VHL,P40337,tuna_original,all_U,0.44908127188682556,198,198,198.0,453,0.0,0.0,0.0
HIF1A,EP300,Q09472,tuna_original,all_U,0.518450140953064,103,103,103.0,453,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_baseline,context,-0.585255761941274,31,31,31.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_baseline,context,0.5045664211114248,3,3,3.0,153,1.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,ipin_baseline,context,-0.6331377228101095,32,32,32.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_baseline,background,-0.585255761941274,22,22,22.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_baseline,background,0.5045664211114248,2,2,2.0,153,1.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,ipin_baseline,background,-0.6331377228101095,25,25,25.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_baseline,low_plausibility,-0.585255761941274,14,14,14.0,153,0.0,0.0,1.0
CTNNB1,CTNNA1,P35221,ipin_baseline,low_plausibility,0.5045664211114248,1,1,1.0,153,1.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,ipin_baseline,low_plausibility,-0.6331377228101095,16,16,16.0,153,0.0,0.0,1.0
CTNNB1,CDH1,P12830,ipin_baseline,context_background,-0.585255761941274,51,51,51.0,303,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_baseline,context_background,0.5045664211114248,4,4,4.0,303,1.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,ipin_baseline,context_background,-0.6331377228101095,54,54,54.0,303,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_baseline,all_U,-0.585255761941274,63,63,63.0,453,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_baseline,all_U,0.5045664211114248,4,4,4.0,453,1.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,ipin_baseline,all_U,-0.6331377228101095,67,67,67.0,453,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_optimized,context,-0.7758577118317286,91,91,91.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_optimized,context,0.2552837133407593,45,45,45.0,153,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,ipin_optimized,context,-0.1231214702129364,61,61,61.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_optimized,background,-0.7758577118317286,92,92,92.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_optimized,background,0.2552837133407593,34,34,34.0,153,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,ipin_optimized,background,-0.1231214702129364,49,49,49.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_optimized,low_plausibility,-0.7758577118317286,61,61,61.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_optimized,low_plausibility,0.2552837133407593,14,14,14.0,153,0.0,0.0,1.0
CTNNB1,TCF7L2,Q9NQB0,ipin_optimized,low_plausibility,-0.1231214702129364,28,28,28.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_optimized,context_background,-0.7758577118317286,180,180,180.0,303,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_optimized,context_background,0.2552837133407593,78,78,78.0,303,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,ipin_optimized,context_background,-0.1231214702129364,108,108,108.0,303,0.0,0.0,0.0
CTNNB1,CDH1,P12830,ipin_optimized,all_U,-0.7758577118317286,238,238,238.0,453,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,ipin_optimized,all_U,0.2552837133407593,91,91,91.0,453,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,ipin_optimized,all_U,-0.1231214702129364,134,134,134.0,453,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_retrained,context,-7.666908582051595,95,95,95.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_retrained,context,-4.234531005223592,17,17,17.0,153,0.0,0.0,1.0
CTNNB1,TCF7L2,Q9NQB0,tuna_retrained,context,-6.833107789357503,73,73,73.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_retrained,background,-7.666908582051595,99,99,99.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_retrained,background,-4.234531005223592,7,7,7.0,153,0.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,tuna_retrained,background,-6.833107789357503,66,66,66.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_retrained,low_plausibility,-7.666908582051595,50,50,50.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_retrained,low_plausibility,-4.234531005223592,2,2,2.0,153,1.0,1.0,1.0
CTNNB1,TCF7L2,Q9NQB0,tuna_retrained,low_plausibility,-6.833107789357503,33,33,33.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_retrained,context_background,-7.666908582051595,191,191,191.0,303,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_retrained,context_background,-4.234531005223592,23,23,23.0,303,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,tuna_retrained,context_background,-6.833107789357503,137,137,137.0,303,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_retrained,all_U,-7.666908582051595,238,238,238.0,453,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_retrained,all_U,-4.234531005223592,24,24,24.0,453,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,tuna_retrained,all_U,-6.833107789357503,168,168,168.0,453,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_original,context,0.4966144561767578,82,82,82.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_original,context,0.601241409778595,21,21,21.0,153,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,tuna_original,context,0.5584240555763245,39,39,39.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_original,background,0.4966144561767578,82,82,82.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_original,background,0.601241409778595,16,16,16.0,153,0.0,0.0,1.0
CTNNB1,TCF7L2,Q9NQB0,tuna_original,background,0.5584240555763245,42,42,42.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_original,low_plausibility,0.4966144561767578,83,83,83.0,153,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_original,low_plausibility,0.601241409778595,13,13,13.0,153,0.0,0.0,1.0
CTNNB1,TCF7L2,Q9NQB0,tuna_original,low_plausibility,0.5584240555763245,41,41,41.0,153,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_original,context_background,0.4966144561767578,161,161,161.0,303,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_original,context_background,0.601241409778595,36,36,36.0,303,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,tuna_original,context_background,0.5584240555763245,79,79,79.0,303,0.0,0.0,0.0
CTNNB1,CDH1,P12830,tuna_original,all_U,0.4966144561767578,241,241,241.0,453,0.0,0.0,0.0
CTNNB1,CTNNA1,P35221,tuna_original,all_U,0.601241409778595,48,48,48.0,453,0.0,0.0,0.0
CTNNB1,TCF7L2,Q9NQB0,tuna_original,all_U,0.5584240555763245,118,118,118.0,453,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_baseline,context,-0.7483862042427063,20,20,20.0,153,0.0,0.0,1.0
TNFRSF1A,LTA,P01374,ipin_baseline,context,-1.4332315524419148,48,48,48.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_baseline,context,-2.8718372186024985,129,129,129.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_baseline,background,-0.7483862042427063,14,14,14.0,153,0.0,0.0,1.0
TNFRSF1A,LTA,P01374,ipin_baseline,background,-1.4332315524419148,35,35,35.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_baseline,background,-2.8718372186024985,117,117,117.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_baseline,low_plausibility,-0.7483862042427063,8,8,8.0,153,0.0,1.0,1.0
TNFRSF1A,LTA,P01374,ipin_baseline,low_plausibility,-1.4332315524419148,27,27,27.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_baseline,low_plausibility,-2.8718372186024985,106,106,106.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_baseline,context_background,-0.7483862042427063,33,33,33.0,303,0.0,0.0,0.0
TNFRSF1A,LTA,P01374,ipin_baseline,context_background,-1.4332315524419148,81,81,81.0,303,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_baseline,context_background,-2.8718372186024985,243,243,243.0,303,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_baseline,all_U,-0.7483862042427063,40,40,40.0,453,0.0,0.0,0.0
TNFRSF1A,LTA,P01374,ipin_baseline,all_U,-1.4332315524419148,106,106,106.0,453,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_baseline,all_U,-2.8718372186024985,346,346,346.0,453,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_optimized,context,1.23443599541982,1,1,1.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,ipin_optimized,context,-0.6288055578867594,36,36,36.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_optimized,context,-2.0964779059092202,92,92,92.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_optimized,background,1.23443599541982,2,2,2.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,ipin_optimized,background,-0.6288055578867594,21,21,21.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_optimized,background,-2.0964779059092202,76,76,76.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_optimized,low_plausibility,1.23443599541982,1,1,1.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,ipin_optimized,low_plausibility,-0.6288055578867594,9,9,9.0,153,0.0,1.0,1.0
TNFRSF1A,TRADD,Q15628,ipin_optimized,low_plausibility,-2.0964779059092202,45,45,45.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_optimized,context_background,1.23443599541982,2,2,2.0,303,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,ipin_optimized,context_background,-0.6288055578867594,55,55,55.0,303,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_optimized,context_background,-2.0964779059092202,165,165,165.0,303,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,ipin_optimized,all_U,1.23443599541982,2,2,2.0,453,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,ipin_optimized,all_U,-0.6288055578867594,62,62,62.0,453,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,ipin_optimized,all_U,-2.0964779059092202,207,207,207.0,453,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_retrained,context,-4.763001998265584,4,4,4.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,tuna_retrained,context,-10.022473335266113,79,79,79.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_retrained,context,-14.142199834187826,148,148,148.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_retrained,background,-4.763001998265584,3,3,3.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,tuna_retrained,background,-10.022473335266113,62,62,62.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_retrained,background,-14.142199834187826,138,138,138.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_retrained,low_plausibility,-4.763001998265584,1,1,1.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,tuna_retrained,low_plausibility,-10.022473335266113,16,16,16.0,153,0.0,0.0,1.0
TNFRSF1A,TRADD,Q15628,tuna_retrained,low_plausibility,-14.142199834187826,118,118,118.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_retrained,context_background,-4.763001998265584,6,6,6.0,303,0.0,1.0,1.0
TNFRSF1A,LTA,P01374,tuna_retrained,context_background,-10.022473335266113,139,139,139.0,303,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_retrained,context_background,-14.142199834187826,283,283,283.0,303,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_retrained,all_U,-4.763001998265584,6,6,6.0,453,0.0,1.0,1.0
TNFRSF1A,LTA,P01374,tuna_retrained,all_U,-10.022473335266113,153,153,153.0,453,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_retrained,all_U,-14.142199834187826,398,398,398.0,453,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_original,context,0.5496824383735657,89,89,89.0,153,0.0,0.0,0.0
TNFRSF1A,LTA,P01374,tuna_original,context,0.6191042065620422,45,45,45.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_original,context,0.48836565017700195,104,104,104.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_original,background,0.5496824383735657,60,60,60.0,153,0.0,0.0,0.0
TNFRSF1A,LTA,P01374,tuna_original,background,0.6191042065620422,38,38,38.0,153,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_original,background,0.48836565017700195,70,70,70.0,153,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_original,low_plausibility,0.5496824383735657,4,4,4.0,153,1.0,1.0,1.0
TNFRSF1A,LTA,P01374,tuna_original,low_plausibility,0.6191042065620422,2,2,2.0,153,1.0,1.0,1.0
TNFRSF1A,TRADD,Q15628,tuna_original,low_plausibility,0.48836565017700195,9,9,9.0,153,0.0,1.0,1.0
TNFRSF1A,TNF,P01375,tuna_original,context_background,0.5496824383735657,147,147,147.0,303,0.0,0.0,0.0
TNFRSF1A,LTA,P01374,tuna_original,context_background,0.6191042065620422,82,82,82.0,303,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_original,context_background,0.48836565017700195,171,171,171.0,303,0.0,0.0,0.0
TNFRSF1A,TNF,P01375,tuna_original,all_U,0.5496824383735657,149,149,149.0,453,0.0,0.0,0.0
TNFRSF1A,LTA,P01374,tuna_original,all_U,0.6191042065620422,83,83,83.0,453,0.0,0.0,0.0
TNFRSF1A,TRADD,Q15628,tuna_original,all_U,0.48836565017700195,177,177,177.0,453,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_baseline,context,0.30973300337791443,3,3,3.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_baseline,context,-0.27804674704869586,11,11,11.0,153,0.0,0.0,1.0
BECN1,BCL2,P10415,ipin_baseline,context,-2.101015488306681,104,104,104.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_baseline,background,0.30973300337791443,2,2,2.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_baseline,background,-0.27804674704869586,8,8,8.0,153,0.0,1.0,1.0
BECN1,BCL2,P10415,ipin_baseline,background,-2.101015488306681,105,105,105.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_baseline,low_plausibility,0.30973300337791443,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_baseline,low_plausibility,-0.27804674704869586,3,3,3.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,ipin_baseline,low_plausibility,-2.101015488306681,72,72,72.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_baseline,context_background,0.30973300337791443,4,4,4.0,303,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_baseline,context_background,-0.27804674704869586,17,17,17.0,303,0.0,0.0,1.0
BECN1,BCL2,P10415,ipin_baseline,context_background,-2.101015488306681,206,206,206.0,303,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_baseline,all_U,0.30973300337791443,4,4,4.0,453,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_baseline,all_U,-0.27804674704869586,18,18,18.0,453,0.0,0.0,1.0
BECN1,BCL2,P10415,ipin_baseline,all_U,-2.101015488306681,275,275,275.0,453,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_optimized,context,1.3333593209584553,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_optimized,context,0.4440583388010661,5,5,5.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,ipin_optimized,context,-2.09838859240214,91,91,91.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_optimized,background,1.3333593209584553,2,2,2.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_optimized,background,0.4440583388010661,6,6,6.0,153,0.0,1.0,1.0
BECN1,BCL2,P10415,ipin_optimized,background,-2.09838859240214,94,94,94.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_optimized,low_plausibility,1.3333593209584553,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_optimized,low_plausibility,0.4440583388010661,3,3,3.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,ipin_optimized,low_plausibility,-2.09838859240214,75,75,75.0,153,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_optimized,context_background,1.3333593209584553,2,2,2.0,303,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_optimized,context_background,0.4440583388010661,9,9,9.0,303,0.0,1.0,1.0
BECN1,BCL2,P10415,ipin_optimized,context_background,-2.09838859240214,182,182,182.0,303,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,ipin_optimized,all_U,1.3333593209584553,2,2,2.0,453,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,ipin_optimized,all_U,0.4440583388010661,10,10,10.0,453,0.0,1.0,1.0
BECN1,BCL2,P10415,ipin_optimized,all_U,-2.09838859240214,254,254,254.0,453,0.0,0.0,0.0
BECN1,ATG14,Q6ZNE5,tuna_retrained,context,-3.2622700929641724,1,1,1.0,153,1.0,1.0,1.0
BECN1,UVRAG,Q9P2Y5,tuna_retrained,context,-4.638746500015259,4,4,4.0,153,1.0,1.0,1.0
BECN1,BCL2,P10415,tuna_retrained,context,-10.041807492574057,63,63,63.0,153,0.0,0.0,0.0
