U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,prior_train_development_pair,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,target_cohort,training_exposed_positive,ipin_baseline_score,ipin_optimized_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_retrained_rank
context,O15151,U,False,False,136,PRDM13,707,7790a7030c37fd12b002f788129b5ef39248b05cd316c1d3819379705686c0c1,Q9H4Q3,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.841640035311381,-1.185450792312622,-5.790982246398926,-10.800969123840332,-5.504940509796143,-7.365630626678467,168.0,133.0,129.0
context,O15151,U,False,False,137,TGFB1I1,461,337f194f51f9460c76733b3286e7f15e1c12de461374c43a6df5f7a809810d52,O43294,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3119685649871826,-1.2000302871068318,-6.419963836669922,-5.94429874420166,-4.694180011749268,-5.686147530873616,97.0,135.0,26.0
context,O15151,U,False,False,138,TEAD2,447,ab9c598ec2ded133c561a56e3757f619f34ddc99b85b54b4a22b7c8eebc6e67a,Q15562,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.592513124148051,-0.5133190155029297,-6.138006210327148,-8.672623634338379,-6.478175640106201,-7.096268494923909,133.0,77.0,101.0
context,O15151,U,False,False,139,SRSF5,272,ad7a895dc6e0b78914a6c2cf48197bd56f60fc79a2521d3c2cfe322e94f21fa3,Q13243,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.166084408760071,-2.3113701343536377,-7.224301815032959,-10.141728401184082,-4.553378582000732,-7.306469599405925,215.0,250.0,122.0
context,O15151,U,False,False,140,IGF2BP2,599,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,Q9Y6M1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.1031247774759927,-2.1033398310343423,-7.488293647766113,-9.485939025878906,-8.103631019592285,-8.359287897745768,208.0,241.0,192.0
context,O15151,U,False,False,141,ZNF311,666,7d8c307ef27716eb5876d7fd945170bde7179880eba2f874e1c3fe6f6447eb07,Q5JNZ3,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4718425273895264,-1.5128909349441528,-5.625140190124512,-7.9570159912109375,-8.405011177062988,-7.3290557861328125,248.0,174.0,124.0
context,O15151,U,False,False,142,ZNF775,537,0535695438b17319e4fa653f1e81808b86c76e951fa132ed0365ec4eac73cd25,Q96BV0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3773298263549805,-0.6485379735628763,-7.650882244110107,-9.390213012695312,-5.103823184967041,-7.38163948059082,110.0,95.0,131.0
context,O15151,U,False,False,143,HOXD3,432,99c6ad2b025c5185787e5d604237f43a8533f379f5d392ce8c004e4f90e2630d,P31249,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.3927351584037145,0.414838711420695,-6.7541680335998535,-9.337602615356445,-4.278440952301025,-6.790070533752441,18.0,22.0,80.0
context,O15151,U,False,False,144,TIGD4,512,ccfb9f8f495c3f676db677072b444054ba081e02a285105e66d6d09a6a01bc2a,Q8IY51,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4062158266703286,-1.3776361147562664,-3.0804975032806396,-7.150113105773926,-4.547418117523193,-4.92600957552592,243.0,155.0,6.0
context,O15151,U,False,False,145,OAS1,400,110bf4c06cc0598999643646a52973d5017ddda6e2df2ec169b5c3bdba9c5ef4,P00973,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.899375299612681,0.0694220761458079,-2.882467269897461,-10.686209678649902,-2.896968364715576,-5.4885484377543134,50.0,34.0,21.0
context,O15151,U,False,False,146,TRIM5,493,84248af4b4a8063e82d6bddd66b67b10d3455c07fa70d7afd9e7a5817a11c3fd,Q9C035,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.12927512948711714,1.2476694583892822,-3.4368369579315186,-6.0104756355285645,-5.5127153396606445,-4.986675977706909,10.0,4.0,8.0
context,O15151,U,False,False,147,ZNF841,808,82c575e21b5da9a53079dd6357a4eca6691bfc0e8a493a579722eddd1522c90d,Q6ZN19,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.295546372731527,-1.9974340597788494,-4.236020565032959,-6.387147426605225,-4.782399654388428,-5.135189215342204,228.0,228.0,10.0
context,O15151,U,False,False,148,TSG101,390,4cf30524790eb285d88a82368b6439e2c35c59a5891a1627d974fc81cf21a7ec,Q99816,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.5319104592005411,1.0322485367457073,-2.9385390281677246,-5.469958305358887,-1.2433018684387207,-3.217266400655111,28.0,8.0,1.0
context,O15151,U,False,False,149,SNRNP70,437,6ea00e4396e6e2de6465e0848c65846041cff006ce17da93e437c0b280e548c5,P08621,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.2966585159301758,-1.1533987720807393,-7.915190696716309,-11.525175094604492,-5.081561088562012,-8.173975626627604,93.0,131.0,183.0
context,O15151,U,False,False,150,LMX1B,402,f1009265fdbba64ad091a463f80e21d40b3282af52e7877a4d4d9bf5d9637521,O60663,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,0.22331742693980536,1.4994715849558513,-5.300251007080078,-7.324616432189941,-3.82808780670166,-5.4843184153238935,4.0,3.0,20.0
context,O15151,U,False,False,151,ZNF350,532,8257c6357bba72185310f9b4edc68011808969a3409686a7c4f68c2f57db7454,Q9GZX5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3737053076426187,-1.7045788764953613,-7.640480041503906,-9.048218727111816,-9.077868461608887,-8.588855743408203,239.0,195.0,210.0
context,O15151,U,False,False,152,NR4A2,598,de68a13a881a695b2917abd9c1eae5553c9dc2b226bc249c8a7d6b5cd4d31113,P43354,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.3318123817443848,0.25435271859169006,-6.785221099853516,-8.440187454223633,-4.474767208099365,-6.566725254058838,101.0,28.0,65.0
context,O15151,U,False,False,153,ZNF333,665,7e8a3108738c7d883d8e2e5a7d62791eb7ada58ce346d7cf134aa7fef0ff9342,Q96JL9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.1647008260091147,-0.9006949265797933,-5.989874362945557,-7.693212985992432,-7.626806259155273,-7.103297869364421,214.0,117.0,103.0
background,O15151,U,False,False,154,ZNF396,335,73d82f24d9caf79c96363cd64362e4f6f1d4a8606e668b7146cae0abee0175ea,Q96N95,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.9253274997075398,-0.2599282016356786,-6.251615524291992,-8.91334056854248,-7.526010513305664,-7.563655535380046,187.0,55.0,144.0
background,O15151,U,False,False,155,CDH26,832,b46e7812a794e32a4d81cd967ea24e3c4a903e6e32c0e189bf5c94b48ed6b692,Q8IXH8,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.0924402475357056,-2.460029204686483,-10.988166809082031,-7.2610182762146,-9.622823715209961,-9.290669600168863,205.0,257.0,247.0
background,O15151,U,False,False,156,UTP3,479,f4ed01423dbca6ae4c481b82096c0c7fb9465c43b158c76a976e4be41041d692,Q9NQZ2,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.5452420711517334,-3.5747286478678384,-9.75986385345459,-12.089768409729004,-8.076081275939941,-9.975237846374512,254.0,291.0,261.0
background,O15151,U,False,False,157,TWF1,350,cdc8df278deb8b3743af35c7b4881401361d39fcbf00e55f9703c4d755d62ed8,Q12792,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.167160908381144,-0.5695058504740397,-6.986866474151611,-7.872402191162109,-4.857318878173828,-6.572195847829183,216.0,80.0,66.0
background,O15151,U,False,False,158,PDLIM3,364,04358dd86d87951fdcf720149e82ef4d333efc2c9f17d7b6926c6b40b7703167,Q53GG5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.2577631125847499,0.7029133637746176,-5.867943286895752,-7.819684982299805,-7.211779594421387,-6.9664692878723145,14.0,13.0,89.0
background,O15151,U,False,False,159,CD74,296,f6909ab67f84bc41d8ef8976b6e5634ebcb9031613d297ac41e582c377b48728,P04233,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.2047373056411743,-1.2298529942830403,-10.776312828063965,-10.072275161743164,-8.202447891235352,-9.68367862701416,220.0,138.0,256.0
background,O15151,U,False,False,160,PANK4,773,47c7314ba2c99de3cbe008dc8af3cd672b4a66f12606e157e9cb32723de313fb,Q9NVE7,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.6602561871210735,-1.6339772939682007,-5.752404689788818,-8.429557800292969,-5.256253719329834,-6.479405403137207,146.0,183.0,63.0
background,O15151,U,False,False,161,FASTKD5,764,b45a655f94c3770aba259a38bf83cab8fa79e139e63b3631319b957627bbd406,Q7L8L6,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.391619602839152,-2.781169295310974,-6.833094120025635,-8.118461608886719,-8.726950645446777,-7.89283545811971,241.0,270.0,167.0
background,O15151,U,False,False,162,HSD17B1,328,2c08bb9e93031c95741d43913de629a206da8f481f78e37a2cb1262b8eee85a0,P14061,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.78430438041687,-3.964491923650106,-8.677560806274414,-7.7346343994140625,-9.320385932922363,-8.577527046203613,270.0,296.0,209.0
background,O15151,U,False,False,163,PCOLCE2,415,e4e388e69c188f1aabd045e25610c9a482b1baa6b7ae9e36172eee34fa58a2e2,Q9UKZ9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3066070079803467,-3.0815633138020835,-12.886731147766113,-10.75583553314209,-9.072874069213867,-10.905146916707357,230.0,282.0,276.0
background,O15151,U,False,False,164,PLEKHG7,691,cd7e000e4c329ff01979c62df57b3e87e1eee0172a6b3d4428575a503bfee96d,Q6ZR37,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7941832939783733,-1.0660184423128765,-8.681025505065918,-10.224302291870117,-7.817717552185059,-8.907681783040365,164.0,127.0,232.0
background,O15151,U,False,False,165,CXorf38,319,38b31412c01412e3c8d1d6add407ab10594d7ff974db3ef94d79659ca813ac5c,Q8TB03,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.3157522678375244,-1.792904516061147,-5.548486709594727,-11.364339828491211,-3.1548285484313965,-6.689218362172444,234.0,209.0,72.0
background,O15151,U,False,False,166,ZNF829,432,e535f5114af2640fed429f2c14b77a990f27f60cdc715258108b9eb5510bde04,Q3KNS6,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.234250624974569,-0.8490360379219055,-5.496840000152588,-7.5339674949646,-6.560471534729004,-6.5304263432820635,223.0,111.0,64.0
background,O15151,U,False,False,167,ZRSR2P1,479,d94ce54d98b89b93745242a0c448983b80bf437a17fcd740c4e2719ecddfd690,Q15695,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.2106037537256877,-1.494901140530904,-9.265729904174805,-11.429423332214355,-4.831282138824463,-8.508811791737875,86.0,172.0,202.0
background,O15151,U,False,False,168,ZNF442,627,1d86b9bd5fd78d160d4f59a0402b1f1f4cb3b1dc9afc43b9c5fe33e9e3cae6c6,Q9H7R0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.5118955771128335,-1.7794564167658489,-3.3416478633880615,-7.50820779800415,-5.278184413909912,-5.376013358434041,251.0,206.0,17.0
background,O15151,U,False,False,169,USP46,366,5a493265982c1b4b005c946a7ae51c5cdcdb36afefc3584ff27d0f82fef938e0,P62068,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.9088072776794434,-1.6975069840749104,-7.811230659484863,-7.997993469238281,-6.100302696228027,-7.303175608317058,182.0,194.0,120.0
background,O15151,U,False,False,170,MARS1,900,fbee5ca8829f739315ef60cee77206281ced750c432e9e34207838c00d115636,P56192,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.9728277524312338,-0.7972037494182587,-8.47470474243164,-7.097652435302734,-5.564596176147461,-7.045651117960612,52.0,107.0,93.0
background,O15151,U,False,False,171,SPIRE1,756,0f760444f3f0ba31d31fcd900b0d23c1b3555e9a91277bcf0232e75808efce86,Q08AE8,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0957981149355571,-1.3634278923273087,-10.707212448120117,-12.802474975585938,-7.748951435089111,-10.419546286265055,72.0,153.0,270.0
background,O15151,U,False,False,172,MRGPRX3,322,6ef9a2050c06cf277097f644d56fdd990f06962d98c045d4308383d130f7d984,Q96LB0,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.8490495681762695,-3.4027241865793862,-11.43807601928711,-11.709199905395508,-7.047823429107666,-10.065033117930094,301.0,289.0,264.0
background,O15151,U,False,False,173,POM121L12,296,262023023e19ce2f778575daa00d83cc83b1870de6092e137f0a0ae1084829ed,Q8N7R1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.932989438374837,-5.274107615152995,-10.91389274597168,-10.410107612609863,-8.836054801940918,-10.053351720174154,302.0,303.0,262.0
background,O15151,U,False,False,174,ZNF324B,544,e100921ed223e6a9adde9cc12b6cd4654fe1f733e7cff450023e1c26ff76229c,Q6AW86,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.030884782473246,-1.6675368150075276,-6.913820743560791,-11.81435775756836,-5.533223628997803,-8.08713404337565,200.0,187.0,181.0
background,O15151,U,False,False,175,CNOT10,744,06273b9a665bdbb88393fe45b7d539fc7deb620b1c977b1503cd0c8738c84583,Q9H9A5,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.744096080462138,-2.0586666663487754,-10.618929862976074,-10.227190971374512,-4.935187339782715,-8.593769391377768,160.0,236.0,211.0
background,O15151,U,False,False,176,PTGDR,359,4066262321e2a058a56a3ada9e594f943ab35ae2200824535230ca6ff9d3cc8a,Q13258,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.3579041163126626,-1.8166476090749104,-13.252481460571289,-14.513724327087402,-12.607097625732422,-13.457767804463705,288.0,213.0,298.0
background,O15151,U,False,False,177,ENPP2,863,0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,Q13822,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7222361167271931,-0.998710552851359,-9.189510345458984,-10.829829216003418,-5.167013645172119,-8.395451068878174,155.0,124.0,194.0
background,O15151,U,False,False,178,PTCHD4,846,2333c91bf1b25874be565cd0b93a36568e719a1c39c4207c0bc408954888d1b1,Q6ZW05,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.7749847571055093,-3.8010013898213706,-12.40836238861084,-13.323431015014648,-13.098970413208008,-12.943587938944498,292.0,293.0,293.0
background,O15151,U,False,False,179,WDR41,459,22ef89ef639095670873e2175132fcab6d163135f37f8e29a2ca218ad37fe46b,Q9HAD4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.064774433771769,-1.9602065881093342,-8.412445068359375,-10.83538818359375,-6.560598850250244,-8.602810700734457,280.0,225.0,212.0
background,O15151,U,False,False,180,COG6,657,ba2de1217ccb051c8a764ef8b5813873b48dec9ccb308b2be7b5204efcd7fead,Q9Y2V7,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.0076433221499126,0.6713156302769979,-3.297171115875244,-8.072104454040527,-1.698081374168396,-4.355785648028056,60.0,14.0,2.0
background,O15151,U,False,False,181,GJD2,321,14ddf9f5927e11b8f8ac0d7543fe99ce32ac8900218077735b8c56a8278d847f,Q9UKL4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.3512776692708335,-3.043396472930908,-8.676119804382324,-15.632018089294434,-9.689805030822754,-11.332647641499838,287.0,279.0,282.0
background,O15151,U,False,False,182,CDK5R2,367,f6c7f7b87ad8014351403092f851356dde6bdf71c747614f5530021bf3e54341,Q13319,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.4739267826080322,-3.1956162452697754,-9.5571928024292,-15.07879638671875,-7.310344696044922,-10.648777961730957,249.0,285.0,275.0
background,O15151,U,False,False,183,CMKLR1,373,d5cce27e9956e0b5b7e47193afbef062528bb393ea7aefbb149c18045d4878ae,Q99788,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.690532843271892,-4.063597122828166,-14.774175643920898,-11.629049301147461,-10.023149490356445,-12.142124811808268,299.0,297.0,289.0
background,O15151,U,False,False,184,NKX6-1,367,29eee2ad04f428d968de5d5f8cc0151d6c8a91804bb34c3bbcae635c62aa83b4,P78426,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.031214396158854168,0.3182975500822067,-4.885829448699951,-8.394681930541992,-4.379855155944824,-5.886788845062256,6.0,23.0,30.0
background,O15151,U,False,False,185,NOVA2,492,2bd4abca633ce99a22ed2d92aae30401fdb6018572e9851c6cdd0ca272845a02,Q9UNW9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.412334442138672,-2.8258119424184165,-5.610996723175049,-9.582443237304688,-6.325948238372803,-7.173129399617513,244.0,272.0,108.0
background,O15151,U,False,False,186,SLC18A1,525,039cb98b515188941134a660f96368426613538bf1f29ef3e52c0fecced67e14,P54219,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.8885289827982583,-1.9805233478546143,-12.246955871582031,-13.607162475585938,-11.402694702148438,-12.418937683105469,272.0,226.0,290.0
background,O15151,U,False,False,187,MT-CYB,380,2418f2e64d6a4d2148802c8eae64d9da6757e8ad157a03f55a047249148b1756,P00156,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.439022938410441,-1.7612902720769246,-6.664754390716553,-8.494364738464355,-5.494433879852295,-6.884517669677734,247.0,204.0,86.0
background,O15151,U,False,False,188,ANKRA2,313,e3729dc6b04037252ff8357afffd1a4267ec14c0c9543552327000b2f186fd61,Q9H9E1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.5946012735366821,-0.7791042526563009,-8.874322891235352,-9.605541229248047,-7.164133071899414,-8.547999064127604,134.0,105.0,206.0
background,O15151,U,False,False,189,FOXL1,345,3a6860c45b5a93e52122eb418efddbb5d3651dc68435a7ba50eaf1d207f1596f,Q12952,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.6503374576568604,-0.6107179919878641,-8.107032775878906,-9.960539817810059,-4.977601051330566,-7.681724548339844,32.0,85.0,152.0
background,O15151,U,False,False,190,MAPT,758,9ad5ef9ba35def920a684e5d92e22b0a2e05baefcec3c9f173e2773ca8cc0646,P10636,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7409809827804565,-1.981407364209493,-6.403563499450684,-10.401029586791992,-7.07268762588501,-7.9590935707092285,158.0,227.0,172.0
background,O15151,U,False,False,191,NKX6-3,265,5ab60904dd221bc134008c17a859719a9d73f4f1205b680a3e13cfe69b3c423d,A6NJ46,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-0.03549342229962349,0.4724513093630473,-7.376087188720703,-8.643051147460938,-4.443483829498291,-6.820874055226644,7.0,19.0,83.0
background,O15151,U,False,False,192,LPIN1,890,5457438de1799e96a2b646334d3e1666a75ff0b052a06eff0abb307ac2d91aa7,Q14693,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.7431869506835938,-1.6372852722803752,-8.011967658996582,-10.196528434753418,-6.696234226226807,-8.301576773325602,159.0,184.0,191.0
background,O15151,U,False,False,193,C1orf159,380,8e5bb9d95150330f96335e6285223b6ffc1bb39926d238b59f9158dd6a624f46,Q96HA4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-3.298747460047404,-4.764827569325765,-13.00997543334961,-12.491964340209961,-10.85737133026123,-12.119770367940268,286.0,302.0,288.0
background,O15151,U,False,False,194,MAP4K5,846,a7eb891318c7b005cda821c06bad05258265ef15f81cf44f14afece0ba58b63e,Q9Y4K4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.305848519007365,-0.976712723573049,-9.653909683227539,-9.757161140441895,-6.679636478424072,-8.696902434031168,95.0,122.0,216.0
background,O15151,U,False,False,195,NIPA2,360,c9bb9fe61926890b0666feab9b6cede62b5e7847117005bbd97a9ad89bb6c8b6,Q8N8Q9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.732398430506388,-2.893634875615438,-12.600510597229004,-17.596933364868164,-14.56275463104248,-14.920066197713217,265.0,275.0,302.0
background,O15151,U,False,False,196,OR10J5,309,09b6b03397b04a0a2d39bd24c3382d02c0f1cf50e92bb312fb9023cf304f0736,Q8NHC4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-5.186248143513997,-4.073660055796306,-9.343749046325684,-12.368132591247559,-9.547348976135254,-10.419743537902832,303.0,298.0,271.0
background,O15151,U,False,False,197,PDK3,406,2d727c595488c5a10810a0f8e487d9ed461ff08bd8e7f7130b633bfcaf1108f3,Q15120,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.6986260414123535,-1.4537265300750732,-6.505232810974121,-11.295995712280273,-7.496245384216309,-8.432491302490234,150.0,168.0,196.0
background,O15151,U,False,False,198,CAPN6,641,49b4d5927d305b7a445e30fd0cdfe3d40ef7ba2f030a7863f128f68dbb23d10b,Q9Y6Q1,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-1.1674645741780598,-0.1784039338429769,-5.0516862869262695,-7.055978298187256,-4.211761951446533,-5.4398088455200195,83.0,51.0,19.0
background,O15151,U,False,False,199,DDX41,622,7412d568d35c2506c62bd4814befb803d938ed6c51b03ce438f7c47729e0aa87,Q9UJV9,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.783413807551066,-2.2349549531936646,-5.734425067901611,-9.109053611755371,-6.554162979125977,-7.132547219594319,269.0,249.0,105.0
background,O15151,U,False,False,200,ZBTB2,514,8d195ce3a73ecae8784a78f3879794c97708731cf1b46fd4ec37cbd301bd346f,Q8N680,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.2740941842397056,-1.6657446026802063,-10.198461532592773,-9.009127616882324,-7.32107400894165,-8.84288771947225,226.0,186.0,228.0
background,O15151,U,False,False,201,CFHR4,578,78eb2ca935e8457ac3b8d9b6c7585afe26c8a3de87db5f992366851e75084d25,Q92496,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.374500115712483,-3.0775981744130454,-6.111727714538574,-10.861861228942871,-4.440435409545898,-7.138008117675781,298.0,281.0,106.0
background,O15151,U,False,False,202,MEGF9,602,5c9033822b42c726caa44bf04b14f1d61ef81234c3b8c1636dc6263a2f4e92a0,Q9H1U4,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-2.179552952448527,-1.6804282267888386,-13.325118064880371,-9.598143577575684,-10.015522956848145,-10.979594866434732,217.0,188.0,277.0
background,O15151,U,False,False,203,TLR1,786,ad70dbd7ed62fdc0208ff2d4c1363f203a7356304d80c60b6d94f08c13b38c05,Q15399,False,TP53,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,P04637,original_six,False,-4.72938346862793,-4.2670994599660235,-13.47664737701416,-14.973072052001953,-10.566232681274414,-13.005317370096842,300.0,299.0,294.0
