target,model,positive_subset,U_stratum,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
KEAP1,ipin_baseline,all_P,context,3,150,153,0.5177777777777778,0.12613061156750477,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.23463936301137822,1.0
KEAP1,ipin_baseline,all_P,background,3,150,153,0.6355555555555555,0.08667455154740784,5,5,5.0,0.2,1.0,0.3333333333333333,0.2,10.200000000000001,0.18154179253735267,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.18154179253735267,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.18154179253735267,1.0
KEAP1,ipin_baseline,exclude_development_P,all_U,2,300,302,0.375,0.0077914041404140415,176,176,176.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_development_P,context,2,150,152,0.2833333333333333,0.013522650439486139,102,102,102.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_development_P,background,2,150,152,0.4666666666666667,0.018030303030303032,75,75,75.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_development_P_and_homomers,all_U,2,300,302,0.375,0.0077914041404140415,176,176,176.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_development_P_and_homomers,context,2,150,152,0.2833333333333333,0.013522650439486139,102,102,102.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_development_P_and_homomers,background,2,150,152,0.4666666666666667,0.018030303030303032,75,75,75.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_prior_train_development_P,all_U,2,300,302,0.375,0.0077914041404140415,176,176,176.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_prior_train_development_P,context,2,150,152,0.2833333333333333,0.013522650439486139,102,102,102.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_prior_train_development_P,background,2,150,152,0.4666666666666667,0.018030303030303032,75,75,75.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,2,300,302,0.375,0.0077914041404140415,176,176,176.0,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,2,150,152,0.2833333333333333,0.013522650439486139,102,102,102.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,2,150,152,0.4666666666666667,0.018030303030303032,75,75,75.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,all_P,all_U,3,300,303,0.6366666666666667,0.06636975060948423,6,6,6.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,10.1,0.16716045496620227,1.0,1.0,0.3333333333333333,0.05,5.05,0.16716045496620227,1.0
KEAP1,ipin_optimized,all_P,context,3,150,153,0.5622222222222222,0.1008593396653098,4,4,4.0,0.25,1.0,0.3333333333333333,0.2,10.200000000000001,0.20210734650054757,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.20210734650054757,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.20210734650054757,1.0
KEAP1,ipin_optimized,all_P,background,3,150,153,0.7111111111111111,0.13824083893012842,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.23463936301137822,1.0
KEAP1,ipin_optimized,exclude_development_P,all_U,2,300,302,0.4633333333333333,0.009307359307359308,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_development_P,context,2,150,152,0.35333333333333333,0.015209345362017117,66,66,66.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_development_P,background,2,150,152,0.5733333333333334,0.02348901098901099,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_development_P_and_homomers,all_U,2,300,302,0.4633333333333333,0.009307359307359308,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_development_P_and_homomers,context,2,150,152,0.35333333333333333,0.015209345362017117,66,66,66.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_development_P_and_homomers,background,2,150,152,0.5733333333333334,0.02348901098901099,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_prior_train_development_P,all_U,2,300,302,0.4633333333333333,0.009307359307359308,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_prior_train_development_P,context,2,150,152,0.35333333333333333,0.015209345362017117,66,66,66.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_prior_train_development_P,background,2,150,152,0.5733333333333334,0.02348901098901099,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,2,300,302,0.4633333333333333,0.009307359307359308,105,105,105.0,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,2,150,152,0.35333333333333333,0.015209345362017117,66,66,66.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,2,150,152,0.5733333333333334,0.02348901098901099,40,40,40.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,all_P,all_U,3,300,303,0.45111111111111113,0.011660990281719113,95,95,95.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,all_P,context,3,150,153,0.36666666666666664,0.019984040523193282,57,57,57.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,all_P,background,3,150,153,0.5355555555555556,0.027298098726670154,39,39,39.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_development_P,all_U,2,300,302,0.3333333333333333,0.007296466973886329,186,186,186.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_development_P,context,2,150,152,0.23666666666666666,0.012742175856929955,110,110,110.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_development_P,background,2,150,152,0.43,0.016802784844021958,77,77,77.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_development_P_and_homomers,all_U,2,300,302,0.3333333333333333,0.007296466973886329,186,186,186.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_development_P_and_homomers,context,2,150,152,0.23666666666666666,0.012742175856929955,110,110,110.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_development_P_and_homomers,background,2,150,152,0.43,0.016802784844021958,77,77,77.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_prior_train_development_P,all_U,2,300,302,0.3333333333333333,0.007296466973886329,186,186,186.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_prior_train_development_P,context,2,150,152,0.23666666666666666,0.012742175856929955,110,110,110.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_prior_train_development_P,background,2,150,152,0.43,0.016802784844021958,77,77,77.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,2,300,302,0.3333333333333333,0.007296466973886329,186,186,186.0,0.005376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,2,150,152,0.23666666666666666,0.012742175856929955,110,110,110.0,0.00909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEAP1,tuna_retrained,exclude_prior_train_development_P_and_homomers,background,2,150,152,0.43,0.016802784844021958,77,77,77.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,ipin_baseline,all_P,all_U,3,300,303,0.6811111111111111,0.032780390107976315,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BRCA1,ipin_baseline,all_P,context,3,150,153,0.6266666666666667,0.057103762579182066,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
BRCA1,ipin_baseline,all_P,background,3,150,153,0.7355555555555555,0.0699169110459433,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_baseline,exclude_development_P,all_U,3,300,303,0.6811111111111111,0.032780390107976315,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BRCA1,ipin_baseline,exclude_development_P,context,3,150,153,0.6266666666666667,0.057103762579182066,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
BRCA1,ipin_baseline,exclude_development_P,background,3,150,153,0.7355555555555555,0.0699169110459433,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_baseline,exclude_development_P_and_homomers,all_U,3,300,303,0.6811111111111111,0.032780390107976315,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BRCA1,ipin_baseline,exclude_development_P_and_homomers,context,3,150,153,0.6266666666666667,0.057103762579182066,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
BRCA1,ipin_baseline,exclude_development_P_and_homomers,background,3,150,153,0.7355555555555555,0.0699169110459433,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_baseline,exclude_prior_train_development_P,all_U,3,300,303,0.6811111111111111,0.032780390107976315,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BRCA1,ipin_baseline,exclude_prior_train_development_P,context,3,150,153,0.6266666666666667,0.057103762579182066,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
BRCA1,ipin_baseline,exclude_prior_train_development_P,background,3,150,153,0.7355555555555555,0.0699169110459433,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_baseline,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.6811111111111111,0.032780390107976315,16,16,16.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11480929472601784,1.0
BRCA1,ipin_baseline,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.6266666666666667,0.057103762579182066,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.14126697285982898,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.14126697285982898,1.0
BRCA1,ipin_baseline,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.7355555555555555,0.0699169110459433,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_optimized,all_P,all_U,3,300,303,0.8566666666666667,0.051961203822564535,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11731968150568911,1.0
BRCA1,ipin_optimized,all_P,context,3,150,153,0.8155555555555556,0.08548951048951048,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_optimized,all_P,background,3,150,153,0.8977777777777778,0.1226190476190476,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.26815661128098395,1.0
BRCA1,ipin_optimized,exclude_development_P,all_U,3,300,303,0.8566666666666667,0.051961203822564535,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11731968150568911,1.0
BRCA1,ipin_optimized,exclude_development_P,context,3,150,153,0.8155555555555556,0.08548951048951048,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_optimized,exclude_development_P,background,3,150,153,0.8977777777777778,0.1226190476190476,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.26815661128098395,1.0
BRCA1,ipin_optimized,exclude_development_P_and_homomers,all_U,3,300,303,0.8566666666666667,0.051961203822564535,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11731968150568911,1.0
BRCA1,ipin_optimized,exclude_development_P_and_homomers,context,3,150,153,0.8155555555555556,0.08548951048951048,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_optimized,exclude_development_P_and_homomers,background,3,150,153,0.8977777777777778,0.1226190476190476,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.26815661128098395,1.0
BRCA1,ipin_optimized,exclude_prior_train_development_P,all_U,3,300,303,0.8566666666666667,0.051961203822564535,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11731968150568911,1.0
BRCA1,ipin_optimized,exclude_prior_train_development_P,context,3,150,153,0.8155555555555556,0.08548951048951048,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_optimized,exclude_prior_train_development_P,background,3,150,153,0.8977777777777778,0.1226190476190476,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.26815661128098395,1.0
BRCA1,ipin_optimized,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.8566666666666667,0.051961203822564535,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.05,5.05,0.11731968150568911,1.0
BRCA1,ipin_optimized,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.8155555555555556,0.08548951048951048,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,1.0,0.3333333333333333,0.05,2.5500000000000003,0.1480409554829326,1.0
BRCA1,ipin_optimized,exclude_prior_train_development_P_and_homomers,background,3,150,153,0.8977777777777778,0.1226190476190476,8,8,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.1480409554829326,1.0,2.0,0.6666666666666666,0.1,5.1000000000000005,0.26815661128098395,1.0
BRCA1,tuna_retrained,all_P,all_U,3,300,303,0.9377777777777778,0.16705516705516704,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
BRCA1,tuna_retrained,all_P,context,3,150,153,0.9422222222222222,0.43977591036414565,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,3.0,1.0,0.15,7.6499999999999995,0.7019332706162753,1.0
BRCA1,tuna_retrained,all_P,background,3,150,153,0.9333333333333333,0.21136173767752714,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,3.0,1.0,0.15,7.6499999999999995,0.46333589191046304,1.0
BRCA1,tuna_retrained,exclude_development_P,all_U,3,300,303,0.9377777777777778,0.16705516705516704,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
BRCA1,tuna_retrained,exclude_development_P,context,3,150,153,0.9422222222222222,0.43977591036414565,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,3.0,1.0,0.15,7.6499999999999995,0.7019332706162753,1.0
BRCA1,tuna_retrained,exclude_development_P,background,3,150,153,0.9333333333333333,0.21136173767752714,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,3.0,1.0,0.15,7.6499999999999995,0.46333589191046304,1.0
BRCA1,tuna_retrained,exclude_development_P_and_homomers,all_U,3,300,303,0.9377777777777778,0.16705516705516704,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
BRCA1,tuna_retrained,exclude_development_P_and_homomers,context,3,150,153,0.9422222222222222,0.43977591036414565,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,3.0,1.0,0.15,7.6499999999999995,0.7019332706162753,1.0
BRCA1,tuna_retrained,exclude_development_P_and_homomers,background,3,150,153,0.9333333333333333,0.21136173767752714,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,3.0,1.0,0.15,7.6499999999999995,0.46333589191046304,1.0
BRCA1,tuna_retrained,exclude_prior_train_development_P,all_U,3,300,303,0.9377777777777778,0.16705516705516704,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
BRCA1,tuna_retrained,exclude_prior_train_development_P,context,3,150,153,0.9422222222222222,0.43977591036414565,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,3.0,1.0,0.15,7.6499999999999995,0.7019332706162753,1.0
BRCA1,tuna_retrained,exclude_prior_train_development_P,background,3,150,153,0.9333333333333333,0.21136173767752714,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,10.200000000000001,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.23463936301137822,1.0,3.0,1.0,0.15,7.6499999999999995,0.46333589191046304,1.0
BRCA1,tuna_retrained,exclude_prior_train_development_P_and_homomers,all_U,3,300,303,0.9377777777777778,0.16705516705516704,3,3,3.0,0.3333333333333333,1.0,0.3333333333333333,0.2,20.2,0.23463936301137822,1.0,1.0,0.3333333333333333,0.1,10.1,0.23463936301137822,1.0,1.0,0.3333333333333333,0.05,5.05,0.23463936301137822,1.0
BRCA1,tuna_retrained,exclude_prior_train_development_P_and_homomers,context,3,150,153,0.9422222222222222,0.43977591036414565,1,1,1.0,1.0,1.0,0.3333333333333333,0.2,10.200000000000001,0.46927872602275644,1.0,1.0,0.3333333333333333,0.1,5.1000000000000005,0.46927872602275644,1.0,3.0,1.0,0.15,7.6499999999999995,0.7019332706162753,1.0
