U_stratum,anchor_positive_uniprot,class,development_exposed_positive,homomeric,panel_row,partner_gene,partner_sequence_length,partner_sequence_sha256,partner_uniprot,query_gene,query_sequence_length,query_sequence_sha256,query_uniprot,ipin_baseline_score,ipin_optimized_score,tuna_original_score,tuna_retrained_seed20260803_score,tuna_retrained_seed20260817_score,tuna_retrained_seed20260831_score,tuna_retrained_score,ipin_baseline_rank,ipin_optimized_rank,tuna_original_rank,tuna_retrained_rank
context,Q86YC2,U,False,False,132,NR4A3,626,6c45c8cdd5966fbac000a13d3d256fb752c7cf444077f6447545f62f8cecfa65,Q92570,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.0421013832092285,-2.9099504152933755,0.37149277329444885,-6.881194114685059,-7.433054447174072,-7.3582305908203125,-7.2241597175598145,263.0,261.0,213.0,121.0
context,Q86YC2,U,False,False,133,MAML3,1138,26381bc64a03b46c3b512df5eb6776ba85a3cedbb308cbdfdc7751fa3387adde,Q96JK9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.774367570877075,-1.720170219739278,0.4925903081893921,-5.814852237701416,-6.739137649536133,-5.2285308837890625,-5.927506923675537,245.0,162.0,115.0,39.0
context,Q86YC2,U,False,False,134,MYO1C,1063,f5590930d3796d0307d63f311dfb103a0fd8fe593f12904245df75e414fd9e2a,O00159,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.003957509994507,-2.5047722260157266,0.38267165422439575,-7.083305835723877,-8.246203422546387,-7.639732837677002,-7.656414031982422,167.0,235.0,203.0,160.0
context,Q86YC2,U,False,False,135,LMNA,664,d1ba9877ad6626a2d6d1bf77fdadf06d0bb8fbc1aeeddf52b5da196b22b3ad45,P02545,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.4359829823176067,-0.6536553502082825,0.4595889747142792,-6.290492534637451,-6.961564540863037,-5.91552209854126,-6.389193058013916,87.0,46.0,146.0,63.0
context,Q86YC2,U,False,False,136,PHF20,1012,99a56ed3cb7d342e77db01cd7adc5ced0045a043b4b6170930f9a874529672d9,Q9BVI0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.3897877136866252,-1.6273705959320068,0.6063210368156433,-6.313797473907471,-6.197389125823975,-5.919268608093262,-6.143485069274902,80.0,141.0,14.0,50.0
context,Q86YC2,U,False,False,137,GCFC2,781,40d0b13142199a02b27c2d216e683dcb77289fd7c5439de498c41dca5ef941f1,P16383,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.3081127802530925,-1.169817288716634,0.6563445925712585,-7.341763496398926,-8.669672012329102,-6.565569877624512,-7.525668462117513,68.0,98.0,4.0,150.0
context,Q86YC2,U,False,False,138,ATN1,1190,7c0784c5f56f67b5cb3518b4e88b51bc59499ff269dc73dc3cdc73d307c74cce,P54259,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-4.291612148284912,-2.4581971168518066,0.3866761326789856,-6.8915252685546875,-9.413851737976074,-7.492410182952881,-7.932595729827881,303.0,232.0,199.0,180.0
context,Q86YC2,U,False,False,139,PPP1R26,1209,7ebbea7c2bc26301dbe162849b8f8cca3a42ad1b93a34fa252dfd5a033c323a0,Q5T8A7,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.41160257657369,-3.071906248728434,0.5761073231697083,-6.570413112640381,-8.466201782226562,-6.6425700187683105,-7.226394971211751,215.0,266.0,46.0,123.0
context,Q86YC2,U,False,False,140,DACT1,836,8d2939763bfdec1c7d60b0b8bc19859c96e8116172255f0b23171b106fd55f96,Q9NYF0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.537323792775472,-0.811136802037557,0.5975776314735413,-6.545584678649902,-8.42970085144043,-5.680830001831055,-6.885371843973796,104.0,59.0,20.0,102.0
context,Q86YC2,U,False,False,141,ECT2,914,11082fa960aa2ba8b2335c24eb46c82c0021984fb17691c3fbfee6b31cb2726c,Q9H8V3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.8076591491699219,-1.7161244948705037,0.4720316231250763,-7.398037910461426,-8.585179328918457,-5.480462551116943,-7.154559930165608,140.0,161.0,139.0,115.0
context,Q86YC2,U,False,False,142,THOC5,683,9ddc8852e3ee7138c58d63bb6bfc897428434962211197103347c36bb2b0f11f,Q13769,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.7198667923609416,-0.6193473637104034,0.5698659420013428,-7.033044815063477,-8.524115562438965,-6.733315944671631,-7.430158774058024,124.0,41.0,48.0,143.0
context,Q86YC2,U,False,False,143,DGKI,1057,b1db6a44386ad945a8e8f33bb0012e9c51cb474e7fefbd8aa0e64d7ad61247a2,O75912,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.2964375019073486,-2.225792725880941,0.28306910395622253,-10.300435066223145,-9.351000785827637,-9.198030471801758,-9.616488774617514,200.0,210.0,262.0,266.0
context,Q86YC2,U,False,False,144,RAD54L,747,076621fb418cdba70cd223fb47dfeeec524a1dc685a22aea1fe1a3399d3a4917,Q92698,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.4966416756312053,-0.8663997054100037,0.6021714806556702,-3.946542978286743,-6.232505798339844,-8.725728034973145,-6.301592270533244,97.0,66.0,17.0,59.0
context,Q86YC2,U,False,False,145,KANSL1,1105,2ef35608125d7bc3e80dd231ecace7302e5b26ca8d2d9a84be862ea131a93262,Q7Z3B3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.2632323106129966,-2.1728216807047525,0.5896772146224976,-8.330798149108887,-8.779726028442383,-5.723543167114258,-7.611355781555176,194.0,205.0,29.0,156.0
context,Q86YC2,U,False,False,146,BTK,659,2050e121c40716b1679af0b304ba648e1f3f6d4bf32ac563318974ec64d5167a,Q06187,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.4156672954559326,-1.0108307003974915,0.23277562856674194,-9.149723052978516,-7.970606327056885,-9.288597106933594,-8.802975495656332,86.0,81.0,273.0,237.0
context,Q86YC2,U,False,False,147,SAGE1,904,a71ae1e1c20b9fa5a5cf8bb854056fccfc32241ddcbf8177aba9bc6f38ef3232,Q9NXZ1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.087844451268514,-1.6731346448262532,0.630736231803894,-7.418431282043457,-8.206122398376465,-6.457788944244385,-7.3607808748881025,47.0,151.0,7.0,135.0
context,Q86YC2,U,False,False,148,JAK2,1132,21017319c2c8714bf0b97157e13f2184664d2d13b899b37276195af86ca0720a,O60674,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.3541022936503093,-0.7690754731496176,0.26796969771385193,-6.960579872131348,-11.069755554199219,-7.973214626312256,-8.667850017547607,73.0,56.0,265.0,230.0
context,Q86YC2,U,False,False,149,UBA1,1058,faa60ebbeaa6c322d9924f88d5312f37546dbcff62a7518c974d2540b6702802,P22314,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.9831148783365886,-2.4297155936559043,0.3868456184864044,-7.116039752960205,-8.658071517944336,-9.406425476074219,-8.39351224899292,165.0,229.0,198.0,213.0
context,Q86YC2,U,False,False,150,STAG1,1258,5d2dc65e1ff8435d9f6cad2564584719a70893d94123ef250355358855781c3b,Q8WVM7,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.624692440032959,-1.091609517733256,0.48129451274871826,-6.079843044281006,-7.80143404006958,-8.044966697692871,-7.308747927347819,112.0,89.0,131.0,132.0
context,Q86YC2,U,False,False,151,PRKCE,737,c13770c67cf27f93bb1dd39b9eb4173c01253a2060e44225120f1e3a33625ade,Q02156,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.530091365178426,-0.8568328420321146,0.23698684573173523,-8.417956352233887,-8.68160343170166,-7.674801826477051,-8.2581205368042,102.0,64.0,271.0,204.0
context,Q86YC2,U,False,False,152,PLCZ1,608,2b7e2a28499d00a8167beefe81e45519271e27ddfc53bc9fdc06ee90552fbff7,Q86YW0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.4074877897898355,-2.4431809186935425,0.4523175060749054,-8.077820777893066,-7.986057758331299,-7.071805477142334,-7.711894671122233,213.0,231.0,155.0,165.0
context,Q86YC2,U,False,False,153,INTS9,658,403b3854f583e63338caf9b007ca5c82f19ac999baec704a56cbd70db86d9c9a,Q9NV88,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.6167964140574136,-1.6478512287139893,0.40368515253067017,-7.668535232543945,-5.230015754699707,-7.541871547698975,-6.813474178314209,237.0,146.0,190.0,96.0
background,Q86YC2,U,False,False,154,GRN,593,6e617348e747f6b3ea0ecff6bea1ee137ad27b393ee24781864080aea3134f53,P28799,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.295398791631063,-2.398317893346151,0.22431951761245728,-8.128596305847168,-9.956684112548828,-9.301712036132812,-9.128997484842936,278.0,224.0,276.0,248.0
background,Q86YC2,U,False,False,155,KLHL40,621,fb607857d57663797d8522494f2f1054984ecd8e19c77d6db815b3f42af98c61,Q2TBA0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.2976877689361572,-2.833096742630005,0.3446766436100006,-5.178936004638672,-10.79787540435791,-7.093234539031982,-7.6900153160095215,279.0,259.0,236.0,162.0
background,Q86YC2,U,False,False,156,CIZ1,898,0cb50db179c429b2dcb4241c169bb5b3a4508c408cf7314c46b7f9d05878fe95,Q9ULV3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.7805521090825398,-1.389177938302358,0.5785443782806396,-7.492519378662109,-7.111540794372559,-5.175982475280762,-6.593347549438477,136.0,118.0,42.0,79.0
background,Q86YC2,U,False,False,157,CTDP1,961,847d8927e9fb49daa7c17efbd57e64e6b52656b9d443db9054e4f799cfaf3d85,Q9Y5B0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.8111046155293782,-2.7150774002075195,0.5850359201431274,-5.470418930053711,-8.152287483215332,-5.635874271392822,-6.419526894887288,141.0,249.0,35.0,64.0
background,Q86YC2,U,False,False,158,ZSCAN12,611,28ef449a9de1c7053bcd76d00ced7fd937ed11aca98641103a2a93ff57027b27,O43309,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.5669697324434916,-0.6402949094772339,0.5730429887771606,-5.837947368621826,-4.615947723388672,-4.177331447601318,-4.8770755132039385,17.0,44.0,47.0,12.0
background,Q86YC2,U,False,False,159,WDR44,913,11d6d6c4ecc2f6327452f93ed94308ba990115a9431980c63e74d5d9a92dc962,Q5JSH3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.044959783554077,-1.6931819915771484,0.42398789525032043,-7.785357475280762,-9.702016830444336,-6.425695896148682,-7.971023400624593,172.0,157.0,174.0,182.0
background,Q86YC2,U,False,False,160,HELQ,1101,d7d00db7bb96ea6aa7314c3693cbe770dbc108baa10164bcaf3675f520ff0173,Q8TDG4,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.5980942646662395,-1.6667507092158,0.5948070883750916,-6.861138820648193,-6.931874752044678,-6.652052402496338,-6.815021991729736,109.0,150.0,23.0,97.0
background,Q86YC2,U,False,False,161,PCDHA11,949,05dcc6e0f9c90d7fc7135bf5413a96d2cc99bbd65cb7933974471877de8ea3f0,Q9Y5I1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.475841681162516,-1.6961325407028198,0.23847895860671997,-8.505655288696289,-7.223109245300293,-6.553911209106445,-7.427558581034343,222.0,158.0,269.0,142.0
background,Q86YC2,U,False,False,162,RESF1,1747,56e5e5a75d374af471c32094bd77130131a534757ea5f4771203c0e17f390856,Q9HCM1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.0795092185338337,-0.4425385197003682,0.5922737717628479,-3.0895180702209473,-3.941176652908325,-3.6661508083343506,-3.565615177154541,45.0,32.0,24.0,1.0
background,Q86YC2,U,False,False,163,KIAA0408,694,53fdf05da39d05a7ed8e9440230cbed3a3cd616a3b790b113b69021b5d3a9b72,Q6ZU52,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.4498128791650136,-0.6205156048138937,0.5306745171546936,-4.569279670715332,-6.6035685539245605,-3.668617010116577,-4.947155078252156,14.0,42.0,82.0,15.0
background,Q86YC2,U,False,False,164,SF3B3,1217,212bb58911e1cdef1d6335a67929a6d91d31ac4895bf9f80086b7cb46b4f2afc,Q15393,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.850269397099813,-2.762997309366862,0.4615003168582916,-7.760540962219238,-8.660660743713379,-6.955358505249023,-7.792186737060547,252.0,254.0,145.0,170.0
background,Q86YC2,U,False,False,165,FRMPD2,1309,02ba8adadbe52975b0f18f1e0fe5181cdf10fdb5cdb52e87bd451d7c41222310,Q68DX3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.0787265300750732,-0.8328554630279541,0.36602306365966797,-6.115930080413818,-7.338232040405273,-5.063908576965332,-6.172690232594808,174.0,60.0,221.0,56.0
background,Q86YC2,U,False,False,166,KLHL14,628,7c67c11306a6f55981496a7da28921921bfeafc7e118b111c03bbe6dcd9c6e27,Q9P2G3,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.444160223007202,-0.6635569135348002,0.37087106704711914,-3.3256430625915527,-9.83368968963623,-8.518289566040039,-7.225874106089274,218.0,47.0,215.0,122.0
background,Q86YC2,U,False,False,167,NOP56,594,d1c71d5b7309a0687ace6b723010db546c5d4140da4abdee35536caaa08e2b16,O00567,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.4526182015736897,-1.1471416056156158,0.5241252779960632,-6.06227445602417,-8.605360984802246,-8.484210014343262,-7.717281818389893,91.0,94.0,91.0,166.0
background,Q86YC2,U,False,False,168,PPIP5K2,1243,5541bedd9fd40203c3a0ced33a63c107ad0799fda4e800e59b9ee6fc539d4679,O43314,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.469290097554525,-3.104077100753784,0.42178022861480713,-8.2376127243042,-8.840376853942871,-9.751023292541504,-8.943004290262857,221.0,267.0,179.0,241.0
background,Q86YC2,U,False,False,169,ARFGEF3,2177,b0389873a8772c9a1375d62cd7c88ce74e246580d7dbcd74f59a0d2e54c391fd,Q5TH69,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.9533053239186606,-1.4580036997795105,0.31455740332603455,-7.729824066162109,-7.163210391998291,-6.588376522064209,-7.160470326741536,260.0,126.0,250.0,116.0
background,Q86YC2,U,False,False,170,BRME1,668,02df8b3bb9e44b33c56a24b5f19c081499a9635d77dc8b5ab55e9b623687fe52,Q0VDD7,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.9806463321050007,-1.966655969619751,0.5348533391952515,-5.114760398864746,-6.302706718444824,-5.416215896606445,-5.611227671305339,163.0,193.0,78.0,27.0
background,Q86YC2,U,False,False,171,PXDN,1479,d3da6ea899b72dd993a1e717d80d042752fc92194768417942be3fdd5cf5d18f,Q92626,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.9364564418792725,-2.2600208123524985,0.23679551482200623,-10.304367065429688,-10.34108829498291,-8.428606033325195,-9.691353797912598,258.0,215.0,272.0,269.0
background,Q86YC2,U,False,False,172,FER1L6,1857,ac09aee02d73e691cc907ec946f4947775a03182865e282c7048d3dab0c70532,Q2WGJ9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.1152441104253135,-1.6163420677185059,0.33407124876976013,-7.167295932769775,-8.901350975036621,-6.620999813079834,-7.563215573628743,180.0,139.0,240.0,155.0
background,Q86YC2,U,False,False,173,ABCE1,599,94c28f95b9da82234879b5c15184312771712904d8feffe8bd024b655caa964f,P61221,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.9117148717244468,-2.6261298656463623,0.4907832145690918,-8.767841339111328,-8.622642517089844,-10.153584480285645,-9.181356112162272,255.0,246.0,120.0,252.0
background,Q86YC2,U,False,False,174,KLHL8,620,058375ca2698691c36726a43c7d5644e90e7db4f40d87c06604f82338cf31b1c,Q9P2G9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.2367259661356609,0.010448892911275228,0.39682769775390625,-4.080557823181152,-9.673760414123535,-7.1262593269348145,-6.960192521413167,62.0,14.0,192.0,107.0
background,Q86YC2,U,False,False,175,SCN10A,1956,c345e66ed21d45f9acfe03a6e99ca5b9744199478b48087e17cb99e2ac0364f4,Q9Y5Y9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.132451057434082,-4.082104047139485,0.17724214494228363,-11.063332557678223,-10.530620574951172,-8.898761749267578,-10.164238293965658,272.0,295.0,288.0,280.0
background,Q86YC2,U,False,False,176,SLC9A2,812,d346a521e96f86e11e38b355471d2b8d4d30783e76eeca8d536565009b0a4b58,Q9UBY0,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.7831430435180664,-4.180484771728516,0.17493848502635956,-11.950757026672363,-10.367209434509277,-9.615215301513672,-10.644393920898438,248.0,297.0,290.0,297.0
background,Q86YC2,U,False,False,177,LRCH3,777,807978126fc7d2c5e277f0e481d75de1e6d8edd01fd512184827ac155dfb8209,Q96II8,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.6857041120529175,-1.1919359763463337,0.5314413905143738,-5.874828338623047,-8.381294250488281,-6.452890872955322,-6.90300448735555,120.0,101.0,80.0,105.0
background,Q86YC2,U,False,False,178,EXOSC10,885,313117431a8c3892766e5d52d4cebab709f6dc830a45dc880f0e913fe80bec0e,Q01780,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.0611987709999084,-0.9503870010375977,0.5645485520362854,-8.0664644241333,-7.872061729431152,-9.672348976135254,-8.536958376566568,42.0,74.0,53.0,222.0
background,Q86YC2,U,False,False,179,GOLGA6L2,909,8f4e3346b71652af86af5f146960dafa70bf68e230bb96dee57e8c7bcd232330,Q8N9W4,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-0.9329734841982523,-1.1570380926132202,0.4291006028652191,-7.419147968292236,-7.619420528411865,-6.4523701667785645,-7.163646221160889,33.0,97.0,170.0,117.0
background,Q86YC2,U,False,False,180,KIAA1217,1943,1d9b73fb74b1fefd729fbf095fb6c3e328b60d0b08e6d8130e05d11397d6ff6b,Q5T5P2,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.4012970129648843,-2.7173832257588706,0.45762306451797485,-6.942744255065918,-8.344879150390625,-5.334264278411865,-6.87396256128947,211.0,250.0,148.0,99.0
background,Q86YC2,U,False,False,181,LRRC7,1575,2470f2465d4e0a0426f472ccf537d4d71ecff948979ded9207c7a1879bd30cbe,Q96NW7,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.2631401220957437,-2.811746040980021,0.4532492756843567,-6.830763339996338,-8.257376670837402,-6.641900539398193,-7.2433468500773115,193.0,256.0,151.0,125.0
background,Q86YC2,U,False,False,182,KIAA0586,1533,c1a013b602ad11865e27583969cb7a266532adfd669c2524fc27723d3a79dad3,Q9BVV6,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.420029799143473,-2.8821709950764975,0.618586003780365,-6.133419990539551,-5.696831226348877,-4.930721759796143,-5.58699099222819,217.0,260.0,11.0,25.0
background,Q86YC2,U,False,False,183,TTLL6,891,a33c0a856fac369b85b7a045e73f087d8fbf13a3fc719089b284677f2c8580b0,Q8N841,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.578529159228007,-2.212813973426819,0.4898640215396881,-7.203125,-6.81027889251709,-7.888766765594482,-7.300723552703857,108.0,206.0,121.0,131.0
background,Q86YC2,U,False,False,184,OTUD7B,843,ce879afb6bfdcb8eee83a6c8b1361cf6be6047a699486f973b97f0cab295a455,Q6GQQ9,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.1285398801167807,-2.2175825436909995,0.36633995175361633,-8.653924942016602,-10.758102416992188,-8.544824600219727,-9.318950653076172,181.0,207.0,219.0,257.0
background,Q86YC2,U,False,False,185,ABCC4,1325,8f8de0b7f934fd55631b7d5ea3bed9329ba7a3210043608df49b51d9af24adac,O15439,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.523505449295044,-3.4778380393981934,0.19990907609462738,-12.392293930053711,-9.281957626342773,-9.55826473236084,-10.410838762919107,227.0,282.0,285.0,290.0
background,Q86YC2,U,False,False,186,SIK1,783,36d163943c514e6a44cd402dad4fb4d044c9ccc93412ca5a316a497ed0917f7f,P57059,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.8037294149398804,-2.3636264403661094,0.3564246594905853,-7.839107990264893,-11.081826210021973,-8.411735534667969,-9.110889911651611,138.0,221.0,230.0,246.0
background,Q86YC2,U,False,False,187,SLC4A2,1241,b249f603f2506336ac9704838ee45e031a4030f2c25ae302797966db60708d62,P04920,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-3.0915726820627847,-4.594142436981201,0.11369815468788147,-11.061347961425781,-10.054208755493164,-9.130168914794922,-10.081908543904623,269.0,300.0,303.0,276.0
background,Q86YC2,U,False,False,188,RABGAP1L,815,38beaa137bfd3de345cfa7893a98b80f84909205d5bc73bcd91b777f9069f1c6,Q5R372,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.54704753557841,-0.43364637593428296,0.30494627356529236,-2.1099648475646973,-6.719619274139404,-8.052471160888672,-5.627351760864258,105.0,30.0,255.0,28.0
background,Q86YC2,U,False,False,189,MS4A14,679,28ea250fa715ce905b679a00049e75d299328c56527d7a5d7a20ae11b0cc7987,Q96JA4,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.6529614528020222,-2.0099082390467324,0.48448365926742554,-9.339829444885254,-7.274264335632324,-6.990265369415283,-7.868119716644287,117.0,195.0,125.0,176.0
background,Q86YC2,U,False,False,190,UBE4A,1066,cc748238144e65245f776034bd0a1d6cff6e109bb172756e83cddb90ab4e6e23,Q14139,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.508518934249878,-2.960010210673014,0.4227753281593323,-6.327413082122803,-8.767233848571777,-7.551425457000732,-7.5486907958984375,225.0,262.0,177.0,152.0
background,Q86YC2,U,False,False,191,ADAMTSL2,951,7d42df0510db350ee8f1f903091b09138df79a8cc9d37fe53ce2dc3428256338,Q86TH1,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.6522791385650635,-1.7949579954147339,0.16278326511383057,-6.7568182945251465,-9.60473918914795,-5.920650005340576,-7.427402496337891,116.0,171.0,297.0,141.0
background,Q86YC2,U,False,False,192,TDRD5,981,2baebe0067807b3273569ff93686a22b57160f2eb18163535b71dc6011f98018,Q8NAT2,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.092994451522827,-1.5007817546526592,0.6114406585693359,-7.064230918884277,-5.359645843505859,-6.549836158752441,-6.324570973714192,178.0,130.0,13.0,60.0
background,Q86YC2,U,False,False,193,PARP14,1801,77f918e5038ef6717daf03ddf5bdc516c3cb0fc48a85c47d5437841fb25a0a6d,Q460N5,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.6378817558288574,-1.2404566605885823,0.3483939468860626,-8.162299156188965,-8.127584457397461,-6.5522260665893555,-7.614036560058594,114.0,106.0,235.0,157.0
background,Q86YC2,U,False,False,194,ZNF516,1163,2f365110bed88e15774e89186b9c7ad3a4418fecc135a941f7d5ec5b4dcfb852,Q92618,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-2.805523951848348,-2.1307676633199057,0.5502293705940247,-6.416699409484863,-6.479701995849609,-6.985270023345947,-6.62722380956014,249.0,201.0,69.0,85.0
background,Q86YC2,U,False,False,195,MYO18A,2054,4390d9df3c78f6539d631097ee8f8e65af55a95ad5bbfbeca74fb88058417c0c,Q92614,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.2959946393966675,-1.4719847440719604,0.5381484031677246,-7.431673049926758,-7.6774702072143555,-7.408071041107178,-7.505738099416097,67.0,127.0,76.0,149.0
background,Q86YC2,U,False,False,196,TAOK3,898,59e4adea359919975e185ece55fafd31fbb24739704cf348b1826261cd0189fd,Q9H2K8,BRCA1,1863,80d7199c8d1550a5ba8387043481c1acf0f070df410b47c2bc1375584b59bdf1,P38398,-1.0176216959953308,-0.7547888358434042,0.5476585030555725,-8.001389503479004,-9.22497844696045,-6.988101959228516,-8.071489969889322,37.0,53.0,71.0,190.0
