query_gene,query_uniprot,partner_gene,partner_uniprot,class,query_primary_uniprot,query_sequence_length,query_sequence_sha256,partner_primary_uniprot,partner_sequence_length,partner_sequence_sha256,uniprot_release,uniprot_release_date,optimized_score,baseline_score
ERN1,O75460,SIRT2,Q8IXJ6,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q8IXJ6,389,e55875e4fec0ea2bb482c3bacc1c20d949e03c0b350a02dc943bec0e82d1ca51,2026_03,02-September-2026,-3.8079855442047119,-3.0289891560872397
ERN1,O75460,SIRT4,Q9Y6E7,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9Y6E7,314,236cf7141c9841a95e870c79da10f6152bc44c00ee3be8d650a63df3be2aa75c,2026_03,02-September-2026,-2.6820821762084961,-2.7706205050150552
ERN1,O75460,SIRT5,Q9NXA8,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NXA8,310,96f65a7466cd37cc97196d51aa880850f80de13cbe7a10953a684e80b3c6f875,2026_03,02-September-2026,-3.11045241355896,-2.7954241434733071
ERN1,O75460,SIRT7,Q9NRC8,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NRC8,400,34ffd0d733956315a3e7f397559509e0e49be81e544bbacc713eaf6834591d45,2026_03,02-September-2026,-2.592806657155355,-2.6205481688181558
ERN1,O75460,SLC2A1,P11166,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P11166,492,cc16edbc0d573ad46f7962c2fe3e99ac43b7c21d34fb1928ce67f24cc951f022,2026_03,02-September-2026,-2.4059786001841226,-2.6510259310404458
ERN1,O75460,SRGAP2,O75044,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O75044,1071,e27024e2a6d8e74ceb4c8791e94c3ea9744fa5f25d0457b277418153b591fd44,2026_03,02-September-2026,-4.5394943555196123,-3.0868549346923828
ERN1,O75460,STAC2,Q6ZMT1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q6ZMT1,411,e7f54495c3b3fde12829587ff31db10aa967cfc07e97a44620f428e3c3d108e3,2026_03,02-September-2026,-3.1060254573822021,-2.2360059420267739
ERN1,O75460,STK36,Q9NRP7,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NRP7,1315,278a94be80e6e14f3423c64e931ec138805c757d7dfeca3aa77a8bfb7afed504,2026_03,02-September-2026,-1.9067126909891765,-1.4010518391927083
ERN1,O75460,STON1,Q9Y6Q2,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9Y6Q2,735,6a1651e62d349c0f40ebc8911719c066e8af96acfe5c75e5b56a749b905733e7,2026_03,02-September-2026,-3.4081765810648599,-2.3403858343760171
ERN1,O75460,STRA8,Q7Z7C7,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q7Z7C7,330,cd04702ff92acded5b931e94778dc381059f9bb82e96bea3682e354762c85404,2026_03,02-September-2026,-3.7607099215189614,-2.7295891443888345
ERN1,O75460,TBX21,Q9UL17,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UL17,535,8c452c4b47a38905befb2af901284213f2dc6add2a7a5a6cc9dbbdb0dd706a4b,2026_03,02-September-2026,-3.2748831113179526,-2.7099597454071045
ERN1,O75460,TBX4,P57082,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P57082,545,824e3a6e108c15e557d16e929183eba39cfe1c67f0bd53099862c6bbc95610ec,2026_03,02-September-2026,-3.0292505423227944,-1.6748332977294922
ERN1,O75460,TLR7,Q9NYK1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NYK1,1049,3eea137da930d96e7e51d6f68a027b9ced8d98c4baf44a6e450220fc83c678d0,2026_03,02-September-2026,-5.5060653686523438,-3.8837011655171714
ERN1,O75460,TM4SF20,Q53R12,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q53R12,229,c6c3a55e8465a36a6fed8ebfdb87087558b7ed2f7939c019fd822c4b71edaf05,2026_03,02-September-2026,-2.5786894957224527,-2.4629032611846924
ERN1,O75460,TMEM107,Q6UX40,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q6UX40,140,2f3eabec5f1dcbdb4a4fc85564ae2b61d9c9588eaa84e20ee79e4735922553f9,2026_03,02-September-2026,-1.8203951915105183,-2.1642976204554238
ERN1,O75460,TP53,P04637,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P04637,393,e3ca60f18e3b6e98986ad6749215ee3b7a3abc09c191675213d1f243c035c9a3,2026_03,02-September-2026,-2.1252771615982056,-2.3962233066558838
ERN1,O75460,TWIST1,Q15672,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q15672,202,8de7056e235a197ea01361d7936fd15d2e12f71164b0c16ad564acccb9036228,2026_03,02-September-2026,-5.9286634127298994,-4.1459430058797198
ERN1,O75460,TYW1B,Q6NUM6,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q6NUM6,668,543ed92b198a2ce19529d0dc3217900d35ea6918f0d7969cd5465937192d55d4,2026_03,02-September-2026,-3.0819365978240967,-1.7347807884216309
ERN1,O75460,UACA,Q9BZF9,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9BZF9,1416,79d4f76b1ddfec44abff3dfec86de8a97dc858cc5ea35f28c7e3bf101108c0d6,2026_03,02-September-2026,-2.794726530710856,-1.4727609952290852
ERN1,O75460,UQCC1,Q9NVA1,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NVA1,299,d7c11a3a58e0f4e872a837fd05a52afaa02bc3c5546cab03e566e05c7d4c2da1,2026_03,02-September-2026,-4.0017205874125166,-3.2158772150675454
ERN1,O75460,VCP,P55072,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P55072,806,7762b7e6637bdd56653ba85cb8b36c82fab2bb9cfab69a64a28e55582a199e35,2026_03,02-September-2026,-2.5247792402903237,-2.5561739603678384
ERN1,O75460,VPS41,P49754,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P49754,854,da0ea9fd8abd11462129cfe7ca3ed1b12f494e3607b0d55df8706b0d9153d6ea,2026_03,02-September-2026,-2.5898414055506387,-1.7252614895502727
ERN1,O75460,VPS4A,Q9UN37,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9UN37,437,338a3f2542ccf8581356b8e5dda60f1d59549e57ab15c64806c3951e5d4c1cc2,2026_03,02-September-2026,-3.2150092124938965,-2.6405158042907715
ERN1,O75460,VPS4B,O75351,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O75351,444,691bcc98aba3e6cf0ff284679551960cf65460c64e4ea46a3e4f9a2f8aaf69ca,2026_03,02-September-2026,-3.0228124459584556,-2.5042378902435303
ERN1,O75460,VRK3,Q8IV63,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q8IV63,474,6029e70cc27406126e00e1efdbb761758bc635002eb422d187b3ae4b0f702566,2026_03,02-September-2026,-3.6571489969889321,-2.762622912724813
ERN1,O75460,WNT3,P56703,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P56703,355,71b08f1a07626a8fcd61ae015617b0041d0a5959d1001e39ba4ea3069fb80011,2026_03,02-September-2026,-3.1884174346923828,-3.4508864879608154
ERN1,O75460,YEATS4,O95619,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O95619,227,927acc1a37ca13d792fa8f0e2839f75f31216d8c6962215f472e74f5949ebd15,2026_03,02-September-2026,-2.6547319094340005,-2.5697236061096191
ERN1,O75460,YTHDC2,Q9H6S0,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9H6S0,1430,f1a201c722fe900813fed61c4548c634568d71a49cc84c66e713c8440470e1fb,2026_03,02-September-2026,-4.4615400632222491,-2.8921798865000405
ERN1,O75460,YWHAG,P61981,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P61981,247,0472f1c5d0009e840b47541564d7889ed2461d4f06ea85258ecc0e027c476537,2026_03,02-September-2026,-2.559661547342936,-1.8818540573120117
ERN1,O75460,ZBTB42,B2RXF5,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,B2RXF5,422,97b7fcb14ece5ea50f85d858768e6a4634d1b1552da9bc9cd32ca336c1fc0a06,2026_03,02-September-2026,-1.3958264986673992,-2.086932341257731
ERN1,O75460,ZIM2,Q9NZV7,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q9NZV7,527,fd51e32fc25fee138b9485b60712ad3964c533fd3525d9ada82b548e5a1331ce,2026_03,02-September-2026,-2.8914945920308432,-2.6872447331746421
ERN1,O75460,ACTN3,Q08043,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q08043,901,e424506bf6999286fde1b8e5f7015a9f7e13ad72487163b84cfcf2c7562d165b,2026_03,02-September-2026,-2.5946940581003823,-2.1918694972991943
ERN1,O75460,ALB,P02768,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P02768,609,e7b80c7861adc0143f8aead03ec9fa83b782439c3eae4730ffaa7beafa37c40b,2026_03,02-September-2026,-1.5735490520795186,-1.297777811686198
ERN1,O75460,CA1,P00915,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P00915,261,5862305c8302b2d7dd9de31f34102a1220d9099d9f6f7b961610ed4337934880,2026_03,02-September-2026,-3.3075244426727295,-2.3031426270802817
ERN1,O75460,HBB,P68871,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P68871,147,9ebf320eb707d71644444fe5006ed58af56a0bf0ec9568eb6a3a65e0e8191465,2026_03,02-September-2026,-3.0129578113555908,-2.8219785690307617
ERN1,O75460,KRT31,Q15323,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,Q15323,416,93ac61740e82728b2690a93e95f7107a9f98013bcb43010cc488ea695e6cfe32,2026_03,02-September-2026,-2.2646981875101724,-2.6193478902180991
ERN1,O75460,MYL2,P10916,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P10916,166,923d2ad33553ee711f02e8775db9a004cd67099e2d36106ff39e827fe5d2978b,2026_03,02-September-2026,-2.1863972345987954,-3.0157130559285483
ERN1,O75460,OPN1LW,P04000,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P04000,364,9cd7d06792428ea0fbfc2297215790d5f0790cfa6561bcc6f15c5628580da32b,2026_03,02-September-2026,-2.9949995676676431,-3.6105656623840332
ERN1,O75460,RHO,P08100,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P08100,348,b59611b13c3509dcbb28613b8c35f400f97e67788dcf416dce0511a576c347c1,2026_03,02-September-2026,-2.7759577433268228,-4.030215660730998
ERN1,O75460,SLC25A14,O95258,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,O95258,325,99425f521859a70bf527f0281bd340934176aa873556a28cd4c3b40b9041f2fe,2026_03,02-September-2026,-4.2347348531087237,-3.4732728004455566
ERN1,O75460,TNNI3,P19429,U,O75460,977,22c28aa52b53dd8141c2770fa4a08a2acda67e6a17447dc5281cf52e0528390f,P19429,210,c953a7fc749f8d241ccf18b2b5418c52abb6c2e29cbe024541116fb187912e95,2026_03,02-September-2026,-3.1430679957071939,-2.4071757793426514
