species,target_id,subset,candidate_set,model,target_similarity_bin,P,U,panel_size,P_vs_U_concordance,average_precision,first_positive_rank_min,first_positive_rank_max,first_positive_rank_expected,reciprocal_rank,recovered_P_at_5,recall_at_5,known_positive_precision_at_5,EF_at_5,NDCG_at_5,target_success_at_5,recovered_P_at_10,recall_at_10,known_positive_precision_at_10,EF_at_10,NDCG_at_10,target_success_at_10,recovered_P_at_20,recall_at_20,known_positive_precision_at_20,EF_at_20,NDCG_at_20,target_success_at_20
worm,worm:P46502,all,all_U,ipin_baseline,no_qualifying_hit,2,200,202,0.515,0.05083088954056696,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,5.05,0.1710330840677181,1.0
worm,worm:P46502,all,all_U,ipin_optimized,no_qualifying_hit,2,200,202,0.5325,0.021954113924050632,32,32,32.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,all,all_U,tuna_retrained,no_qualifying_hit,2,200,202,0.5225,0.015444245676803817,65,65,65.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,all,all_U,ipin_tuna_31k,no_qualifying_hit,2,200,202,0.635,0.01957720588235294,64,64,64.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,no_qualifying_hit,2,100,102,0.535,0.17741935483870966,3,3,3.0,0.3333333333333333,1.0,0.5,0.2,10.200000000000001,0.3065735963827292,1.0,1.0,0.5,0.1,5.1000000000000005,0.3065735963827292,1.0,1.0,0.5,0.05,2.5500000000000003,0.3065735963827292,1.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,no_qualifying_hit,2,100,102,0.59,0.05896805896805897,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,2.5500000000000003,0.1710330840677181,1.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,no_qualifying_hit,2,100,102,0.56,0.03306010928961749,30,30,30.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,background,ipin_tuna_31k,no_qualifying_hit,2,100,102,0.75,0.055303030303030305,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,2.5500000000000003,0.1395953738647505,1.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,no_qualifying_hit,2,100,102,0.495,0.06608187134502924,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,5.1000000000000005,0.18457569677956817,1.0,1.0,0.5,0.05,2.5500000000000003,0.18457569677956817,1.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,no_qualifying_hit,2,100,102,0.475,0.034355179704016914,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,no_qualifying_hit,2,100,102,0.485,0.02817460317460317,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,no_qualifying_hit,2,100,102,0.52,0.02962962962962963,45,45,45.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,no_qualifying_hit,2,200,202,0.515,0.05083088954056696,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,5.05,0.1710330840677181,1.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,no_qualifying_hit,2,200,202,0.5325,0.021954113924050632,32,32,32.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,no_qualifying_hit,2,200,202,0.5225,0.015444245676803817,65,65,65.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,no_qualifying_hit,2,200,202,0.635,0.01957720588235294,64,64,64.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,no_qualifying_hit,2,100,102,0.535,0.17741935483870966,3,3,3.0,0.3333333333333333,1.0,0.5,0.2,10.200000000000001,0.3065735963827292,1.0,1.0,0.5,0.1,5.1000000000000005,0.3065735963827292,1.0,1.0,0.5,0.05,2.5500000000000003,0.3065735963827292,1.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,no_qualifying_hit,2,100,102,0.59,0.05896805896805897,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,2.5500000000000003,0.1710330840677181,1.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,no_qualifying_hit,2,100,102,0.56,0.03306010928961749,30,30,30.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,no_qualifying_hit,2,100,102,0.75,0.055303030303030305,20,20,20.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,2.5500000000000003,0.1395953738647505,1.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,no_qualifying_hit,2,100,102,0.495,0.06608187134502924,9,9,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.1,5.1000000000000005,0.18457569677956817,1.0,1.0,0.5,0.05,2.5500000000000003,0.18457569677956817,1.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,no_qualifying_hit,2,100,102,0.475,0.034355179704016914,22,22,22.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,no_qualifying_hit,2,100,102,0.485,0.02817460317460317,36,36,36.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,no_qualifying_hit,2,100,102,0.52,0.02962962962962963,45,45,45.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,no_qualifying_hit,2,200,202,0.515,0.05083088954056696,11,11,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.05,5.05,0.1710330840677181,1.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,no_qualifying_hit,2,200,202,0.5325,0.021954113924050632,32,32,32.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,no_qualifying_hit,2,200,202,0.5225,0.015444245676803817,65,65,65.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:P46502,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,no_qualifying_hit,2,200,202,0.635,0.01957720588235294,64,64,64.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:Q21127,all,background,ipin_baseline,no_qualifying_hit,9,100,109,0.4888888888888889,0.1465414521998974,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,2.422222222222222,0.16958010263680806,1.0,2.0,0.2222222222222222,0.2,2.422222222222222,0.18827853542832335,1.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.2538428333441881,1.0
worm,worm:Q21127,all,background,ipin_optimized,no_qualifying_hit,9,100,109,0.5877777777777777,0.1195873247385978,5,5,5.0,0.2,1.0,0.1111111111111111,0.2,2.422222222222222,0.13120507751234178,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.09092803061897885,1.0,2.0,0.2222222222222222,0.1,1.211111111111111,0.14625984799830735,1.0
worm,worm:Q21127,all,background,tuna_retrained,no_qualifying_hit,9,100,109,0.4866666666666667,0.09829920440458957,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.16760608342325767,1.0
worm,worm:Q21127,all,background,ipin_tuna_31k,no_qualifying_hit,9,100,109,0.6188888888888889,0.16134893894686597,2,2,2.0,0.5,1.0,0.1111111111111111,0.2,2.422222222222222,0.21398626473452756,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.14829723057014912,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.14829723057014912,1.0
worm,worm:Q21127,all,matched,ipin_baseline,no_qualifying_hit,9,100,109,0.4866666666666667,0.22305536308984392,1,1,1.0,1.0,1.0,0.1111111111111111,0.2,2.422222222222222,0.3391602052736161,1.0,3.0,0.3333333333333333,0.3,3.633333333333333,0.3737447110538568,1.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.3737447110538568,1.0
worm,worm:Q21127,all,matched,ipin_optimized,no_qualifying_hit,9,100,109,0.55,0.12650286841924357,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,2.422222222222222,0.16958010263680806,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.1175227747072427,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.1175227747072427,1.0
worm,worm:Q21127,all,matched,tuna_retrained,no_qualifying_hit,9,100,109,0.4688888888888889,0.09410181975942558,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.05636685296094937,1.0
worm,worm:Q21127,all,matched,ipin_tuna_31k,no_qualifying_hit,9,100,109,0.5744444444444444,0.20919817007621933,1,1,1.0,1.0,1.0,0.1111111111111111,0.2,2.422222222222222,0.3391602052736161,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.2350455494144854,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.2350455494144854,1.0
worm,worm:Q21127,all,all_U,ipin_baseline,no_qualifying_hit,9,200,209,0.48777777777777775,0.09772152456598356,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,4.644444444444445,0.16958010263680806,1.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.1175227747072427,1.0,3.0,0.3333333333333333,0.15,3.483333333333333,0.23035861317330134,1.0
worm,worm:Q21127,all,all_U,ipin_optimized,no_qualifying_hit,9,200,209,0.5688888888888889,0.06503412910433268,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.07834851647149513,1.0,1.0,0.1111111111111111,0.05,1.1611111111111112,0.07834851647149513,1.0
worm,worm:Q21127,all,all_U,tuna_retrained,no_qualifying_hit,9,200,209,0.4777777777777778,0.05069371384686865,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:Q21127,all,all_U,ipin_tuna_31k,no_qualifying_hit,9,200,209,0.5966666666666667,0.10954219209201879,2,2,2.0,0.5,1.0,0.1111111111111111,0.2,4.644444444444445,0.21398626473452756,1.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.14829723057014912,1.0,1.0,0.1111111111111111,0.05,1.1611111111111112,0.14829723057014912,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,no_qualifying_hit,9,100,109,0.4888888888888889,0.1465414521998974,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,2.422222222222222,0.16958010263680806,1.0,2.0,0.2222222222222222,0.2,2.422222222222222,0.18827853542832335,1.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.2538428333441881,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,no_qualifying_hit,9,100,109,0.5877777777777777,0.1195873247385978,5,5,5.0,0.2,1.0,0.1111111111111111,0.2,2.422222222222222,0.13120507751234178,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.09092803061897885,1.0,2.0,0.2222222222222222,0.1,1.211111111111111,0.14625984799830735,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,background,tuna_retrained,no_qualifying_hit,9,100,109,0.4866666666666667,0.09829920440458957,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.16760608342325767,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,background,ipin_tuna_31k,no_qualifying_hit,9,100,109,0.6188888888888889,0.16134893894686597,2,2,2.0,0.5,1.0,0.1111111111111111,0.2,2.422222222222222,0.21398626473452756,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.14829723057014912,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.14829723057014912,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,matched,ipin_baseline,no_qualifying_hit,9,100,109,0.4866666666666667,0.22305536308984392,1,1,1.0,1.0,1.0,0.1111111111111111,0.2,2.422222222222222,0.3391602052736161,1.0,3.0,0.3333333333333333,0.3,3.633333333333333,0.3737447110538568,1.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.3737447110538568,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,matched,ipin_optimized,no_qualifying_hit,9,100,109,0.55,0.12650286841924357,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,2.422222222222222,0.16958010263680806,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.1175227747072427,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.1175227747072427,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,matched,tuna_retrained,no_qualifying_hit,9,100,109,0.4688888888888889,0.09410181975942558,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.05636685296094937,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,no_qualifying_hit,9,100,109,0.5744444444444444,0.20919817007621933,1,1,1.0,1.0,1.0,0.1111111111111111,0.2,2.422222222222222,0.3391602052736161,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.2350455494144854,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.2350455494144854,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,all_U,ipin_baseline,no_qualifying_hit,9,200,209,0.48777777777777775,0.09772152456598356,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,4.644444444444445,0.16958010263680806,1.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.1175227747072427,1.0,3.0,0.3333333333333333,0.15,3.483333333333333,0.23035861317330134,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,all_U,ipin_optimized,no_qualifying_hit,9,200,209,0.5688888888888889,0.06503412910433268,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.07834851647149513,1.0,1.0,0.1111111111111111,0.05,1.1611111111111112,0.07834851647149513,1.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,all_U,tuna_retrained,no_qualifying_hit,9,200,209,0.4777777777777778,0.05069371384686865,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:Q21127,no_exact_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,no_qualifying_hit,9,200,209,0.5966666666666667,0.10954219209201879,2,2,2.0,0.5,1.0,0.1111111111111111,0.2,4.644444444444445,0.21398626473452756,1.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.14829723057014912,1.0,1.0,0.1111111111111111,0.05,1.1611111111111112,0.14829723057014912,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_baseline,no_qualifying_hit,9,100,109,0.4888888888888889,0.1465414521998974,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,2.422222222222222,0.16958010263680806,1.0,2.0,0.2222222222222222,0.2,2.422222222222222,0.18827853542832335,1.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.2538428333441881,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_optimized,no_qualifying_hit,9,100,109,0.5877777777777777,0.1195873247385978,5,5,5.0,0.2,1.0,0.1111111111111111,0.2,2.422222222222222,0.13120507751234178,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.09092803061897885,1.0,2.0,0.2222222222222222,0.1,1.211111111111111,0.14625984799830735,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,background,tuna_retrained,no_qualifying_hit,9,100,109,0.4866666666666667,0.09829920440458957,15,15,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.16760608342325767,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,background,ipin_tuna_31k,no_qualifying_hit,9,100,109,0.6188888888888889,0.16134893894686597,2,2,2.0,0.5,1.0,0.1111111111111111,0.2,2.422222222222222,0.21398626473452756,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.14829723057014912,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.14829723057014912,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_baseline,no_qualifying_hit,9,100,109,0.4866666666666667,0.22305536308984392,1,1,1.0,1.0,1.0,0.1111111111111111,0.2,2.422222222222222,0.3391602052736161,1.0,3.0,0.3333333333333333,0.3,3.633333333333333,0.3737447110538568,1.0,3.0,0.3333333333333333,0.15,1.8166666666666664,0.3737447110538568,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_optimized,no_qualifying_hit,9,100,109,0.55,0.12650286841924357,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,2.422222222222222,0.16958010263680806,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.1175227747072427,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.1175227747072427,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,matched,tuna_retrained,no_qualifying_hit,9,100,109,0.4688888888888889,0.09410181975942558,17,17,17.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.05636685296094937,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,matched,ipin_tuna_31k,no_qualifying_hit,9,100,109,0.5744444444444444,0.20919817007621933,1,1,1.0,1.0,1.0,0.1111111111111111,0.2,2.422222222222222,0.3391602052736161,1.0,1.0,0.1111111111111111,0.1,1.211111111111111,0.2350455494144854,1.0,1.0,0.1111111111111111,0.05,0.6055555555555555,0.2350455494144854,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_baseline,no_qualifying_hit,9,200,209,0.48777777777777775,0.09772152456598356,3,3,3.0,0.3333333333333333,1.0,0.1111111111111111,0.2,4.644444444444445,0.16958010263680806,1.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.1175227747072427,1.0,3.0,0.3333333333333333,0.15,3.483333333333333,0.23035861317330134,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_optimized,no_qualifying_hit,9,200,209,0.5688888888888889,0.06503412910433268,7,7,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.07834851647149513,1.0,1.0,0.1111111111111111,0.05,1.1611111111111112,0.07834851647149513,1.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,all_U,tuna_retrained,no_qualifying_hit,9,200,209,0.4777777777777778,0.05069371384686865,31,31,31.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worm,worm:Q21127,no_exact_any_model_TRAIN_DEV_endpoint,all_U,ipin_tuna_31k,no_qualifying_hit,9,200,209,0.5966666666666667,0.10954219209201879,2,2,2.0,0.5,1.0,0.1111111111111111,0.2,4.644444444444445,0.21398626473452756,1.0,1.0,0.1111111111111111,0.1,2.3222222222222224,0.14829723057014912,1.0,1.0,0.1111111111111111,0.05,1.1611111111111112,0.14829723057014912,1.0
worm,worm:O45799,all,background,ipin_baseline,30_to_50pct,10,100,110,0.697,0.5343996883619525,1,1,1.0,1.0,4.0,0.4,0.8,8.8,0.8539316501572937,1.0,5.0,0.5,0.5,5.5,0.6325414799409712,1.0,5.0,0.5,0.25,2.75,0.6325414799409712,1.0
worm,worm:O45799,all,background,ipin_optimized,30_to_50pct,10,100,110,0.693,0.49754867908013056,1,1,1.0,1.0,4.0,0.4,0.8,8.8,0.8539316501572937,1.0,5.0,0.5,0.5,5.5,0.6177639991612475,1.0,5.0,0.5,0.25,2.75,0.6177639991612475,1.0
worm,worm:O45799,all,background,tuna_retrained,30_to_50pct,10,100,110,0.78,0.4257696780313414,1,1,1.0,1.0,3.0,0.3,0.6,6.6,0.639945385422766,1.0,4.0,0.4,0.4,4.4,0.48471198902551854,1.0,6.0,0.6,0.3,3.3,0.6011279762047851,1.0
worm,worm:O45799,all,background,ipin_tuna_31k,30_to_50pct,10,100,110,0.785,0.4643219363700487,1,1,1.0,1.0,3.0,0.3,0.6,6.6,0.6992148198508501,1.0,4.0,0.4,0.4,4.4,0.5271064966405455,1.0,5.0,0.5,0.25,2.75,0.5865836893695877,1.0
worm,worm:O45799,all,matched,ipin_baseline,30_to_50pct,10,100,110,0.669,0.3713943232102624,1,1,1.0,1.0,2.0,0.2,0.4,4.4,0.5531464700081437,1.0,3.0,0.3,0.3,3.3,0.43231813227099475,1.0,5.0,0.5,0.25,2.75,0.5468182665745569,1.0
worm,worm:O45799,all,matched,ipin_optimized,30_to_50pct,10,100,110,0.65,0.31453203150745346,1,1,1.0,1.0,2.0,0.2,0.4,4.4,0.5087403079104241,1.0,3.0,0.3,0.3,3.3,0.3995688713838975,1.0,4.0,0.4,0.2,2.2,0.4559031251624577,1.0
worm,worm:O45799,all,matched,tuna_retrained,30_to_50pct,10,100,110,0.73,0.3370000000000001,1,1,1.0,1.0,2.0,0.2,0.4,4.4,0.48522855511632257,1.0,4.0,0.4,0.4,4.4,0.45186484096594276,1.0,4.0,0.4,0.2,2.2,0.45186484096594276,1.0
worm,worm:O45799,all,matched,ipin_tuna_31k,30_to_50pct,10,100,110,0.689,0.22487102552619792,4,4,4.0,0.25,1.0,0.1,0.2,2.2,0.14606834984270645,1.0,3.0,0.3,0.3,3.3,0.24655055544758614,1.0,4.0,0.4,0.2,2.2,0.3060277481766283,1.0
worm,worm:O45799,all,all_U,ipin_baseline,30_to_50pct,10,200,210,0.683,0.3402393005100378,1,1,1.0,1.0,2.0,0.2,0.4,8.4,0.5531464700081437,1.0,3.0,0.3,0.3,6.3,0.43231813227099475,1.0,5.0,0.5,0.25,5.25,0.5439707022952834,1.0
worm,worm:O45799,all,all_U,ipin_optimized,30_to_50pct,10,200,210,0.6715,0.28294526062186587,1,1,1.0,1.0,2.0,0.2,0.4,8.4,0.5087403079104241,1.0,3.0,0.3,0.3,6.3,0.3995688713838975,1.0,4.0,0.4,0.2,4.2,0.45459181295841755,1.0
worm,worm:O45799,all,all_U,tuna_retrained,30_to_50pct,10,200,210,0.755,0.2706428738009755,1,1,1.0,1.0,2.0,0.2,0.4,8.4,0.4703652827859579,1.0,3.0,0.3,0.3,6.3,0.3714891073940902,1.0,4.0,0.4,0.2,4.2,0.4278233611726503,1.0
worm,worm:O45799,all,all_U,ipin_tuna_31k,30_to_50pct,10,200,210,0.737,0.18194963536114916,4,4,4.0,0.25,1.0,0.1,0.2,4.2,0.14606834984270645,1.0,3.0,0.3,0.3,6.3,0.2426178552850034,1.0,4.0,0.4,0.2,4.2,0.29764079685952344,1.0
worm,worm:O45799,no_exact_TRAIN_DEV_endpoint,background,ipin_baseline,30_to_50pct,10,100,110,0.697,0.5343996883619525,1,1,1.0,1.0,4.0,0.4,0.8,8.8,0.8539316501572937,1.0,5.0,0.5,0.5,5.5,0.6325414799409712,1.0,5.0,0.5,0.25,2.75,0.6325414799409712,1.0
worm,worm:O45799,no_exact_TRAIN_DEV_endpoint,background,ipin_optimized,30_to_50pct,10,100,110,0.693,0.49754867908013056,1,1,1.0,1.0,4.0,0.4,0.8,8.8,0.8539316501572937,1.0,5.0,0.5,0.5,5.5,0.6177639991612475,1.0,5.0,0.5,0.25,2.75,0.6177639991612475,1.0
