row_index,query_gene,query_uniprot,partner_gene,partner_uniprot,class,train_17k_P_sequence,train_17k_P_accession,train_17k_P,train_31k_P_sequence,train_31k_P_accession,train_31k_P,train_U_pool_sequence,train_U_pool_accession,train_U_pool,selection_dev_legacy_P_sequence,selection_dev_legacy_P_accession,selection_dev_legacy_P,selection_dev_legacy_U_sequence,selection_dev_legacy_U_accession,selection_dev_legacy_U,selection_dev_added_P_sequence,selection_dev_added_P_accession,selection_dev_added_P,selection_dev_added_U_sequence,selection_dev_added_U_accession,selection_dev_added_U,newly_added_train_P,selected_31k_prior_pair
2939,KRAS,P01116,EARS2,Q5JPH6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2940,KRAS,P01116,ZNF619,Q8N2I2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2941,KRAS,P01116,VIPAS39,Q9H9C1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2942,KRAS,P01116,SNW1,Q13573,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2943,KRAS,P01116,FGFR3,P22607,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2944,KRAS,P01116,CDS2,O95674,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2945,KRAS,P01116,CYP1A2,P05177,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2946,KRAS,P01116,LONRF2,Q1L5Z9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2947,KRAS,P01116,DHX36,Q9H2U1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2948,KRAS,P01116,FSCN1,Q16658,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2949,KRAS,P01116,PDLIM1,O00151,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2950,KRAS,P01116,GAB2,Q9UQC2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2951,KRAS,P01116,PGBD1,Q96JS3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2952,KRAS,P01116,PRKACG,P22612,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2953,KRAS,P01116,TRIM35,Q9UPQ4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2954,KRAS,P01116,SYBU,Q9NX95,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2955,KRAS,P01116,NDUFS1,P28331,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2956,KRAS,P01116,ZNF592,Q92610,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2957,KRAS,P01116,GRIN3A,Q8TCU5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2958,KRAS,P01116,AGFG1,P52594,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2959,KRAS,P01116,INF2,Q27J81,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2960,KRAS,P01116,TEKT2,Q9UIF3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2961,KRAS,P01116,SIRT7,Q9NRC8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2962,KRAS,P01116,ADAMTSL5,Q6ZMM2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2963,KRAS,P01116,PLA2G3,Q9NZ20,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2964,KRAS,P01116,PGLYRP3,Q96LB9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2965,KRAS,P01116,CCNT2,O60583,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2966,KRAS,P01116,SYT7,O43581,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2967,KRAS,P01116,SPATA1,Q5VX52,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2968,KRAS,P01116,ACTL6A,O96019,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2969,KRAS,P01116,KRT76,Q01546,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2970,KRAS,P01116,JRKL,Q9Y4A0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2971,KRAS,P01116,GXYLT2,A0PJZ3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2972,KRAS,P01116,NFKB2,Q00653,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2973,KRAS,P01116,TTLL4,Q14679,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2974,KRAS,P01116,WARS1,P23381,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2975,KRAS,P01116,PGR,P06401,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2976,KRAS,P01116,URI1,O94763,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2977,KRAS,P01116,NLRC3,Q7RTR2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2978,KRAS,P01116,CYTH3,O43739,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2979,KRAS,P01116,RIPK2,O43353,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2980,KRAS,P01116,BTBD3,Q9Y2F9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2981,KRAS,P01116,KBTBD7,Q8WVZ9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2982,KRAS,P01116,MAPK8IP2,Q13387,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2983,KRAS,P01116,NPTX1,Q15818,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2984,KRAS,P01116,MARK1,Q9P0L2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2985,KRAS,P01116,TRMT5,Q32P41,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2986,KRAS,P01116,PLEKHG5,O94827,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2987,KRAS,P01116,AP2A2,O94973,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2988,KRAS,P01116,LZTS2,Q9BRK4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2989,KRAS,P01116,ATG16L2,Q8NAA4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2990,KRAS,P01116,N4BP3,O15049,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2991,KRAS,P01116,ZBED4,O75132,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2992,KRAS,P01116,LPXN,O60711,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2993,KRAS,P01116,TSKS,Q9UJT2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2994,KRAS,P01116,SCG3,Q8WXD2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2995,KRAS,P01116,DHX29,Q7Z478,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2996,KRAS,P01116,NLRP12,P59046,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2997,KRAS,P01116,PLOD2,O00469,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2998,KRAS,P01116,KIF16B,Q96L93,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2999,KRAS,P01116,INPP5E,Q9NRR6,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3000,KRAS,P01116,PINK1,Q9BXM7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3001,KRAS,P01116,AFG2A,Q8NB90,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3002,KRAS,P01116,STRADB,Q9C0K7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3003,KRAS,P01116,KANK4,Q5T7N3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3004,KRAS,P01116,STAMBP,O95630,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3005,KRAS,P01116,TRIM71,Q2Q1W2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3006,KRAS,P01116,ZNF385A,Q96PM9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3007,KRAS,P01116,NUAK1,O60285,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3008,KRAS,P01116,PBXIP1,Q96AQ6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3009,KRAS,P01116,CEP68,Q76N32,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3010,KRAS,P01116,MTA1,Q13330,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3011,KRAS,P01116,ZNF703,Q9H7S9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3012,KRAS,P01116,TRIM11,Q96F44,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3013,KRAS,P01116,AKAP3,O75969,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3014,KRAS,P01116,PLAA,Q9Y263,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3015,KRAS,P01116,PALM2AKAP2,Q9Y2D5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3016,KRAS,P01116,PDCD6IP,Q8WUM4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3017,KRAS,P01116,ARHGEF4,Q9NR80,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3018,KRAS,P01116,RASIP1,Q5U651,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3019,KRAS,P01116,MAP7D2,Q96T17,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3020,KRAS,P01116,PFKM,P08237,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3021,KRAS,P01116,PER1,O15534,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3022,KRAS,P01116,ZNF432,O94892,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3023,KRAS,P01116,AGFG2,O95081,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3024,KRAS,P01116,ZXDB,P98169,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3025,KRAS,P01116,SCARA5,Q6ZMJ2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3026,KRAS,P01116,CLCA1,A8K7I4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3027,KRAS,P01116,DES,P17661,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3028,KRAS,P01116,EHD1,Q9H4M9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3029,KRAS,P01116,PTPN9,P43378,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3030,KRAS,P01116,VPS4B,O75351,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3031,KRAS,P01116,WRNIP1,Q96S55,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3032,KRAS,P01116,FGL2,Q14314,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3033,KRAS,P01116,PSG4,Q00888,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3034,KRAS,P01116,ME2,P23368,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3035,KRAS,P01116,CPNE9,Q8IYJ1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3036,KRAS,P01116,ZNF583,Q96ND8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3037,KRAS,P01116,DPEP3,Q9H4B8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3038,KRAS,P01116,GCNT4,Q9P109,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3039,KRAS,P01116,TRAK1,Q9UPV9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3040,KRAS,P01116,CNTNAP2,Q9UHC6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3041,KRAS,P01116,FRMD4A,Q9P2Q2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3042,KRAS,P01116,SRFBP1,Q8NEF9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3043,KRAS,P01116,PLBD1,Q6P4A8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3044,KRAS,P01116,ISM1,B1AKI9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3045,KRAS,P01116,NFATC2,Q13469,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3046,KRAS,P01116,PTGER4,P35408,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3047,KRAS,P01116,MME,P08473,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3048,KRAS,P01116,GPR75,O95800,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3049,KRAS,P01116,BRSK1,Q8TDC3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3050,KRAS,P01116,ACSL5,Q9ULC5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3051,KRAS,P01116,SANBR,Q6NSI8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3052,KRAS,P01116,BTBD6,Q96KE9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3053,KRAS,P01116,SHH,Q15465,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3054,KRAS,P01116,SLC12A2,P55011,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3055,KRAS,P01116,CYP2J2,P51589,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3056,KRAS,P01116,USPL1,Q5W0Q7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3057,KRAS,P01116,PLEKHG6,Q3KR16,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3058,KRAS,P01116,IGF1R,P08069,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3059,KRAS,P01116,NOS1,P29475,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3060,KRAS,P01116,CEP295NL,Q96MC4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3061,KRAS,P01116,SH3D19,Q5HYK7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3062,KRAS,P01116,PROSER1,Q86XN7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3063,KRAS,P01116,PLD1,Q13393,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3064,KRAS,P01116,E4F1,Q66K89,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3065,KRAS,P01116,KLRG2,A4D1S0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3066,KRAS,P01116,FARS2,O95363,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3067,KRAS,P01116,LATS2,Q9NRM7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3068,KRAS,P01116,CALR,P27797,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3069,KRAS,P01116,IQCE,Q6IPM2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3070,KRAS,P01116,C4BPA,P04003,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3071,KRAS,P01116,CAPN5,O15484,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3072,KRAS,P01116,RBM33,Q96EV2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3073,KRAS,P01116,FCRLA,Q7L513,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3074,KRAS,P01116,SACK1E,Q2M2I3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3075,KRAS,P01116,PGM2,Q96G03,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3076,KRAS,P01116,DAPK2,Q9UIK4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3077,KRAS,P01116,TBC1D13,Q9NVG8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3078,KRAS,P01116,RIN2,Q8WYP3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3079,KRAS,P01116,HAUS3,Q68CZ6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3080,KRAS,P01116,SHTN1,A0MZ66,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3081,KRAS,P01116,RFFL,Q8WZ73,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3082,KRAS,P01116,TAF4B,Q92750,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3083,KRAS,P01116,DAZ2,Q13117,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3084,KRAS,P01116,GLRX3,O76003,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3085,KRAS,P01116,SPAG8,Q99932,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3086,KRAS,P01116,FMR1,Q06787,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3087,KRAS,P01116,PHACTR1,Q9C0D0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3088,KRAS,P01116,PDE4B,Q07343,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3089,KRAS,P01116,KLHL10,Q6JEL2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3090,KRAS,P01116,MFGE8,Q08431,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3091,KRAS,P01116,AUP1,Q9Y679,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3092,KRAS,P01116,NFE2L2,Q16236,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3093,KRAS,P01116,HSPA4,P34932,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3094,KRAS,P01116,TARS3,A2RTX5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3095,KRAS,P01116,CERT1,Q9Y5P4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3096,KRAS,P01116,ATXN2L,Q8WWM7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3097,KRAS,P01116,CDK14,O94921,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3098,KRAS,P01116,RSPH14,Q9UHP6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3099,KRAS,P01116,LGI1,O95970,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3100,KRAS,P01116,TSSK4,Q6SA08,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3101,KRAS,P01116,EFHB,Q8N7U6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3102,KRAS,P01116,MTHFD1,P11586,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3103,KRAS,P01116,LMCD1,Q9NZU5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3104,KRAS,P01116,TUBG2,Q9NRH3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3105,KRAS,P01116,FARP1,Q9Y4F1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3106,KRAS,P01116,TDRD1,Q9BXT4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3107,KRAS,P01116,QRICH1,Q2TAL8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3108,KRAS,P01116,HYAL3,O43820,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3109,KRAS,P01116,MDM4,O15151,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3110,KRAS,P01116,WDR37,Q9Y2I8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3111,KRAS,P01116,ZMYND15,Q9H091,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3112,KRAS,P01116,APPBP2,Q92624,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3113,KRAS,P01116,PIAS1,O75925,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3114,KRAS,P01116,PARP12,Q9H0J9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3115,KRAS,P01116,ADH7,P40394,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3116,KRAS,P01116,MAPK6,Q16659,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3117,KRAS,P01116,THAP4,Q8WY91,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3118,KRAS,P01116,ZAR1,Q86SH2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3119,KRAS,P01116,SMTNL1,A8MU46,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3120,KRAS,P01116,VPS35,Q96QK1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3121,KRAS,P01116,ARHGAP27,Q6ZUM4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3122,KRAS,P01116,TMUB2,Q71RG4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3123,KRAS,P01116,KAZN,Q674X7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3124,KRAS,P01116,TIMM44,O43615,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3125,KRAS,P01116,FLCN,Q8NFG4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3126,KRAS,P01116,PPIL2,Q13356,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3127,KRAS,P01116,TAB2,Q9NYJ8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
